round,seed,population_seed,strategy,count,percentage
1,897,136,coop,29408,0.38
1,897,136,defect,19393,0.25
1,897,136,exploitation,29199,0.37
2,897,136,coop,27982,0.36
2,897,136,defect,20557,0.26
2,897,136,exploitation,29461,0.38
3,897,136,coop,29617,0.38
3,897,136,defect,19341,0.25
3,897,136,exploitation,29042,0.37
4,897,136,coop,30222,0.39
4,897,136,defect,18554,0.24
4,897,136,exploitation,29224,0.37
5,897,136,coop,30377,0.39
5,897,136,defect,18541,0.24
5,897,136,exploitation,29082,0.37
6,897,136,coop,29468,0.38
6,897,136,defect,19253,0.25
6,897,136,exploitation,29279,0.38
7,897,136,coop,29912,0.38
7,897,136,defect,18724,0.24
7,897,136,exploitation,29364,0.38
8,897,136,coop,30083,0.39
8,897,136,defect,18600,0.24
8,897,136,exploitation,29317,0.38
9,897,136,coop,32089,0.41
9,897,136,defect,16891,0.22
9,897,136,exploitation,29020,0.37
10,897,136,coop,31522,0.4
10,897,136,defect,17581,0.23
10,897,136,exploitation,28897,0.37
11,897,136,coop,29742,0.38
11,897,136,defect,18978,0.24
11,897,136,exploitation,29280,0.38
12,897,136,coop,28065,0.36
12,897,136,defect,20280,0.26
12,897,136,exploitation,29655,0.38
13,897,136,coop,29837,0.38
13,897,136,defect,18698,0.24
13,897,136,exploitation,29465,0.38
14,897,136,coop,29320,0.38
14,897,136,defect,19499,0.25
14,897,136,exploitation,29181,0.37
15,897,136,coop,28140,0.36
15,897,136,defect,20228,0.26
15,897,136,exploitation,29632,0.38
16,897,136,coop,27551,0.35
16,897,136,defect,20885,0.27
16,897,136,exploitation,29564,0.38
17,897,136,coop,26549,0.34
17,897,136,defect,21680,0.28
17,897,136,exploitation,29771,0.38
18,897,136,coop,24109,0.31
18,897,136,defect,23792,0.31
18,897,136,exploitation,30099,0.39
19,897,136,coop,25363,0.33
19,897,136,defect,22712,0.29
19,897,136,exploitation,29925,0.38
20,897,136,coop,22845,0.29
20,897,136,defect,24917,0.32
20,897,136,exploitation,30238,0.39
21,897,136,coop,25062,0.32
21,897,136,defect,22717,0.29
21,897,136,exploitation,30221,0.39
22,897,136,coop,24089,0.31
22,897,136,defect,24033,0.31
22,897,136,exploitation,29878,0.38
23,897,136,coop,24525,0.31
23,897,136,defect,23676,0.3
23,897,136,exploitation,29799,0.38
24,897,136,coop,24228,0.31
24,897,136,defect,23783,0.3
24,897,136,exploitation,29989,0.38
25,897,136,coop,23154,0.3
25,897,136,defect,24920,0.32
25,897,136,exploitation,29926,0.38
26,897,136,coop,22710,0.29
26,897,136,defect,25440,0.33
26,897,136,exploitation,29850,0.38
27,897,136,coop,22000,0.28
27,897,136,defect,26355,0.34
27,897,136,exploitation,29645,0.38
28,897,136,coop,21867,0.28
28,897,136,defect,26530,0.34
28,897,136,exploitation,29603,0.38
29,897,136,coop,23105,0.3
29,897,136,defect,25249,0.32
29,897,136,exploitation,29646,0.38
30,897,136,coop,24676,0.32
30,897,136,defect,24169,0.31
30,897,136,exploitation,29155,0.37
31,897,136,coop,25930,0.33
31,897,136,defect,23234,0.3
31,897,136,exploitation,28836,0.37
32,897,136,coop,25237,0.32
32,897,136,defect,23728,0.3
32,897,136,exploitation,29035,0.37
33,897,136,coop,25926,0.33
33,897,136,defect,23003,0.29
33,897,136,exploitation,29071,0.37
34,897,136,coop,26078,0.33
34,897,136,defect,22806,0.29
34,897,136,exploitation,29116,0.37
35,897,136,coop,27270,0.35
35,897,136,defect,21748,0.28
35,897,136,exploitation,28982,0.37
36,897,136,coop,27106,0.35
36,897,136,defect,21840,0.28
36,897,136,exploitation,29054,0.37
37,897,136,coop,27303,0.35
37,897,136,defect,21645,0.28
37,897,136,exploitation,29052,0.37
38,897,136,coop,27740,0.36
38,897,136,defect,21458,0.28
38,897,136,exploitation,28802,0.37
39,897,136,coop,28712,0.37
39,897,136,defect,20438,0.26
39,897,136,exploitation,28850,0.37
40,897,136,coop,26827,0.34
40,897,136,defect,22052,0.28
40,897,136,exploitation,29121,0.37
41,897,136,coop,27008,0.35
41,897,136,defect,21741,0.28
41,897,136,exploitation,29251,0.38
42,897,136,coop,26227,0.34
42,897,136,defect,22782,0.29
42,897,136,exploitation,28991,0.37
43,897,136,coop,25943,0.33
43,897,136,defect,23030,0.3
43,897,136,exploitation,29027,0.37
44,897,136,coop,25665,0.33
44,897,136,defect,23423,0.3
44,897,136,exploitation,28912,0.37
45,897,136,coop,26520,0.34
45,897,136,defect,22065,0.28
45,897,136,exploitation,29415,0.38
46,897,136,coop,28127,0.36
46,897,136,defect,20935,0.27
46,897,136,exploitation,28938,0.37
47,897,136,coop,29125,0.37
47,897,136,defect,19755,0.25
47,897,136,exploitation,29120,0.37
48,897,136,coop,31595,0.41
48,897,136,defect,17882,0.23
48,897,136,exploitation,28523,0.37
49,897,136,coop,32521,0.42
49,897,136,defect,17002,0.22
49,897,136,exploitation,28477,0.37
50,897,136,coop,34350,0.44
50,897,136,defect,15756,0.2
50,897,136,exploitation,27894,0.36
51,897,136,coop,34128,0.44
51,897,136,defect,15525,0.2
51,897,136,exploitation,28347,0.36
52,897,136,coop,31873,0.41
