,seed,population_seed,strategy,average_sum,sd_sum,average_percentage,sd_percentage
0,367,642,coop,33503565,8314,0.43,0.107
1,367,642,defect,16683536,7366,0.214,0.094
2,367,642,exploitation,27812899,1371,0.357,0.018
