round,seed,defect,exploit,exploit_,coop
1,80,19521,16902,12034,29543
2,80,19977,16985,12020,29018
3,80,18513,16570,12187,30730
4,80,17936,16984,11920,31160
5,80,18974,16365,12279,30382
6,80,20917,16812,12005,28266
7,80,20923,16818,12044,28215
8,80,20940,17059,12304,27697
9,80,20981,16939,12043,28037
10,80,22390,16806,12471,26333
11,80,24757,15930,13431,23882
12,80,23616,15852,13180,25352
13,80,23320,15915,13130,25635
14,80,22748,15889,13362,26001
15,80,22729,15827,13255,26189
16,80,23391,16000,13383,25226
17,80,23241,15904,13196,25659
18,80,22847,16008,13204,25941
19,80,21501,16143,12901,27455
20,80,20805,16268,13184,27743
21,80,20034,16492,12936,28538
22,80,20296,16496,12628,28580
23,80,20540,16236,12515,28709
24,80,19794,16620,12450,29136
25,80,18376,16245,12510,30869
26,80,18558,16383,12498,30561
27,80,20450,16733,12461,28356
28,80,19619,16495,13067,28819
29,80,19801,16154,12992,29053
30,80,19935,15966,12855,29244
31,80,21851,17262,11891,26996
32,80,22471,17094,12038,26397
33,80,22650,17265,11837,26248
34,80,22436,17274,11997,26293
35,80,21282,17577,11562,27579
36,80,22130,17601,11066,27203
37,80,22392,17794,11215,26599
38,80,22805,17881,11290,26024
39,80,23474,17569,11317,25640
40,80,22867,17541,11394,26198
41,80,23095,17377,11635,25893
42,80,23249,17256,11710,25785
43,80,24523,17478,11148,24851
44,80,26835,16679,12100,22386
45,80,25205,17342,12022,23431
46,80,28149,16631,12097,21123
47,80,26196,17277,11415,23112
48,80,25968,17362,11434,23236
49,80,25949,17305,11599,23147
50,80,24739,17083,12170,24008
51,80,26225,17104,11656,23015
52,80,24876,16946,11993,24185
53,80,23107,16771,12690,25432
54,80,22419,16548,12473,26560
55,80,22592,16666,12561,26181
56,80,22052,16541,12491,26916
57,80,21614,16329,12623,27434
58,80,23349,16470,12302,25879
59,80,25114,16961,12028,23897
60,80,25509,16871,11840,23780
61,80,24357,17247,11833,24563
62,80,26050,16519,12237,23194
63,80,24949,16138,12842,24071
64,80,25596,16182,12626,23596
65,80,25375,16511,12629,23485
66,80,24413,16240,12769,24578
67,80,22889,16629,12283,26199
68,80,21139,16801,12270,27790
69,80,19034,15977,12914,30075
70,80,19117,16006,12986,29891
71,80,18425,15973,13111,30491
72,80,16748,15843,12799,32610
73,80,16704,15952,12365,32979
74,80,16711,15820,12364,33105
75,80,17409,15692,13019,31880
76,80,15582,16234,12113,34071
77,80,15406,16363,11850,34381
78,80,14917,16318,11972,34793
79,80,15279,16369,12065,34287
80,80,16933,16236,12299,32532
81,80,17031,16283,12201,32485
82,80,17144,16239,12141,32476
83,80,15787,15810,12508,33895
84,80,15607,15697,12443,34253
85,80,16153,15770,12714,33363
86,80,15798,15670,12357,34175
87,80,15601,15642,12555,34202
88,80,15619,15577,12568,34236
89,80,14370,15346,13104,35180
90,80,14108,15309,12941,35642
91,80,13516,14971,12926,36587
92,80,13561,14991,13043,36405
93,80,13836,14712,12970,36482
94,80,14431,14750,13528,35291
95,80,13816,14460,13512,36212
96,80,14395,14178,13940,35487
97,80,14323,14301,13985,35391
98,80,14243,14095,13883,35779
99,80,15226,14475,13774,34525
100,80,16103,14318,14051,33528
101,80,15988,14469,14232,33311
102,80,15693,14497,13925,33885
103,80,13972,14011,13778,36239
104,80,13671,14089,13810,36430
105,80,14196,13952,13944,35908
106,80,13907,14087,14199,35807
107,80,14155,14216,14074,35555
108,80,15162,14731,13984,34123
109,80,12851,14715,13345,37089
110,80,12880,14242,13239,37639
111,80,12634,14355,13211,37800
112,80,13061,14463,13617,36859
113,80,13338,14451,13589,36622
114,80,12806,14591,13521,37082
115,80,13306,14650,13415,36629
116,80,13105,14809,13290,36796
117,80,12327,14805,13215,37653
118,80,12557,14891,13266,37286
119,80,14488,14401,13789,35322
120,80,14781,14506,13921,34792
121,80,14254,14629,13627,35490
122,80,14063,14351,13495,36091
123,80,13349,14158,13806,36687
124,80,13682,14059,13933,36326
125,80,13219,13821,13962,36998
126,80,11609,13307,13999,39085
127,80,11144,13051,14118,39687
128,80,11157,12984,13994,39865
129,80,11780,13186,14316,38718
130,80,11368,12827,14079,39726
131,80,10700,12859,14122,40319
132,80,10670,12835,14082,40413
133,80,10953,12524,13923,40600
134,80,10856,12661,13985,40498
135,80,11114,12853,14242,39791
136,80,10931,12971,14306,39792
137,80,11332,12718,14186,39764
138,80,11525,12967,14205,39303
139,80,11569,12911,14209,39311
140,80,11040,12916,14143,39901
141,80,11260,12863,14165,39712
142,80,11179,13086,14153,39582
143,80,11713,13030,14071,39186
144,80,12189,13129,14235,38447
145,80,11289,13116,14235,39360
146,80,11329,12873,14156,39642
147,80,11633,12948,13744,39675
148,80,10753,12873,13829,40545
149,80,10448,12856,13769,40927
150,80,10497,12758,14071,40674
151,80,10675,12969,13780,40576
152,80,10753,13034,13865,40348
153,80,9059,12365,14124,42452
154,80,9156,12218,13970,42656
155,80,8756,12303,13929,43012
156,80,8682,11933,13790,43595
157,80,8722,12358,14064,42856
158,80,8746,12031,13838,43385
159,80,9122,12088,13804,42986
160,80,7415,12502,12753,45330
161,80,9301,13516,12736,42447
162,80,9204,13602,12784,42410
163,80,9512,13693,12749,42046
164,80,8901,13658,12741,42700
165,80,8802,13433,12516,43249
166,80,8536,13352,12467,43645
167,80,8329,13085,12549,44037
168,80,7776,12840,12509,44875
169,80,7650,12728,12478,45144
170,80,7239,12585,12312,45864
171,80,7452,12972,12252,45324
172,80,8947,12846,12959,43248
173,80,10009,13217,13362,41412
174,80,10108,13077,13445,41370
175,80,9032,13123,12671,43174
176,80,8904,13117,12730,43249
177,80,7283,12894,12434,45389
178,80,7467,12823,12200,45510
179,80,7246,12722,12076,45956
180,80,6844,12686,12192,46278
181,80,6823,12366,12282,46529
182,80,6400,12364,11932,47304
183,80,6414,12184,11540,47862
184,80,7511,13611,11401,45477
185,80,6100,12790,10942,48168
186,80,6222,13009,10995,47774
187,80,6194,12933,11072,47801
188,80,7634,14395,10457,45514
189,80,7753,14609,10772,44866
190,80,9387,15759,10394,42460
191,80,9382,15721,10154,42743
192,80,9748,15878,10250,42124
193,80,9956,15965,10423,41656
194,80,8468,14835,10868,43829
195,80,10420,14440,11876,41264
196,80,9651,14512,11950,41887
197,80,10211,14643,11808,41338
198,80,9384,14176,11882,42558
199,80,9901,14534,12019,41546
200,80,9635,14282,11843,42240
201,80,9646,14387,11955,42012
202,80,8443,13358,12339,43860
203,80,8640,13485,12240,43635
204,80,7454,13314,11327,45905
205,80,7832,13372,11526,45270
206,80,7492,13423,11364,45721
207,80,8949,13829,11434,43788
208,80,8874,13990,11980,43156
209,80,9177,13893,11764,43166
210,80,8580,13606,11629,44185
211,80,9943,13782,12450,41825
212,80,8381,12322,12817,44480
213,80,8007,12271,12746,44976
214,80,7811,12387,12859,44943
215,80,8041,12242,12688,45029
216,80,6981,11117,13265,46637
217,80,7189,11343,13099,46369
218,80,8759,12107,13382,43752
219,80,8733,12139,13351,43777
220,80,8718,12536,13490,43256
