round,seed,defect,exploit,exploit_,coop
1,80,19521,16902,12034,29543
2,80,20416,16997,12020,28567
3,80,19263,16581,12188,29968
4,80,18725,17059,11962,30254
5,80,19518,16606,12166,29710
6,80,21283,17015,11899,27803
7,80,21479,17053,11962,27506
8,80,20242,17082,12013,28663
9,80,21495,17347,11474,27684
10,80,21368,17509,11714,27409
11,80,22436,17014,12158,26392
12,80,21216,16807,11917,28060
13,80,21015,16971,11905,28109
14,80,22826,17301,11932,25941
15,80,22743,17293,11898,26066
16,80,23344,17203,11846,25607
17,80,22660,17189,11782,26369
18,80,22184,17440,11810,26566
19,80,22426,17348,11810,26416
20,80,22416,17343,11780,26461
21,80,23464,17188,11911,25437
22,80,24506,17578,11518,24398
23,80,23050,17119,11831,26000
24,80,22191,17395,11713,26701
25,80,20732,17298,11879,28091
26,80,20950,17226,11810,28014
27,80,21038,17194,11864,27904
28,80,19827,17032,12510,28631
29,80,19898,16912,12352,28838
30,80,20192,16636,12242,28930
31,80,22076,17773,11338,26813
32,80,22128,17851,11529,26492
33,80,22790,17673,11534,26003
34,80,21933,17852,11347,26868
35,80,22490,17527,11482,26501
36,80,24667,18242,10620,24471
37,80,23733,17875,11109,25283
38,80,24056,17943,11171,24830
39,80,26429,17626,11356,22589
40,80,25762,17407,11367,23464
41,80,26033,17141,11793,23033
42,80,26863,16822,11911,22404
43,80,28061,17093,11449,21397
44,80,30764,15909,12089,19238
45,80,29311,16586,12078,20025
46,80,27701,16864,11867,21568
47,80,25744,17440,11159,23657
48,80,25108,17503,11329,24060
49,80,25285,17388,11271,24056
50,80,24062,17221,12046,24671
51,80,24089,17073,11856,24982
52,80,25780,17585,11421,23214
53,80,24188,17218,11777,24817
54,80,23872,17145,11678,25305
55,80,23612,16998,11904,25486
56,80,23205,16965,11974,25856
57,80,21276,16338,12461,27925
58,80,23220,16566,12213,26001
59,80,24942,16842,11927,24289
60,80,24848,16707,11969,24476
61,80,25100,16668,12114,24118
62,80,25604,16587,12265,23544
63,80,25630,16599,12395,23376
64,80,26300,16221,12112,23367
65,80,25803,16892,12089,23216
66,80,23780,16718,12175,25327
67,80,24868,16393,12591,24148
