round,seed,exploit,defect,exploit_,coop
1,559,17035,19587,12164,29214
2,559,17111,18791,12526,29572
3,559,16972,19119,12274,29635
4,559,16902,19195,12313,29590
5,559,16594,19445,12369,29592
6,559,16504,17976,12509,31011
7,559,16822,19073,12484,29621
8,559,16701,18993,12401,29905
9,559,17272,20420,12335,27973
10,559,17049,21875,12691,26385
11,559,17208,21910,12598,26284
12,559,17233,20857,12615,27295
13,559,16640,19726,12826,28808
14,559,16811,18964,13021,29204
15,559,16671,18115,12778,30436
16,559,16667,17929,12581,30823
17,559,16763,18942,13151,29144
18,559,16666,19074,13041,29219
19,559,17364,20960,12394,27282
20,559,17732,20654,12346,27268
21,559,17109,18413,12836,29642
22,559,17381,16792,12098,31729
23,559,18499,17893,11743,29865
24,559,18525,16599,11284,31592
25,559,18408,16406,11174,32012
26,559,19011,17796,10935,30258
27,559,18239,16466,11386,31909
28,559,18224,16111,11303,32362
29,559,18185,16143,11164,32508
30,559,18297,16090,11433,32180
31,559,18281,16002,11063,32654
32,559,18144,16399,11372,32085
33,559,18685,17623,11272,30420
34,559,18547,17901,11392,30160
35,559,18723,17848,11364,30065
36,559,18093,18525,11662,29720
37,559,18526,17909,11504,30061
38,559,18903,19061,11407,28629
39,559,18278,17254,11757,30711
40,559,17631,16043,11824,32502
41,559,17793,15947,11875,32385
42,559,17890,17164,12361,30585
43,559,18069,18455,12549,28927
44,559,18028,17257,12053,30662
45,559,18643,18542,11963,28852
46,559,18860,18356,11903,28881
47,559,18009,20278,12595,27118
48,559,16986,19499,13040,28475
49,559,17654,18603,13022,28721
50,559,17727,19442,12501,28330
51,559,18284,18781,12404,28531
52,559,18162,19634,13080,27124
53,559,16632,17816,14096,29456
54,559,16775,18398,14105,28722
55,559,15999,19342,14314,28345
56,559,16031,19485,14324,28160
57,559,15067,17495,14920,30518
58,559,15527,16881,14902,30690
59,559,15352,17081,14874,30693
60,559,15438,17008,14815,30739
61,559,15462,16869,14815,30854
62,559,15284,17592,14658,30466
63,559,15948,18069,15001,28982
64,559,15662,19401,15529,27408
65,559,15613,19506,15656,27225
66,559,15489,19281,15644,27586
67,559,15832,19043,15506,27619
68,559,16477,19686,15813,26024
69,559,15827,21703,16237,24233
70,559,15234,22715,17200,22851
71,559,16028,24794,16283,20895
72,559,15571,25447,16326,20656
73,559,15590,25402,16299,20709
74,559,15813,24396,15707,22084
75,559,15319,22930,16024,23727
76,559,15694,24191,15107,23008
77,559,16194,23493,15000,23313
78,559,15779,24258,15988,21975
79,559,16221,25321,15879,20579
80,559,15818,24200,15776,22206
81,559,16140,23546,16021,22293
82,559,16188,23445,15922,22445
83,559,15377,25504,16584,20535
84,559,15964,24170,15882,21984
85,559,16511,22371,15095,24023
86,559,16358,20979,15092,25571
87,559,16826,20307,15046,25821
88,559,16973,21466,15354,24207
89,559,16869,21568,15361,24202
90,559,16762,21592,15309,24337
91,559,17631,23341,14511,22517
92,559,17631,23573,14533,22263
93,559,18188,24726,14183,20903
94,559,19417,25816,13687,19080
95,559,18069,23872,14749,21310
96,559,18177,23878,14693,21252
97,559,17668,24745,14870,20717
98,559,17072,23916,14849,22163
99,559,16835,22165,15178,23822
100,559,16852,22094,15159,23895
101,559,17351,23050,15144,22455
102,559,17894,22244,14921,22941
103,559,17966,22247,14948,22839
104,559,17659,22559,14925,22857
105,559,17078,23420,14878,22624
106,559,17123,23328,15047,22502
107,559,17311,23115,15105,22469
108,559,17195,21873,14922,24010
109,559,16372,23076,15014,23538
110,559,15727,24433,15898,21942
111,559,15737,24020,16131,22112
112,559,14600,21904,17501,23995
113,559,14545,21905,17525,24025
114,559,14751,20881,16812,25556
115,559,14234,21946,17705,24115
116,559,15251,23260,16972,22517
117,559,15544,23456,16735,22265
118,559,15440,21628,16994,23938
119,559,15271,21696,16871,24162
120,559,14956,22768,17646,22630
121,559,14936,21830,18122,23112
122,559,14923,21646,18301,23130
123,559,14007,20642,18924,24427
124,559,13863,21135,18752,24250
125,559,13469,20715,19252,24564
126,559,13300,20107,19793,24800
127,559,13149,21103,19410,24338
128,559,12881,22093,19941,23085
129,559,12955,22052,20109,22884
130,559,13067,21830,20072,23031
131,559,12941,22141,19920,22998
132,559,12732,23027,20565,21676
133,559,12964,21308,20490,23238
134,559,12106,23304,21185,21405
135,559,11823,21917,22423,21837
136,559,11824,21650,21279,23247
137,559,11124,19649,22115,25112
138,559,11118,19677,22100,25105
139,559,11374,18835,21015,26776
140,559,12622,20680,20101,24597
141,559,12845,21542,19457,24156
142,559,13463,19589,18735,26213
143,559,13682,19542,18690,26086
144,559,13533,17913,18545,28009
145,559,14324,19550,18002,26124
146,559,14397,19703,17789,26111
147,559,14506,19051,18080,26363
148,559,15066,18238,18009,26687
149,559,16365,20037,16663,24935
150,559,15833,18265,17181,26721
151,559,15839,18291,17236,26634
152,559,15258,17207,17118,28417
153,559,15141,17184,16949,28726
154,559,15327,17258,17095,28320
155,559,15118,16463,17615,28804
156,559,14940,16559,17652,28849
157,559,15312,17253,17058,28377
158,559,15391,18248,17559,26802
159,559,15548,17618,17900,26934
160,559,15424,18751,17372,26453
161,559,15513,17935,17582,26970
162,559,15412,17711,17790,27087
163,559,15395,17594,17953,27058
164,559,14696,15905,18359,29040
165,559,15463,14853,17903,29781
166,559,15297,15879,17589,29235
167,559,15715,14444,16817,31024
168,559,16037,14998,17374,29591
169,559,16031,16340,18059,27570
170,559,16017,16549,17829,27605
