round,seed,exploit,defect,exploit_,coop
1,123,16748,19552,12142,29558
2,123,16815,19438,12085,29662
3,123,16946,20071,12241,28742
4,123,17718,22103,11519,26660
5,123,17576,23345,11721,25358
6,123,17571,23674,11840,24915
7,123,16811,21586,12457,27146
8,123,16824,21419,12563,27194
9,123,16910,23480,12406,25204
10,123,16503,24113,12459,24925
11,123,15942,22433,13442,26183
12,123,16064,23889,12969,25078
13,123,15897,24756,13638,23709
14,123,16034,23489,13238,25239
15,123,15920,23490,13167,25423
16,123,15904,22026,13783,26287
17,123,16006,23733,13522,24739
18,123,16815,24653,13304,23228
19,123,15967,23220,13735,25078
20,123,15990,23399,13871,24740
21,123,15702,22013,13704,26581
22,123,15867,21501,13898,26734
23,123,16453,22727,13500,25320
24,123,16410,23610,13170,24810
25,123,16252,22961,13537,25250
26,123,16418,22860,13738,24984
27,123,16434,22902,13646,25018
28,123,16350,21382,13381,26887
29,123,16234,20169,13272,28325
30,123,16274,20201,13341,28184
31,123,15269,22632,14019,26080
32,123,15293,22638,14119,25950
33,123,15350,22614,14105,25931
34,123,15458,23528,13941,25073
35,123,15438,24272,13434,24856
36,123,15715,22703,13514,26068
37,123,15705,24062,13200,25033
38,123,15602,25565,13255,23578
39,123,15614,25652,13422,23312
40,123,15641,25697,13136,23526
41,123,16557,23581,12721,25141
42,123,16905,22900,12461,25734
43,123,16554,23464,12443,25539
44,123,17034,22378,12508,26080
45,123,17069,22432,12542,25957
46,123,16640,20932,12558,27870
47,123,16384,21265,12816,27535
48,123,15858,20120,12897,29125
49,123,16268,19649,12591,29492
50,123,16605,18926,12800,29669
51,123,16329,19060,12672,29939
52,123,16324,19241,12721,29714
53,123,15370,21440,13562,27628
54,123,16100,23006,13101,25793
55,123,16372,22761,13334,25533
56,123,16216,23036,13129,25619
57,123,16777,21479,12541,27203
58,123,16724,22048,12203,27025
59,123,16964,22502,11913,26621
60,123,17372,21350,11527,27751
61,123,17155,20964,11523,28358
62,123,17187,21106,11554,28153
63,123,17404,20646,11394,28556
64,123,17327,20470,11477,28726
65,123,17583,20180,11438,28799
66,123,17438,20035,11410,29117
67,123,17777,19708,11392,29123
68,123,17072,18793,11553,30582
69,123,17062,18821,11539,30578
70,123,17180,18189,11350,31281
71,123,17707,19694,11194,29405
72,123,17789,19753,11201,29257
73,123,17515,20018,11428,29039
74,123,16922,18629,11767,30682
75,123,16618,18144,11929,31309
76,123,16603,18658,12100,30639
77,123,16111,17053,12345,32491
78,123,16140,16874,12236,32750
79,123,16665,17941,11996,31398
80,123,16716,18195,12167,30922
81,123,16814,17979,12079,31128
82,123,16564,17456,12181,31799
83,123,16661,16993,12089,32257
84,123,17305,18567,11635,30493
85,123,17546,18080,11674,30700
86,123,17575,17938,11662,30825
87,123,17593,17673,11588,31146
88,123,16727,16612,11890,32771
89,123,16898,16518,11902,32682
90,123,16954,15990,11758,33298
91,123,17102,16020,11804,33074
92,123,17078,15775,11711,33436
93,123,16947,15922,11681,33450
94,123,17546,17350,11660,31444
95,123,18344,18481,11263,29912
96,123,18508,18644,11397,29451
97,123,17804,19528,12300,28368
98,123,18546,20563,12345,26546
99,123,18633,20490,12314,26563
100,123,18632,20614,12160,26594
101,123,17787,19196,12325,28692
102,123,17996,17570,12032,30402
103,123,17670,18575,12745,29010
104,123,17785,18565,12615,29035
105,123,17817,18427,12797,28959
106,123,17754,18481,12573,29192
107,123,18661,19503,12676,27160
108,123,18668,19499,12604,27229
109,123,18265,20030,12721,26984
110,123,17174,19006,13228,28592
111,123,17114,18945,13193,28748
112,123,17758,18358,13032,28852
113,123,17548,18326,13080,29046
114,123,17116,17951,13566,29367
115,123,17107,17911,13424,29558
116,123,17308,17792,13514,29386
117,123,17124,18224,13396,29256
118,123,17050,16671,13225,31054
119,123,16931,16535,13223,31311
120,123,16871,17131,13387,30611
121,123,15604,15338,14217,32841
122,123,15945,16399,14017,31639
123,123,15976,16364,14084,31576
124,123,17302,17409,13591,29698
125,123,16803,16311,13712,31174
126,123,16543,16755,13643,31059
127,123,17580,18542,12794,29084
128,123,17623,17349,12154,30874
129,123,17950,17281,12180,30589
130,123,17700,19074,12796,28430
131,123,18194,20541,12385,26880
132,123,18159,20475,12385,26981
133,123,18602,19836,12332,27230
134,123,18033,18697,12447,28823
135,123,17412,17491,12703,30394
136,123,17294,16818,12832,31056
137,123,18556,18637,11974,28833
138,123,18636,20424,12058,26882
139,123,18230,21051,11968,26751
140,123,18213,21132,12069,26586
141,123,18365,21752,11744,26139
142,123,18292,21852,11895,25961
143,123,18239,21317,12216,26228
144,123,17789,20220,11858,28133
145,123,17758,20215,12013,28014
146,123,17481,18805,12126,29588
147,123,16975,17237,12166,31622
148,123,17102,18110,11874,30914
149,123,17187,19734,12273,28806
150,123,17010,19715,12264,29011
151,123,16288,18324,12543,30845
152,123,16653,19565,12955,28827
153,123,17026,20948,12543,27483
154,123,16988,19564,12360,29088
155,123,17101,19508,12429,28962
156,123,16826,19570,12251,29353
157,123,17039,19604,12340,29017
158,123,16904,19657,12448,28991
159,123,16821,19535,12450,29194
160,123,17008,20345,11904,28743
161,123,17230,20038,11960,28772
162,123,17655,21235,11918,27192
163,123,16943,19860,12510,28687
164,123,16664,19995,12386,28955
165,123,16599,19927,12293,29181
166,123,17007,20129,12537,28327
167,123,16881,20155,12319,28645
168,123,15832,18218,13349,30601
169,123,14677,16408,13812,33103
170,123,14697,16301,13944,33058
171,123,14732,16243,13915,33110
172,123,15528,17950,13629,30893
173,123,15533,17828,13449,31190
174,123,15525,17452,13510,31513
175,123,15639,18025,13493,30843
176,123,15265,18526,13712,30497
177,123,15234,19754,13916,29096
178,123,14846,21195,14647,27312
179,123,15239,20565,14658,27538
180,123,14545,19409,14751,29295
181,123,14438,19701,14970,28891
182,123,14400,19751,15014,28835
183,123,14570,19729,14978,28723
184,123,14347,19811,14801,29041
185,123,14317,19996,14687,29000
186,123,14385,19920,14727,28968
187,123,14635,20346,14499,28520
188,123,14614,20543,14455,28388
189,123,14532,18728,14590,30150
190,123,14298,18874,14585,30243
191,123,14418,20432,14688,28462
192,123,14501,20533,14531,28435
193,123,14360,18837,14691,30112
194,123,15093,20503,14290,28114
195,123,14681,20294,13907,29118
196,123,14022,18423,14848,30707
197,123,14038,18557,14727,30678
198,123,14065,17619,15039,31277
199,123,13414,16466,15056,33064
200,123,13318,16675,14979,33028
201,123,13450,17037,14990,32523
202,123,13876,16940,15254,31930
203,123,13215,18800,16115,29870
204,123,12920,19213,15953,29914
205,123,12938,19156,15956,29950
206,123,12867,20931,16177,28025
207,123,13598,22400,15819,26183
208,123,13018,23767,16335,24880
209,123,13108,23397,16750,24745
210,123,13341,21275,16422,26962
211,123,13408,21169,16324,27099
212,123,13283,21315,16275,27127
213,123,13228,21449,16273,27050
214,123,13089,21910,16290,26711
215,123,12970,21374,16451,27205
216,123,12572,20090,16565,28773
217,123,12620,20051,16566,28763
218,123,12583,19833,16647,28937
219,123,12735,19586,16737,28942
220,123,13022,19953,16517,28508
221,123,13400,20228,16117,28255
222,123,13085,21123,15734,28058
223,123,13270,20735,15919,28076
224,123,13260,21171,15947,27622
225,123,13220,19769,15671,29340
226,123,13097,18915,15934,30054
227,123,13023,19034,15848,30095
228,123,12238,17750,16144,31868
229,123,11555,15828,16795,33822
230,123,11943,14378,15883,35796
231,123,12729,15870,15662,33739
232,123,12852,15901,15605,33642
233,123,12434,16459,15691,33416
234,123,12526,16402,15659,33413
235,123,13290,17858,15584,31268
236,123,13030,18152,15401,31417
237,123,13205,17906,15386,31503
238,123,13246,17734,15509,31511
239,123,13089,18087,15352,31472
240,123,12463,16612,15768,33157
241,123,12872,18122,15588,31418
242,123,12152,16322,16059,33467
243,123,12693,14763,15381,35163
244,123,12660,14887,15350,35103
245,123,12911,14878,15356,34855
246,123,12710,14503,15501,35286
247,123,12832,15990,15524,33654
248,123,12836,16251,15522,33391
249,123,13533,14025,14284,36158
250,123,13325,14293,14101,36281
251,123,13569,14194,14399,35838
252,123,13390,14325,14270,36015
253,123,13598,13938,14275,36189
254,123,13513,14120,14213,36154
255,123,13541,13652,14270,36537
256,123,13622,13256,14039,37083
257,123,13571,13296,14052,37081
258,123,13682,13178,14051,37089
259,123,13318,11895,13948,38839
260,123,13477,12032,13846,38645
261,123,13740,12125,13995,38140
262,123,13429,12159,13707,38705
263,123,13313,12128,13547,39012
264,123,13135,11780,14015,39070
265,123,12741,10166,13584,41509
266,123,12942,10149,13434,41475
267,123,12977,9870,13525,41628
