round,seed,exploit,coop,defect,exploit_
1,3,50078,87716,59262,47944
2,3,48929,86534,60543,48994
3,3,49275,82841,63155,49729
4,3,48293,80077,66239,50391
5,3,48521,81095,65073,50311
6,3,48144,77453,68544,50859
7,3,49803,81214,65303,48680
8,3,48760,83064,63249,49927
9,3,50999,88244,58292,47465
10,3,49900,82915,63361,48824
11,3,49707,83134,61982,50177
12,3,49116,88787,57024,50073
13,3,50011,85622,59986,49381
14,3,48943,84814,61293,49950
15,3,52138,80014,66112,46736
16,3,51900,79969,66416,46715
17,3,52057,79960,65894,47089
18,3,50737,79219,67725,47319
19,3,50885,80725,66212,47178
20,3,51062,79967,66260,47711
21,3,50040,76616,68713,49631
22,3,51186,73679,71840,48295
23,3,50147,75893,69213,49747
24,3,47889,78796,67523,50792
25,3,48722,73804,72348,50126
26,3,48797,73766,72370,50067
27,3,49866,71947,74137,49050
28,3,48187,75528,71039,50246
29,3,48178,77374,68216,51232
30,3,48034,76314,68650,52002
31,3,47249,78836,66399,52516
32,3,46110,75795,69456,53639
33,3,46142,74948,70062,53848
34,3,46629,74706,70087,53578
35,3,45333,72683,72932,54052
36,3,45710,71299,73249,54742
37,3,45622,71970,72433,54975
38,3,45282,75093,69374,55251
39,3,44917,74417,70727,54939
40,3,45003,71547,74148,54302
41,3,45397,70522,74287,54794
42,3,44944,68757,76124,55175
43,3,45203,70717,74247,54833
44,3,45023,73966,71276,54735
45,3,44701,74697,71123,54479
46,3,44899,75166,70609,54326
47,3,43698,76832,68934,55536
48,3,43663,76976,69053,55308
49,3,44060,78849,66178,55913
50,3,44974,77762,68400,53864
