round,seed,defect,exploit,exploit_,coop
1,743,19603,16882,12093,29422
2,743,21316,16504,12872,27308
3,743,20541,15997,13378,28084
4,743,19547,16225,13069,29159
5,743,18185,15699,12958,31158
6,743,20011,15228,13655,29106
7,743,20051,15374,13754,28821
8,743,19023,15246,14210,29521
9,743,21196,15447,14153,27204
10,743,21291,15285,14134,27290
11,743,22255,15554,13814,26377
12,743,23817,15596,13494,25093
13,743,23255,16142,13469,25134
14,743,24829,16054,13861,23256
15,743,22799,16414,13156,25631
16,743,21728,16490,12899,26883
17,743,23307,16515,13026,25152
18,743,22074,16594,12970,26362
19,743,24031,17285,12184,24500
20,743,22138,17361,12079,26422
21,743,23796,17396,12035,24773
22,743,22829,17133,11944,26094
23,743,21309,16479,12443,27769
24,743,20198,16428,12320,29054
25,743,19071,16337,12402,30190
26,743,18226,15839,12424,31511
27,743,16951,15806,12734,32509
28,743,16878,15778,12631,32713
29,743,16383,15679,12277,33661
30,743,14723,14933,12831,35513
31,743,14130,14686,12924,36260
32,743,14310,14623,12959,36108
33,743,16099,15019,13287,33595
34,743,14839,14920,13124,35117
35,743,15940,15416,13253,33391
36,743,16209,15328,13087,33376
37,743,15957,15249,13009,33785
38,743,16100,15300,13038,33562
39,743,15745,15330,13138,33787
40,743,16315,15013,12870,33802
41,743,16218,15156,13006,33620
42,743,15555,15203,13173,34069
43,743,15918,14923,12989,34170
44,743,14413,14750,12735,36102
45,743,13424,15350,12499,36727
46,743,15439,14725,13430,34406
47,743,14631,14619,13811,34939
48,743,14477,14354,13662,35507
49,743,14560,14421,13619,35400
50,743,15237,14040,13951,34772
51,743,13865,14431,13299,36405
52,743,13849,14466,13211,36474
53,743,12183,13159,13989,38669
54,743,13151,13979,13369,37501
55,743,13500,13884,13584,37032
56,743,14647,14220,13544,35589
57,743,13153,14534,13136,37177
58,743,11620,14400,12715,39265
59,743,12386,14209,12937,38468
60,743,12932,14577,13088,37403
61,743,15102,14450,13459,34989
62,743,15612,14482,13519,34387
63,743,15502,14872,13262,34364
64,743,17382,14509,14062,32047
65,743,17182,14493,14095,32230
66,743,18470,14175,14469,30886
67,743,15982,14193,14333,33492
68,743,14780,14579,13764,34877
69,743,14900,14428,13609,35063
70,743,14109,14772,13275,35844
71,743,14775,15141,13357,34727
72,743,16007,15317,12967,33709
73,743,14082,14935,12983,36000
74,743,14758,15128,12918,35196
75,743,15412,15017,13174,34397
76,743,16109,15377,13221,33293
77,743,17690,15647,13176,31487
78,743,17150,15610,13387,31853
79,743,16946,15360,12926,32768
80,743,17215,15300,13171,32314
81,743,16013,14953,13653,33381
82,743,16041,15056,13731,33172
83,743,15791,14877,13577,33755
84,743,15304,15220,13173,34303
85,743,14816,15158,13100,34926
86,743,14834,15090,12972,35104
87,743,13271,14888,13318,36523
88,743,13415,15006,13335,36244
89,743,15136,14590,13645,34629
90,743,14512,14234,13855,35399
91,743,14128,14346,14043,35483
92,743,14299,14284,13931,35486
93,743,14976,14152,13849,35023
94,743,15253,14359,14033,34355
95,743,13363,14065,14091,36481
96,743,12655,13705,13937,37703
97,743,12165,13419,14241,38175
98,743,11990,13334,14062,38614
99,743,10681,13114,14160,40045
100,743,11137,12943,14045,39875
101,743,11141,13269,14029,39561
102,743,10773,13138,13434,40655
103,743,11003,13497,13746,39754
104,743,11063,13433,13726,39778
105,743,10493,13532,13655,40320
106,743,9684,13193,13292,41831
107,743,9706,13014,13071,42209
108,743,9713,13036,13141,42110
