round,seed,defect,coop,exploit_,exploit
1,385,19631,29255,12113,17001
2,385,18968,29707,12037,17288
3,385,19448,29580,11875,17097
4,385,20698,27674,12332,17296
5,385,20371,27842,12249,17538
6,385,21954,26437,12305,17304
7,385,22988,25421,12938,16653
8,385,25018,23569,13475,15938
9,385,26108,22323,13499,16070
10,385,24608,23813,14132,15447
11,385,25380,22753,14065,15802
12,385,25053,22882,13985,16080
13,385,25747,22524,13534,16195
14,385,27972,20726,14199,15103
15,385,27706,20543,14660,15091
16,385,28634,20207,14628,14531
17,385,28749,20470,14440,14341
18,385,28387,20550,14827,14236
19,385,30362,18810,14174,14654
20,385,30579,18722,14091,14608
21,385,28381,20454,15306,13859
22,385,29521,19271,15056,14152
23,385,29042,19431,14837,14690
24,385,29114,19540,14814,14532
25,385,27973,20788,14825,14414
26,385,27658,20666,15031,14645
27,385,25922,22570,15456,14052
28,385,23830,24587,16030,13553
29,385,21718,26519,15333,14430
30,385,20400,28150,15248,14202
31,385,18933,30057,14830,14180
32,385,19245,29451,14845,14459
33,385,19137,29709,14750,14404
34,385,19462,29819,14763,13956
35,385,19685,29183,15064,14068
36,385,19360,29320,15040,14280
37,385,20323,28936,14556,14185
38,385,18002,31373,14217,14408
39,385,18330,31171,14135,14364
40,385,19676,29305,14935,14084
41,385,18371,31380,14739,13510
42,385,18003,31276,15012,13709
43,385,15995,33532,13927,14546
44,385,16555,33262,13994,14189
45,385,16466,33201,14152,14181
46,385,16637,33022,14210,14131
47,385,16189,33166,14433,14212
48,385,15800,33691,14483,14026
49,385,14317,35675,13755,14253
50,385,13634,36491,13360,14515
51,385,12510,38250,12986,14254
52,385,11968,38648,13066,14318
53,385,12175,38510,13023,14292
54,385,13363,36999,13595,14043
55,385,12693,37621,13957,13729
56,385,12919,37422,13953,13706
57,385,11616,39384,14175,12825
58,385,11181,39685,14132,13002
59,385,10889,40324,13976,12811
60,385,10499,40826,14047,12628
61,385,10599,40577,14062,12762
62,385,10562,40754,14117,12567
63,385,11099,40132,13927,12842
64,385,11311,39755,13921,13013
65,385,11590,39455,13914,13041
66,385,11630,39235,13881,13254
67,385,11540,39279,13863,13318
68,385,13261,36852,14925,12962
69,385,14832,34954,15282,12932
70,385,14653,35044,15433,12870
71,385,14228,35531,15443,12798
72,385,14331,35057,15693,12919
73,385,12966,37229,15522,12283
74,385,14329,35574,16473,11624
75,385,13994,35965,16362,11679
76,385,14882,34272,17026,11820
77,385,16283,32188,16819,12710
78,385,16226,32441,16827,12506
79,385,17932,30104,16480,13484
80,385,18327,29872,16244,13557
81,385,18117,30183,16229,13471
82,385,18130,29740,16399,13731
83,385,19612,28130,16077,14181
84,385,19676,28123,16037,14164
85,385,19423,28318,16045,14214
86,385,21443,25995,17283,13279
87,385,22653,24768,17402,13177
88,385,23620,23938,17218,13224
89,385,22026,25664,17461,12849
90,385,21058,26646,18137,12159
91,385,21146,26504,18072,12278
92,385,21718,25891,18311,12080
93,385,22974,24464,17899,12663
94,385,21662,26089,17582,12667
95,385,21000,26326,17905,12769
96,385,20284,26858,17979,12879
97,385,21812,25026,18792,12370
98,385,20497,26475,18061,12967
99,385,20669,26888,17600,12843
100,385,21790,25142,17182,13886
101,385,21104,25600,17670,13626
102,385,21206,25304,17782,13708
103,385,20101,27136,17854,12909
104,385,21053,25400,18169,13378
105,385,21008,25532,18111,13349
106,385,21199,25447,17996,13358
107,385,22263,23901,18374,13462
108,385,22293,23869,18460,13378
109,385,23433,22453,18681,13433
110,385,24652,20733,18615,14000
111,385,23460,21413,19532,13595
112,385,22330,22934,19001,13735
113,385,20304,24912,19753,13031
114,385,20555,24625,19775,13045
115,385,20514,24901,19737,12848
116,385,20617,24863,19690,12830
117,385,18655,26766,18498,14081
118,385,19302,26273,18516,13909
119,385,21175,24518,17745,14562
120,385,19413,26249,16695,15643
121,385,19514,26431,16689,15366
122,385,19586,26340,16700,15374
123,385,19360,26208,16844,15588
124,385,19515,26396,16731,15358
125,385,19858,26058,16579,15505
126,385,19875,26372,16381,15372
127,385,19502,26416,16593,15489
128,385,19683,26114,16813,15390
129,385,21157,24496,17834,14513
130,385,23010,22780,19000,13210
131,385,23860,22421,18475,13244
132,385,21929,24156,18876,13039
133,385,21925,24320,18788,12967
134,385,22043,24185,18885,12887
135,385,21827,24092,19029,13052
136,385,19895,26102,18563,13440
137,385,20070,25947,18463,13520
138,385,20136,25983,18467,13414
139,385,21077,24608,18587,13728
140,385,23029,22797,19035,13139
141,385,22040,24041,19006,12913
142,385,23760,22373,20001,11866
143,385,23973,22081,20035,11911
144,385,23704,22159,20174,11963
145,385,23758,22225,20153,11864
146,385,23888,22135,20015,11962
147,385,23105,22720,19698,12477
148,385,23648,22494,19409,12449
149,385,22833,23440,18979,12748
150,385,21926,24100,19323,12651
151,385,20145,25900,18843,13112
152,385,20239,25964,18632,13165
153,385,20193,25948,18722,13137
154,385,21864,23860,18857,13419
155,385,22017,23893,18734,13356
156,385,22084,23921,18664,13331
157,385,21171,25368,18403,13058
158,385,21286,25252,18326,13136
159,385,21867,24169,18821,13143
160,385,21875,24132,19025,12968
161,385,23101,22422,19443,13034
162,385,21175,24507,20014,12304
163,385,22063,24016,19415,12506
164,385,22981,22340,19712,12967
165,385,23109,22412,19585,12894
166,385,22922,22403,19612,13063
167,385,24970,20733,19515,12782
168,385,26939,19010,18801,13250
169,385,27038,18743,18931,13288
170,385,29040,17089,19968,11903
171,385,27001,18906,21295,10798
172,385,28121,18410,20443,11026
173,385,28319,18431,20243,11007
174,385,29653,16968,19965,11414
175,385,29609,17001,19935,11455
176,385,27517,18589,19520,12374
177,385,26674,18976,20370,11980
178,385,25965,20263,19947,11825
179,385,24663,21048,20675,11614
180,385,26723,19256,19361,12660
181,385,28878,17396,19749,11977
182,385,28735,17343,19773,12149
183,385,28850,17483,19633,12034
184,385,29161,17375,19475,11989
185,385,29244,17252,19488,12016
186,385,29089,17157,19652,12102
187,385,29205,17306,19384,12105
188,385,31313,15396,18254,13037
189,385,31482,15531,18138,12849
190,385,32037,14667,17988,13308
191,385,31973,14676,18023,13328
192,385,29817,16088,17591,14504
193,385,27859,17699,17885,14557
194,385,26927,17988,17959,15126
195,385,28936,16478,18518,14068
196,385,26995,18115,19058,13832
197,385,26112,18990,18943,13955
198,385,25670,20375,18147,13808
199,385,25590,20382,18155,13873
200,385,25717,20571,18023,13689
201,385,27355,18666,17132,14847
202,385,27631,18800,17046,14523
203,385,28166,18438,16843,14553
204,385,27458,18723,16984,14835
205,385,26876,18996,17210,14918
206,385,26897,18704,17368,15031
207,385,27443,17782,17975,14800
208,385,28516,16447,18119,14918
209,385,28752,16473,18080,14695
210,385,28751,16512,18074,14663
211,385,28830,16409,18087,14674
212,385,28599,16578,18057,14766
213,385,28887,16265,18100,14748
214,385,26411,18192,19171,14226
215,385,26572,18173,19174,14081
216,385,28610,16435,19340,13615
217,385,26422,18093,19739,13746
218,385,28499,16515,18690,14296
219,385,27756,16744,18998,14502
220,385,28088,15745,19306,14861
221,385,30188,14346,19819,13647
222,385,30004,14481,19778,13737
223,385,30417,14218,19701,13664
224,385,30452,14434,19610,13504
225,385,30225,14233,19840,13702
226,385,29627,15265,19845,13263
227,385,29176,15376,20052,13396
228,385,29002,15552,20048,13398
229,385,29298,15480,19930,13292
230,385,31184,14173,18367,14276
231,385,29168,15575,18259,14998
232,385,31325,13896,17313,15466
233,385,30121,15283,16493,16103
234,385,28002,17019,17102,15877
235,385,28606,15813,17685,15896
236,385,27172,16084,18679,16065
237,385,27078,16055,18732,16135
238,385,28978,14649,17202,17171
239,385,31156,13143,16295,17406
