round,seed,defect,exploit,exploit_,coop
1,743,19603,16882,12093,29422
2,743,21316,16504,12872,27308
3,743,20541,15997,13378,28084
4,743,19547,16225,13069,29159
5,743,18185,15699,12958,31158
6,743,20011,15228,13655,29106
7,743,18525,15337,13478,30660
8,743,17588,15178,13839,31395
9,743,19715,15462,13892,28931
10,743,19808,15275,13890,29027
11,743,20786,15563,13651,28000
12,743,22244,15637,13368,26751
13,743,21720,16165,13306,26809
14,743,23366,16051,13688,24895
15,743,21343,16390,12964,27303
16,743,20264,16429,12754,28553
17,743,21810,16439,12847,26904
18,743,20604,16562,12816,28018
19,743,22529,17289,12071,26111
20,743,20688,17354,11915,28043
21,743,20874,17256,11841,28029
22,743,19419,16999,11746,29836
23,743,17739,16311,12247,31703
24,743,18143,16379,12139,31339
25,743,17543,16289,12186,31982
26,743,16752,15762,12154,33332
27,743,16530,16033,12416,33021
28,743,16463,16046,12311,33180
29,743,15952,16075,12040,33933
30,743,14391,15182,12450,35977
31,743,13727,14987,12665,36621
32,743,14998,14965,12952,35085
33,743,15379,15197,13104,34320
34,743,14052,15029,13000,35919
35,743,15160,15534,13031,34275
36,743,15609,15471,12800,34120
37,743,15165,15272,12703,34860
38,743,16836,15457,13095,32612
39,743,16626,15502,13116,32756
40,743,16480,15205,13053,33262
41,743,16529,15350,13049,33072
42,743,17446,16122,12801,31631
43,743,17486,15864,12636,32014
44,743,17574,15837,12664,31925
45,743,16646,16580,12469,32305
46,743,17046,16347,12751,31856
47,743,16346,16097,13169,32388
48,743,15792,15722,13136,33350
49,743,15796,16137,13178,32889
50,743,17590,14935,14386,31089
51,743,19150,14655,15264,28931
52,743,18987,14666,15116,29231
53,743,17174,13368,16261,31197
54,743,18136,14302,15789,29773
55,743,18598,13941,15768,29693
56,743,18749,13844,15706,29701
57,743,17834,14025,15197,30944
58,743,17050,14222,15470,31258
59,743,18325,13755,15273,30647
60,743,19045,13941,15244,29770
61,743,19167,13953,15233,29647
62,743,19356,14000,15370,29274
63,743,19764,14089,14736,29411
64,743,19871,14082,14975,29072
65,743,21265,13949,15551,27235
66,743,22689,13375,15653,26283
67,743,22384,13462,15785,26369
68,743,20734,14017,15115,28134
69,743,19828,13671,14893,29608
70,743,17600,14708,14024,31668
71,743,18709,14863,13819,30609
72,743,19634,15250,13630,29486
73,743,18021,14976,13617,31386
74,743,18261,14934,13474,31331
75,743,18967,14781,13595,30657
76,743,19609,15150,13444,29797
77,743,19591,15070,13499,29840
78,743,17216,14665,14226,31893
79,743,16939,14376,13853,32832
80,743,16818,14491,13995,32696
81,743,15758,13944,14375,33923
82,743,15751,14056,14445,33748
83,743,16720,14141,14269,32870
84,743,16199,14489,13781,33531
85,743,14684,14407,13556,35353
86,743,14661,14206,13251,35882
87,743,12798,14023,13636,37543
88,743,13255,14150,13654,36941
89,743,14769,14092,14349,34790
90,743,14752,13580,14244,35424
91,743,14396,13725,14306,35573
92,743,12764,13693,14167,37376
93,743,13256,13595,14020,37129
94,743,15287,13832,14283,34598
95,743,15654,14047,14308,33991
96,743,14776,13680,14366,35178
97,743,14287,13427,14722,35564
98,743,12512,13242,14029,38217
99,743,12917,13381,14296,37406
100,743,13513,13373,13964,37150
101,743,13730,13708,13950,36612
102,743,13170,13846,13507,37477
103,743,13201,13899,13591,37309
104,743,13575,14024,13644,36757
105,743,12870,14142,13657,37331
106,743,12109,13951,13327,38613
107,743,12033,13939,13071,38957
108,743,11996,13955,13184,38865
