round,seed,exploit,defect,exploit_,coop
1,559,17035,19587,12164,29214
2,559,17240,19188,12420,29152
3,559,17077,19501,12186,29236
4,559,16959,19588,12156,29297
5,559,16758,19851,12269,29122
6,559,16609,18316,12446,30629
7,559,16861,19541,12299,29299
8,559,16816,19353,12279,29552
9,559,17051,19702,12281,28966
10,559,16943,19847,12121,29089
11,559,17137,19797,12162,28904
12,559,17262,18305,11921,30512
13,559,16625,17402,11977,31996
14,559,16885,16699,12128,32288
15,559,16649,15581,11897,33873
16,559,16746,15430,11722,34102
17,559,16631,15597,11733,34039
18,559,16609,15712,11638,34041
19,559,16823,16564,11552,33061
20,559,17259,15828,11214,33699
21,559,16486,14190,11371,35953
22,559,16628,13685,11328,36359
23,559,17696,14892,10960,34452
24,559,17772,15076,10972,34180
25,559,16161,13188,11614,37037
26,559,16150,12737,11583,37530
27,559,16097,12540,11618,37745
28,559,16040,12491,11699,37770
29,559,16262,11891,11393,38454
30,559,16310,11330,11543,38817
31,559,16126,11816,11314,38744
32,559,16068,12067,11535,38330
33,559,16710,13529,11766,35995
34,559,16571,13842,11747,35840
35,559,16594,13765,11631,36010
36,559,16185,14441,12275,35099
37,559,16052,15178,13133,33637
38,559,15861,14457,13360,34322
39,559,15903,15077,13092,33928
40,559,15210,13535,13184,36071
41,559,15280,13210,13186,36324
42,559,15181,15076,13941,33802
43,559,15146,14524,13889,34441
44,559,15313,14194,13853,34640
45,559,15394,14296,13779,34531
46,559,15373,14026,13725,34876
47,559,15350,14064,13791,34795
48,559,15648,14966,13206,34180
49,559,16029,14160,13122,34689
50,559,17140,15945,12404,32511
51,559,17560,15436,12124,32880
52,559,17480,16076,13088,31356
53,559,17485,16060,13278,31177
54,559,17483,15911,13157,31449
55,559,16652,17126,13487,30735
56,559,17491,16198,13283,31028
57,559,17197,16259,13114,31430
58,559,17753,15481,13041,31725
59,559,17782,15895,13015,31308
60,559,17854,17643,13343,29160
61,559,18689,19207,12820,27284
62,559,18572,19650,12665,27113
63,559,18760,19658,12573,27009
64,559,18209,21716,13322,24753
65,559,18020,21705,13229,25046
66,559,18099,21520,13258,25123
67,559,18558,22164,13726,23552
68,559,18982,23109,13654,22255
69,559,18693,24867,14006,20434
70,559,17242,26936,14890,18932
71,559,16382,25000,16005,20613
72,559,16002,26615,16438,18945
73,559,15813,27749,15828,18610
74,559,15076,29896,16060,16968
75,559,14691,27612,17273,18424
76,559,13845,26844,17582,19729
77,559,13911,25698,17158,21233
78,559,13481,26554,17895,20070
79,559,13659,26193,18056,20092
80,559,13618,28450,17657,18275
81,559,13614,26654,18026,19706
82,559,13642,26435,17958,19965
83,559,13583,26390,17992,20035
84,559,14763,24327,17150,21760
85,559,14867,23138,16656,23339
86,559,14933,23131,16615,23321
87,559,15349,21310,16280,25061
88,559,15405,21306,16053,25236
89,559,15705,23157,15866,23272
90,559,15469,23376,15730,23425
91,559,15368,22602,16455,23575
92,559,15442,22683,16394,23481
93,559,16234,24488,15603,21675
94,559,15085,22755,16563,23597
95,559,15176,22468,16783,23573
96,559,16328,20661,15500,25511
97,559,15755,21905,15505,24835
98,559,15739,21727,15469,25065
99,559,15608,20705,16053,25634
100,559,16579,21863,15600,23958
101,559,16398,21261,15414,24927
102,559,16478,21156,15282,25084
103,559,16479,21794,14972,24755
104,559,16854,19905,14518,26723
105,559,15725,22066,15560,24649
106,559,15718,21642,15675,24965
107,559,15668,21895,15447,24990
108,559,15695,21682,15556,25067
109,559,15454,22147,15548,24851
110,559,16598,20540,14362,26500
111,559,16551,19907,14676,26866
112,559,16442,20113,14686,26759
113,559,15678,18050,15287,28985
114,559,15214,19955,16011,26820
115,559,16044,18138,14921,28897
116,559,16102,18434,14461,29003
117,559,16099,18457,14655,28789
118,559,16259,18590,14595,28556
119,559,15929,17377,14220,30474
120,559,15999,17407,14208,30386
121,559,16030,16965,14400,30605
122,559,15528,16143,14969,31360
123,559,15882,17035,14273,30810
124,559,15515,15373,14240,32872
125,559,15245,14416,14745,33594
126,559,15213,14287,15083,33417
127,559,15270,15207,14691,32832
128,559,15506,14504,14519,33471
129,559,15530,14636,14470,33364
130,559,16633,16020,13900,31447
131,559,17256,17252,13908,29584
132,559,17000,18922,14486,27592
133,559,17032,19240,14683,27045
134,559,16830,19461,14420,27289
135,559,16515,18428,15230,27827
136,559,16465,18235,15270,28030
137,559,17306,19457,15042,26195
138,559,17575,19892,14492,26041
139,559,16382,21805,15827,23986
140,559,16387,21552,15818,24243
141,559,15498,19841,16837,25824
142,559,15504,20112,16628,25756
143,559,15653,19991,16761,25595
144,559,15590,18827,17031,26552
145,559,14550,18103,17133,28214
146,559,14639,18435,17160,27766
147,559,14550,18456,17048,27946
148,559,14499,17679,16525,29297
149,559,15860,19504,15259,27377
150,559,16041,20020,15186,26753
151,559,16008,19340,15510,27142
152,559,15927,19407,15508,27158
153,559,15759,18995,15765,27481
154,559,15543,19619,15705,27133
155,559,15353,19664,15710,27273
156,559,15454,19715,15898,26933
157,559,15679,20551,15100,26670
158,559,15800,18765,14977,28458
159,559,15793,19882,14682,27643
160,559,16158,20355,14908,26579
161,559,16073,19307,14368,28252
162,559,16081,19394,14244,28281
163,559,16213,19246,14520,28021
164,559,16116,19317,14282,28285
165,559,17208,17510,13141,30141
166,559,17258,19181,13231,28330
167,559,17164,18500,12728,29608
168,559,16904,17203,12553,31340
169,559,17126,18161,13035,29678
170,559,15637,16450,13829,32084
171,559,16125,15555,13545,32775
172,559,16164,15443,13448,32945
173,559,16101,13756,13298,34845
174,559,15503,13242,13599,35656
175,559,15662,12965,13806,35567
176,559,15721,13589,13545,35145
177,559,15556,13476,13592,35376
178,559,14641,12612,13639,37108
179,559,14808,12611,13765,36816
180,559,14805,12023,13718,37454
181,559,14866,12097,13520,37517
182,559,14536,10806,12993,39665
183,559,14767,9305,12074,41854
184,559,13153,7984,12515,44348
185,559,13091,7832,12537,44540
186,559,13211,8206,12492,44091
187,559,12244,6897,12404,46455
188,559,12169,6798,12306,46727
189,559,12093,8155,13649,44103
190,559,11926,8094,13667,44313
191,559,12088,8495,13544,43873
192,559,11928,8559,13749,43764
193,559,11971,7953,13607,44469
194,559,11917,7639,13684,44760
195,559,11524,6350,12880,47246
196,559,11581,6221,12778,47420
197,559,11467,5515,11554,49464
198,559,11704,5430,11642,49224
199,559,11644,5506,11522,49328
200,559,11382,5235,11678,49705
201,559,11519,5032,11635,49814
202,559,11531,5163,11583,49723
203,559,11294,5758,11852,49096
204,559,11270,5583,12008,49139
205,559,11425,5286,11666,49623
206,559,11349,6305,12886,47460
207,559,11719,6507,12644,47130
