round,seed,defect,coop,exploit,exploit_
1,780,19588,29715,16700,11997
2,780,20394,28115,17730,11761
3,780,21945,26198,17294,12563
4,780,21920,26412,17334,12334
5,780,23131,24914,17193,12762
6,780,24423,23300,17253,13024
7,780,23450,24316,17303,12931
8,780,22121,25929,17257,12693
9,780,22341,25900,17201,12558
10,780,24211,24087,17967,11735
11,780,26565,21934,17867,11634
12,780,26228,22260,17843,11669
13,780,25447,22681,17972,11900
14,780,24253,23407,18051,12289
15,780,25126,22347,18566,11961
16,780,25890,21098,18483,12529
17,780,27868,19306,17432,13394
18,780,28138,19252,17274,13336
19,780,29312,17927,17615,13146
20,780,30550,16641,16671,14138
21,780,30671,16644,16773,13912
22,780,30479,16655,16661,14205
23,780,29249,18011,17299,13441
24,780,30143,17658,16504,13695
25,780,32270,15959,15699,14072
26,780,33068,14748,15629,14555
27,780,35398,13347,15205,14050
28,780,35438,13449,15114,13999
29,780,36223,12578,15115,14084
30,780,36177,12553,15024,14246
31,780,34780,13690,15234,14296
32,780,37231,12066,13760,14943
33,780,37405,12037,13632,14926
34,780,37186,12216,13426,15172
35,780,37060,12123,13751,15066
36,780,35596,13287,13265,15852
37,780,35752,13331,13127,15790
38,780,36001,13222,13138,15639
39,780,34460,14373,13546,15621
40,780,35447,14113,13332,15108
41,780,36955,13040,13564,14441
42,780,38306,12361,13437,13896
43,780,36884,12896,13097,15123
44,780,36562,12921,13109,15408
45,780,34346,14436,14089,15129
46,780,32012,15980,15423,14585
47,780,30703,17451,16018,13828
48,780,30123,18290,15634,13953
49,780,32070,16861,14659,14410
50,780,30807,17961,15136,14096
51,780,29033,19427,15127,14413
52,780,29811,19086,15136,13967
53,780,28250,20376,15777,13597
54,780,28701,20398,15480,13421
55,780,29385,19682,15522,13411
56,780,31948,17916,15416,12720
57,780,33022,16735,15771,12472
58,780,34797,15300,15064,12839
59,780,35303,15097,14951,12649
60,780,34311,15847,14808,13034
61,780,33583,16225,14722,13470
62,780,34984,15254,14581,13181
63,780,34831,15423,14621,13125
64,780,34992,14844,14692,13472
65,780,35036,14939,14628,13397
66,780,33809,15879,15104,13208
67,780,31637,17808,14927,13628
68,780,30019,19177,14787,14017
69,780,30042,19149,14813,13996
70,780,31489,18200,13883,14428
71,780,31015,18724,14055,14206
72,780,28486,20630,13999,14885
73,780,29675,19559,13601,15165
74,780,28638,20888,13633,14841
75,780,28981,20261,13580,15178
76,780,27866,21885,13339,14910
77,780,27238,21958,13592,15212
78,780,27445,21735,13626,15194
79,780,29111,20291,12944,15654
80,780,28135,21249,13163,15453
81,780,25832,23076,14269,14823
82,780,26382,22877,14203,14538
83,780,26804,22206,14013,14977
84,780,27470,21954,13898,14678
85,780,26864,22371,14063,14702
86,780,28953,20617,13158,15272
87,780,29374,20241,13085,15300
88,780,28882,20394,13284,15440
89,780,29065,20410,13086,15439
90,780,30060,19456,13459,15025
91,780,30980,18988,13169,14863
92,780,31557,18273,13215,14955
93,780,31576,18365,13087,14972
94,780,31461,18402,13148,14989
95,780,31527,18056,13315,15102
96,780,34095,16554,13050,14301
97,780,34531,16163,12868,14438
98,780,36271,14801,12541,14387
99,780,36779,14355,12600,14266
100,780,35407,15095,13542,13956
101,780,32931,17165,14017,13887
102,780,32605,17364,14073,13958
103,780,31321,18602,13751,14326
104,780,29160,20267,13999,14574
105,780,29147,20150,14147,14556
106,780,30248,19443,13631,14678
107,780,29722,19823,13698,14757
108,780,31993,17782,13620,14605
109,780,30758,18831,13964,14447
110,780,32080,17778,13608,14534
111,780,33517,16545,13465,14473
112,780,32072,17649,13786,14493
113,780,33658,15990,13424,14928
114,780,33281,16390,13390,14939
115,780,34823,15106,13415,14656
116,780,34162,15459,13531,14848
117,780,35589,14303,13919,14189
118,780,33929,15527,14711,13833
119,780,35277,14770,14821,13132
120,780,35335,14523,14838,13304
121,780,33444,16028,14961,13567
122,780,33562,15797,14995,13646
123,780,31987,17041,15634,13338
124,780,29906,18938,16310,12846
125,780,30469,18434,16186,12911
126,780,30111,18903,16359,12627
127,780,31176,18078,16934,11812
128,780,32675,16673,16644,12008
129,780,33694,15649,16356,12301
130,780,33636,15737,16375,12252
131,780,32448,16791,16284,12477
132,780,32568,16271,16451,12710
133,780,31307,17438,16234,13021
134,780,29977,18320,16497,13206
135,780,29169,19148,16819,12864
136,780,29958,18341,17102,12599
137,780,31648,16918,16738,12696
138,780,30054,18104,17287,12555
139,780,31571,16784,17407,12238
140,780,34023,14991,15949,13037
141,780,34440,14456,16421,12683
142,780,34553,14224,16644,12579
143,780,35653,13646,16079,12622
144,780,38225,11922,15885,11968
145,780,38227,12151,15867,11755
146,780,36031,13598,17225,11146
147,780,35541,13917,17555,10987
148,780,36327,13072,17870,10731
149,780,36428,13154,17678,10740
150,780,38622,11517,18193,9668
151,780,36423,13255,18611,9711
152,780,34181,14475,20039,9305
153,780,34980,13747,19826,9447
154,780,34733,13816,19879,9572
155,780,32555,15058,19476,10911
156,780,31336,16329,19239,11096
157,780,31352,16481,19286,10881
158,780,31161,16609,19220,11010
159,780,31411,16543,19250,10796
160,780,33772,14802,18118,11308
161,780,33449,14990,18300,11261
162,780,32012,16135,17891,11962
163,780,33649,14901,17596,11854
164,780,34685,13620,17804,11891
165,780,33885,14040,18136,11939
166,780,34971,12863,17819,12347
167,780,36377,11785,17135,12703
168,780,36297,11851,17226,12626
169,780,36478,11468,17191,12863
170,780,37072,11020,17235,12673
171,780,34664,12164,16603,14569
172,780,34945,12203,16459,14393
173,780,35929,11189,16284,14598
174,780,34808,12196,16497,14499
175,780,35801,11221,16905,14073
176,780,36014,11136,16743,14107
177,780,38305,9997,16318,13380
178,780,39907,9522,15434,13137
179,780,42247,8270,15104,12379
180,780,42200,8190,15172,12438
181,780,41633,9065,14729,12573
182,780,40748,9791,14609,12852
183,780,41463,8925,14878,12734
184,780,38999,10124,14940,13937
185,780,36968,11521,15803,13708
186,780,38161,10593,15450,13796
187,780,38330,10727,15311,13632
188,780,38125,10343,15639,13893
