round,seed,defect,exploit_,exploit,coop
1,218,19341,12282,17056,29321
2,218,21366,11296,17830,27508
3,218,22694,11674,17417,26215
4,218,22579,11871,17574,25976
5,218,23389,12149,17210,25252
6,218,22525,12016,17388,26071
7,218,22085,12324,17388,26203
8,218,22000,12179,17366,26455
9,218,22168,12215,17252,26365
10,218,22729,12466,17152,25653
11,218,25012,13191,16126,23671
12,218,24084,12954,16695,24267
13,218,22573,13506,15996,25925
14,218,22512,13450,16010,26028
15,218,24307,14282,15047,24364
16,218,24920,14538,15092,23450
17,218,24684,14422,14882,24012
18,218,24861,14471,15058,23610
19,218,25751,14064,15590,22595
20,218,27297,14265,15006,21432
21,218,27194,14696,15364,20746
22,218,26447,14886,15171,21496
23,218,26363,15005,15169,21463
24,218,27786,14457,14886,20871
25,218,25919,14911,14923,22247
26,218,27707,14301,15029,20963
27,218,26104,14042,15625,22229
28,218,25918,14079,15510,22493
29,218,26272,13943,15559,22226
30,218,24101,14499,14915,24485
31,218,24384,14813,14881,23922
32,218,24718,14716,14779,23787
33,218,25645,14769,15010,22576
34,218,25740,14666,14964,22630
35,218,23606,14867,14858,24669
36,218,23458,14941,14997,24604
37,218,25087,14996,15256,22661
38,218,27002,14817,14885,21296
39,218,25323,14368,15481,22828
40,218,24566,14872,14865,23697
41,218,25170,14743,14585,23502
42,218,23348,15058,14306,25288
43,218,25637,15503,13678,23182
44,218,26682,15694,13727,21897
45,218,25446,15600,13519,23435
46,218,26067,16098,13310,22525
47,218,24768,16737,12717,23778
48,218,26252,16493,13139,22116
49,218,26340,16541,13106,22013
50,218,27512,16016,13165,21307
51,218,27290,16001,13088,21621
52,218,26772,16337,13053,21838
53,218,27416,16088,13050,21446
54,218,28417,15728,13501,20354
55,218,29816,15584,13223,19377
56,218,30807,15695,13333,18165
57,218,30051,15611,13393,18945
58,218,29227,15395,13798,19580
59,218,29130,15410,13780,19680
60,218,29140,15415,13712,19733
61,218,29250,15362,13752,19636
62,218,28795,15580,13380,20245
63,218,29675,15250,14176,18899
64,218,28696,14610,14884,19810
65,218,30365,15759,13752,18124
66,218,30568,15997,13728,17707
67,218,30606,15742,13601,18051
68,218,29013,15412,14240,19335
69,218,28210,15271,14332,20187
70,218,26881,14422,14639,22058
71,218,26103,14736,14816,22345
72,218,25238,14760,15117,22885
73,218,24117,14295,15404,24184
74,218,24950,14254,14944,23852
75,218,25483,14540,14852,23125
76,218,24241,14498,14716,24545
77,218,23848,14192,15037,24923
78,218,23948,14275,14889,24888
79,218,23962,14153,14828,25057
80,218,24052,14165,14992,24791
81,218,23912,14328,14859,24901
82,218,23626,14387,15001,24986
83,218,23522,14533,15067,24878
84,218,22304,14321,14670,26705
85,218,22333,14260,14735,26672
86,218,22855,14188,14799,26158
87,218,23431,13845,15141,25583
88,218,23697,13957,14885,25461
89,218,21973,14538,14523,26966
90,218,23638,14006,14965,25391
91,218,24917,14500,14556,24027
92,218,24425,14384,14583,24608
93,218,24413,14447,14737,24403
94,218,26135,13853,15136,22876
95,218,27133,13949,14955,21963
96,218,26062,14387,14445,23106
97,218,25856,14497,14732,22915
98,218,26121,14361,14679,22839
99,218,26433,14355,14512,22700
100,218,25351,14971,14099,23579
101,218,27023,15120,13745,22112
102,218,25320,14563,14411,23706
103,218,24223,14411,14511,24855
104,218,24901,14310,14504,24285
105,218,24722,14442,14492,24344
106,218,23007,14769,14470,25754
107,218,22878,14648,14365,26109
108,218,21325,14554,14285,27836
109,218,21478,14599,14265,27658
110,218,21547,14380,14243,27830
111,218,21950,14457,14533,27060
112,218,19462,13782,15075,29681
113,218,19105,13915,15162,29818
114,218,20243,13564,15428,28765
115,218,20346,13493,15598,28563
116,218,19622,13457,15065,29856
117,218,21803,13291,15650,27256
118,218,22205,13131,15673,26991
119,218,23324,12489,16243,25944
120,218,24595,12838,16118,24449
121,218,22887,12302,16571,26240
122,218,22725,12619,16174,26482
123,218,20340,13159,15679,28822
124,218,18904,13115,15644,30337
125,218,18899,12992,15845,30264
126,218,19779,13483,15512,29226
127,218,19642,13418,15401,29539
128,218,21469,13388,15348,27795
129,218,21088,13396,15266,28250
130,218,20123,13877,14992,29008
131,218,20660,13660,15217,28463
132,218,20653,13566,15005,28776
133,218,21981,13995,14691,27333
134,218,21882,14101,14776,27241
135,218,20126,13744,14842,29288
136,218,20170,13947,14877,29006
137,218,20144,13981,14881,28994
138,218,21958,13495,15463,27084
139,218,20442,13163,15484,28911
140,218,20455,13383,15416,28746
141,218,20921,13457,15274,28348
142,218,22759,13112,15610,26519
143,218,22216,13185,15672,26927
144,218,21991,13093,15597,27319
145,218,21818,12902,16021,27259
146,218,22911,13290,15959,25840
147,218,21563,12874,16175,27388
148,218,21016,12875,15808,28301
149,218,19372,13655,15220,29753
150,218,19724,13646,14976,29654
151,218,19339,13802,15293,29566
152,218,18701,13279,15471,30549
153,218,18626,13247,15626,30501
