round,seed,population_seed,strategy,count,percentage
1,990,721,coop,29419,0.38
1,990,721,defect,19366,0.25
1,990,721,exploitation,29215,0.37
2,990,721,coop,29412,0.38
2,990,721,defect,19340,0.25
2,990,721,exploitation,29248,0.37
3,990,721,coop,30695,0.39
3,990,721,defect,18549,0.24
3,990,721,exploitation,28756,0.37
4,990,721,coop,30845,0.4
4,990,721,defect,18418,0.24
4,990,721,exploitation,28737,0.37
5,990,721,coop,29390,0.38
5,990,721,defect,19356,0.25
5,990,721,exploitation,29254,0.38
6,990,721,coop,29467,0.38
6,990,721,defect,19443,0.25
6,990,721,exploitation,29090,0.37
7,990,721,coop,30153,0.39
7,990,721,defect,18674,0.24
7,990,721,exploitation,29173,0.37
8,990,721,coop,29799,0.38
8,990,721,defect,18807,0.24
8,990,721,exploitation,29394,0.38
9,990,721,coop,28696,0.37
9,990,721,defect,19548,0.25
9,990,721,exploitation,29756,0.38
10,990,721,coop,30994,0.4
10,990,721,defect,17706,0.23
10,990,721,exploitation,29300,0.38
11,990,721,coop,30849,0.4
11,990,721,defect,17768,0.23
11,990,721,exploitation,29383,0.38
12,990,721,coop,28677,0.37
12,990,721,defect,19817,0.25
12,990,721,exploitation,29506,0.38
13,990,721,coop,30583,0.39
13,990,721,defect,18370,0.24
13,990,721,exploitation,29047,0.37
14,990,721,coop,29793,0.38
14,990,721,defect,18865,0.24
14,990,721,exploitation,29342,0.38
15,990,721,coop,28057,0.36
15,990,721,defect,20485,0.26
15,990,721,exploitation,29458,0.38
16,990,721,coop,28011,0.36
16,990,721,defect,20635,0.26
16,990,721,exploitation,29354,0.38
17,990,721,coop,26432,0.34
17,990,721,defect,21990,0.28
17,990,721,exploitation,29578,0.38
18,990,721,coop,25563,0.33
18,990,721,defect,23164,0.3
18,990,721,exploitation,29273,0.38
19,990,721,coop,27804,0.36
19,990,721,defect,20713,0.27
19,990,721,exploitation,29483,0.38
20,990,721,coop,27552,0.35
20,990,721,defect,21344,0.27
20,990,721,exploitation,29104,0.37
21,990,721,coop,26052,0.33
21,990,721,defect,22423,0.29
21,990,721,exploitation,29525,0.38
22,990,721,coop,25371,0.33
22,990,721,defect,23112,0.3
22,990,721,exploitation,29517,0.38
23,990,721,coop,23775,0.3
23,990,721,defect,24366,0.31
23,990,721,exploitation,29859,0.38
24,990,721,coop,23551,0.3
24,990,721,defect,24786,0.32
24,990,721,exploitation,29663,0.38
25,990,721,coop,21504,0.28
25,990,721,defect,27182,0.35
25,990,721,exploitation,29314,0.38
26,990,721,coop,22067,0.28
26,990,721,defect,26373,0.34
26,990,721,exploitation,29560,0.38
