,seed,population_seed,strategy,average_sum,sd_sum,average_percentage,sd_percentage
0,897,136,coop,27394348,5745,0.351,0.074
1,897,136,defect,20840610,4683,0.267,0.06
2,897,136,exploitation,29765042,1316,0.382,0.017
