round,seed,exploit,defect,exploit_,coop
1,612,16746,19674,12136,29444
2,612,17062,19643,12346,28949
3,612,17112,19474,12235,29179
4,612,17524,21470,11800,27206
5,612,17795,19618,11045,29542
6,612,17190,17571,11774,31465
7,612,17422,16837,11607,32134
8,612,17387,16904,11519,32190
9,612,17507,16236,11217,33040
10,612,17092,17056,11670,32182
11,612,16212,15201,12112,34475
12,612,16063,15709,12309,33919
13,612,16446,15261,12218,34075
14,612,16232,15880,12486,33402
15,612,16055,13835,11817,36293
16,612,16192,13926,11767,36115
17,612,15757,14622,12218,35403
18,612,15682,14292,12090,35936
19,612,15622,16252,12655,33471
20,612,15967,16548,12591,32894
21,612,15507,17108,12682,32703
22,612,15587,18043,12799,31571
23,612,15807,16110,12321,33762
24,612,16265,17000,12212,32523
25,612,16073,18330,12598,30999
26,612,16154,18266,12527,31053
27,612,16987,20227,12250,28536
28,612,16937,20305,12125,28633
29,612,16630,19016,11850,30504
30,612,17552,20089,11670,28689
31,612,17489,20264,11546,28701
32,612,17293,19456,11891,29360
33,612,17708,18463,11288,30541
34,612,17749,17966,11363,30922
35,612,17667,19437,11982,28914
36,612,17667,19643,11837,28853
37,612,17021,21619,12892,26468
38,612,16823,21630,12735,26812
39,612,17381,23585,12264,24770
40,612,17525,23010,11946,25519
41,612,17166,24180,13047,23607
42,612,18248,22175,12082,25495
43,612,17969,22591,11902,25538
44,612,17999,22278,12021,25702
45,612,18448,23044,11919,24589
46,612,17596,25134,12908,22362
47,612,17904,23080,12573,24443
48,612,17544,24395,13090,22971
49,612,17677,24375,13098,22850
50,612,17651,24971,13047,22331
51,612,16395,22939,14304,24362
52,612,16466,23029,14308,24197
53,612,16044,21599,14231,26126
54,612,15822,22301,14263,25614
55,612,16739,24241,13537,23483
56,612,16923,23613,13388,24076
57,612,17647,22614,13190,24549
58,612,17946,21964,13214,24876
59,612,17924,21849,13209,25018
60,612,19210,23478,12228,23084
61,612,19447,24928,12008,21617
62,612,19447,24973,11929,21651
63,612,19297,25022,11943,21738
