round,seed,exploit,coop,exploit_,defect
1,16,11732,29597,17191,19480
2,16,11729,29092,17515,19664
3,16,12243,27691,17076,20990
4,16,12040,27983,17379,20598
5,16,12678,26686,17361,21275
6,16,12582,27062,17275,21081
7,16,12628,26670,17484,21218
8,16,12696,27534,17294,20476
9,16,12700,27431,17243,20626
10,16,12880,28476,16933,19711
11,16,12483,29353,17465,18699
12,16,12350,30850,17010,17790
13,16,12493,28747,17255,19505
14,16,13091,30555,16086,18268
15,16,12795,32295,15798,17112
16,16,13056,32049,15894,17001
17,16,12654,34394,15694,15258
18,16,12334,34857,15846,14963
19,16,12603,34696,15772,14929
20,16,12927,32279,16058,16736
21,16,12732,32577,15812,16879
22,16,13986,30172,15123,18719
23,16,13832,28531,15996,19641
24,16,13821,29031,15922,19226
25,16,13890,29035,16028,19047
26,16,13745,29948,15686,18621
27,16,12510,31559,16919,17012
28,16,12364,32080,17218,16338
29,16,12670,31748,16756,16826
30,16,12523,31972,17026,16479
31,16,12734,32656,16935,15675
32,16,12997,32856,16875,15272
33,16,12897,32823,17075,15205
34,16,12640,33185,17057,15118
35,16,12663,33086,17231,15020
36,16,12628,33310,17077,14985
37,16,12387,33740,17281,14592
38,16,13025,35095,16389,13491
39,16,12154,37079,16305,12462
40,16,13170,35216,15984,13630
41,16,13066,35472,16160,13302
42,16,12755,37475,15593,12177
43,16,11611,39762,16058,10569
44,16,11392,39820,16016,10772
45,16,11598,39328,15969,11105
46,16,11078,37182,17035,12705
47,16,11586,38676,16241,11497
48,16,11051,40652,15862,10435
49,16,11271,43283,14608,8838
50,16,11365,42746,14797,9092
51,16,11442,42780,14652,9126
52,16,11353,42414,14750,9483
53,16,11588,41988,14635,9789
54,16,12039,41285,14609,10067
55,16,11671,42245,14330,9754
56,16,11680,42476,14408,9436
57,16,11711,42081,14332,9876
58,16,11911,41789,14306,9994
59,16,12030,41214,14421,10335
60,16,11838,41492,14383,10287
61,16,12696,43511,13286,8507
62,16,12530,43785,13172,8513
63,16,12744,41571,13813,9872
64,16,11563,44339,13653,8445
65,16,11932,43253,13952,8863
66,16,11952,43274,13905,8869
67,16,11790,43736,13972,8502
68,16,12062,43267,13959,8712
69,16,11837,43853,13740,8570
70,16,11977,42640,14021,9362
71,16,12971,40493,13858,10678
72,16,13020,40693,13723,10564
73,16,13007,40610,13729,10654
74,16,12764,40791,13657,10788
75,16,13618,38397,13943,12042
76,16,13382,38694,13862,12062
77,16,13500,40444,13224,10832
78,16,13380,40341,13361,10918
79,16,13459,40344,13269,10928
80,16,13984,38750,12995,12271
81,16,14958,35824,12875,14343
82,16,15117,35572,12844,14467
83,16,14621,33568,13846,15965
84,16,14706,34112,13713,15469
85,16,14246,36231,13711,13812
86,16,14254,35837,13791,14118
87,16,14563,35996,13663,13778
88,16,14941,37940,12797,12322
89,16,14605,38427,12442,12526
90,16,15309,35900,12915,13876
91,16,15270,36965,12370,13395
92,16,15148,36722,12545,13585
93,16,14052,38988,13345,11615
94,16,14087,38999,13198,11716
95,16,14065,39155,13011,11769
96,16,13743,39151,13165,11941
97,16,14211,41237,12181,10371
98,16,14142,41830,11941,10087
99,16,14389,41275,12190,10146
100,16,15241,39690,11663,11406
101,16,15556,39006,11827,11611
102,16,15568,37471,11956,13005
103,16,15593,37597,11953,12857
104,16,15721,37270,12080,12929
105,16,16510,35049,12188,14253
106,16,16146,35707,12158,13989
107,16,16314,36189,12148,13349
108,16,16236,36177,12103,13484
109,16,16369,36062,12041,13528
110,16,16520,36625,11841,13014
111,16,16465,36544,11998,12993
112,16,16227,38731,11474,11568
113,16,16560,38173,11355,11912
114,16,16839,38904,11158,11099
115,16,16720,39445,10872,10963
116,16,16611,38563,11249,11577
117,16,16143,39473,11402,10982
118,16,14933,41842,11492,9733
119,16,14233,43719,11482,8566
120,16,14265,43282,11704,8749
121,16,14443,43087,11764,8706
122,16,15447,41607,11370,9576
123,16,15251,42103,11082,9564
124,16,15782,41194,11324,9700
125,16,15740,41981,10927,9352
126,16,15753,41916,10910,9421
127,16,16002,42471,10715,8812
128,16,15743,42168,10856,9233
129,16,14813,44549,10831,7807
130,16,13752,47153,10580,6515
131,16,13670,46852,10774,6704
132,16,13783,46801,10745,6671
133,16,13852,47347,10391,6410
134,16,13945,46964,10754,6337
135,16,13894,46912,10580,6614
136,16,13808,44806,11757,7629
137,16,13950,43965,11959,8126
138,16,13731,46258,10917,7094
139,16,13134,48333,10678,5855
140,16,13122,47903,10607,6368
141,16,13268,47912,10714,6106
142,16,13195,48197,10566,6042
143,16,12991,48386,10534,6089
144,16,13065,48076,10652,6207
145,16,14839,45499,10233,7429
146,16,14557,45643,10358,7442
147,16,14595,45397,10429,7579
148,16,15535,43632,10375,8458
149,16,14527,45710,10435,7328
150,16,13338,47996,10687,5979
151,16,14578,45808,10477,7137
152,16,14462,45865,10337,7336
153,16,14250,46106,10372,7272
154,16,13367,47835,10686,6112
155,16,13258,48420,10239,6083
156,16,13345,48227,10445,5983
157,16,13272,48596,10264,5868
158,16,13126,47835,10798,6241
159,16,12726,45770,11931,7573
160,16,12961,45636,12068,7335
161,16,12806,45890,12006,7298
162,16,13090,44922,12165,7823
163,16,13037,45147,11895,7921
