round,seed,population_seed,strategy,count,percentage
1,385,553,coop,29255,0.38
1,385,553,defect,19631,0.25
1,385,553,exploitation,29114,0.37
2,385,553,coop,29707,0.38
2,385,553,defect,18968,0.24
2,385,553,exploitation,29325,0.38
3,385,553,coop,29580,0.38
3,385,553,defect,19448,0.25
3,385,553,exploitation,28972,0.37
4,385,553,coop,27674,0.35
4,385,553,defect,20698,0.27
4,385,553,exploitation,29628,0.38
5,385,553,coop,27842,0.36
5,385,553,defect,20371,0.26
5,385,553,exploitation,29787,0.38
6,385,553,coop,26437,0.34
6,385,553,defect,21954,0.28
6,385,553,exploitation,29609,0.38
7,385,553,coop,25421,0.33
7,385,553,defect,22988,0.29
7,385,553,exploitation,29591,0.38
8,385,553,coop,23569,0.3
8,385,553,defect,25018,0.32
8,385,553,exploitation,29413,0.38
9,385,553,coop,22323,0.29
9,385,553,defect,26108,0.33
9,385,553,exploitation,29569,0.38
10,385,553,coop,23813,0.31
10,385,553,defect,24608,0.32
10,385,553,exploitation,29579,0.38
11,385,553,coop,22753,0.29
11,385,553,defect,25380,0.33
11,385,553,exploitation,29867,0.38
12,385,553,coop,22882,0.29
12,385,553,defect,25053,0.32
12,385,553,exploitation,30065,0.39
13,385,553,coop,22524,0.29
13,385,553,defect,25747,0.33
13,385,553,exploitation,29729,0.38
14,385,553,coop,20726,0.27
14,385,553,defect,27972,0.36
14,385,553,exploitation,29302,0.38
15,385,553,coop,20543,0.26
15,385,553,defect,27706,0.36
15,385,553,exploitation,29751,0.38
16,385,553,coop,20207,0.26
16,385,553,defect,28634,0.37
16,385,553,exploitation,29159,0.37
17,385,553,coop,20470,0.26
17,385,553,defect,28749,0.37
17,385,553,exploitation,28781,0.37
18,385,553,coop,20550,0.26
18,385,553,defect,28387,0.36
18,385,553,exploitation,29063,0.37
19,385,553,coop,20203,0.26
19,385,553,defect,28917,0.37
19,385,553,exploitation,28880,0.37
20,385,553,coop,20139,0.26
20,385,553,defect,29069,0.37
20,385,553,exploitation,28792,0.37
21,385,553,coop,21934,0.28
21,385,553,defect,26805,0.34
21,385,553,exploitation,29261,0.38
22,385,553,coop,20664,0.26
22,385,553,defect,28028,0.36
22,385,553,exploitation,29308,0.38
23,385,553,coop,20886,0.27
23,385,553,defect,27583,0.35
23,385,553,exploitation,29531,0.38
24,385,553,coop,20997,0.27
24,385,553,defect,27657,0.35
24,385,553,exploitation,29346,0.38
25,385,553,coop,22324,0.29
25,385,553,defect,26452,0.34
25,385,553,exploitation,29224,0.37
26,385,553,coop,22238,0.29
26,385,553,defect,26172,0.34
