round,seed,exploit,defect,exploit_,coop
1,612,16746,19674,12136,29444
2,612,16724,20175,12593,28508
3,612,16766,20021,12510,28703
4,612,17146,22066,12081,26707
5,612,16979,21169,11674,28178
6,612,16559,18940,12431,30070
7,612,16799,18189,12245,30767
8,612,16691,18221,12181,30907
9,612,16657,17676,11776,31891
10,612,16402,18391,12332,30875
11,612,15633,16435,12691,33241
12,612,15482,17027,12890,32601
13,612,15872,16519,12808,32801
14,612,15625,17246,13138,31991
15,612,15661,14983,12481,34875
16,612,15811,15141,12408,34640
17,612,15370,15707,12924,33999
18,612,15189,15402,12730,34679
19,612,15023,17610,13305,32062
20,612,15477,17776,13227,31520
21,612,15264,17584,13038,32114
22,612,15314,18528,13048,31110
23,612,15663,16481,12630,33226
24,612,16007,17503,12456,32034
25,612,15770,18864,12860,30506
26,612,15946,18759,12873,30422
27,612,16667,20735,12485,28113
28,612,16426,21325,12598,27651
29,612,16259,19980,12328,29433
30,612,16974,21156,12120,27750
31,612,16926,21333,11966,27775
32,612,16695,20537,12333,28435
33,612,17144,19462,11678,29716
34,612,17151,19033,11793,30023
35,612,17116,20470,12386,28028
36,612,17042,20741,12274,27943
37,612,16389,22782,13227,25602
38,612,16117,22790,13029,26064
39,612,16571,24886,12524,24019
40,612,16746,24276,12339,24639
41,612,16394,25540,13256,22810
42,612,17446,23487,12364,24703
43,612,17249,23909,12229,24613
44,612,17167,23586,12262,24985
45,612,17653,24373,12242,23732
46,612,16697,26638,13158,21507
47,612,17051,24434,12852,23663
48,612,16651,25819,13309,22221
49,612,16757,25800,13285,22158
50,612,16722,26423,13282,21573
51,612,15603,24311,14489,23597
52,612,16223,22976,13843,24958
53,612,15862,21538,13726,26874
54,612,15794,21584,13767,26855
55,612,16635,23482,13106,24777
56,612,16814,22916,12930,25340
57,612,17628,21936,12699,25737
58,612,17845,21345,12680,26130
59,612,17782,21247,12702,26269
60,612,18980,22851,11811,24358
61,612,19270,24397,11572,22761
62,612,19232,24462,11462,22844
63,612,19065,24499,11532,22904
64,612,18375,23260,11994,24371
65,612,18464,23049,11997,24490
66,612,18201,23612,12123,24064
67,612,18693,24914,11876,22517
68,612,18643,24994,11801,22562
69,612,17630,26999,12940,20431
70,612,17622,28299,13005,19074
71,612,18131,29797,12245,17827
72,612,18868,28153,12421,18558
73,612,17843,30374,12963,16820
74,612,18100,31128,12244,16528
75,612,17301,29146,13384,18169
76,612,17403,29136,13395,18066
77,612,17206,29263,13371,18160
78,612,17201,31254,13228,16317
79,612,17162,31289,13087,16462
80,612,17266,31376,12982,16376
81,612,17451,32459,12821,15269
82,612,16895,31903,12948,16254
83,612,16825,31879,13005,16291
84,612,16933,31031,13592,16444
85,612,16360,32484,13332,15824
86,612,16267,32352,13485,15896
87,612,16494,32746,13194,15566
88,612,15980,31983,13300,16737
89,612,15643,29820,14041,18496
90,612,15904,30746,14223,17127
91,612,15809,30653,14046,17492
92,612,15672,31500,14590,16238
