round,seed,defect,exploit,exploit_,coop
1,711,19687,16741,11993,29579
2,711,18590,17553,11701,30156
3,711,18357,17399,11725,30519
4,711,18276,17279,11915,30530
5,711,18326,17238,11826,30610
6,711,18107,17346,11887,30660
7,711,18817,17139,12081,29963
8,711,19470,17212,11822,29496
9,711,20372,18071,11578,27979
10,711,19642,18375,11096,28887
11,711,19719,18516,11426,28339
12,711,19596,18288,11232,28884
13,711,21541,17783,12252,26424
14,711,21894,17551,11962,26593
15,711,20808,17097,12294,27801
16,711,20733,16955,12248,28064
17,711,20552,17303,12458,27687
18,711,22030,16471,13257,26242
19,711,22152,16374,13356,26118
20,711,22260,16470,13160,26110
21,711,20657,16412,12897,28034
22,711,21293,16355,12806,27546
23,711,21212,16139,12864,27785
24,711,22055,16813,12917,26215
25,711,21641,16609,12948,26802
26,711,22703,17339,12779,25179
27,711,21589,17273,13131,26007
28,711,21646,17187,13124,26043
29,711,21462,17300,13263,25975
30,711,20904,16998,12910,27188
31,711,19401,16260,13321,29018
32,711,17886,16880,12290,30944
33,711,17865,16751,12245,31139
34,711,17936,17180,12331,30553
35,711,19321,17697,12095,28887
36,711,17519,17281,12160,31040
37,711,16971,17377,12102,31550
38,711,16482,17395,12114,32009
39,711,15756,17740,12102,32402
40,711,14464,17611,11234,34691
41,711,14929,17510,11332,34229
42,711,14810,17643,11363,34184
43,711,15899,17396,11436,33269
44,711,16255,17192,11657,32896
45,711,16332,17142,12015,32511
46,711,16327,16770,11695,33208
47,711,16404,16870,11950,32776
48,711,17044,17237,11698,32021
49,711,18895,16770,12389,29946
50,711,18934,16733,12475,29858
51,711,18870,16939,12494,29697
52,711,17173,16935,11732,32160
53,711,17551,17008,11802,31639
54,711,19118,16542,12403,29937
55,711,20431,17033,12265,28271
56,711,19434,16408,12638,29520
57,711,18452,15722,12973,30853
58,711,19042,15700,13022,30236
59,711,19033,15795,13205,29967
60,711,19477,15810,13037,29676
61,711,17928,15952,12677,31443
62,711,17092,16294,12161,32453
63,711,16763,16368,12264,32605
64,711,19012,16239,12647,30102
65,711,18685,16187,12612,30516
66,711,18897,16275,12563,30265
67,711,18500,15927,12773,30800
68,711,20663,15831,12637,28869
69,711,21940,16642,12418,27000
70,711,21903,16689,12315,27093
71,711,21220,16746,12569,27465
72,711,21387,16737,12313,27563
73,711,21288,16792,12412,27508
74,711,19954,15894,12784,29368
75,711,20572,16001,12915,28512
76,711,21154,15970,12820,28056
77,711,21217,15897,12795,28091
78,711,20985,15961,12936,28118
79,711,20980,15920,12975,28125
80,711,19321,15770,13231,29678
81,711,21184,15143,13709,27964
82,711,20135,15102,13714,29049
83,711,20769,14933,13884,28414
84,711,20248,14944,13892,28916
85,711,20123,14978,14067,28832
86,711,20141,14915,14031,28913
87,711,22624,13854,14731,26791
88,711,20318,14685,14299,28698
89,711,21670,15117,14190,27023
90,711,20767,14254,14454,28525
91,711,20339,14342,14670,28649
92,711,21931,14581,14163,27325
93,711,21527,14813,14048,27612
94,711,21782,14719,14148,27351
95,711,21895,14589,14214,27302
96,711,21721,14789,14095,27395
97,711,23028,15395,13847,25730
98,711,22752,15320,13817,26111
99,711,21745,14766,13993,27496
100,711,23287,14354,14990,25369
101,711,23491,14358,15025,25126
102,711,24581,14528,14609,24282
103,711,25694,15357,14220,22729
104,711,25912,15324,14189,22575
105,711,25739,15439,14169,22653
106,711,27260,14885,14755,21100
107,711,25824,15036,14423,22717
108,711,27135,15391,14010,21464
109,711,24907,15196,14484,23413
110,711,24206,15610,14578,23606
111,711,25611,15067,14762,22560
112,711,26384,15187,14465,21964
113,711,24886,15817,13765,23532
114,711,24770,15804,13850,23576
115,711,23249,16484,13127,25140
116,711,22805,16465,13204,25526
117,711,23751,17005,13247,23997
118,711,23875,17045,12964,24116
119,711,22524,17559,13096,24821
120,711,22732,17603,13133,24532
121,711,22669,17713,13030,24588
122,711,22591,17521,13011,24877
123,711,24094,18339,12462,23105
124,711,23399,18660,12730,23211
125,711,23234,18420,12805,23541
126,711,23477,18302,12715,23506
127,711,22692,18697,12695,23916
128,711,22645,18796,12663,23896
129,711,22742,18661,12921,23676
130,711,21731,18107,12926,25236
131,711,21845,18077,13104,24974
132,711,23169,17477,14081,23273
133,711,23165,17392,13840,23603
134,711,22904,17595,13957,23544
135,711,23839,17335,13591,23235
136,711,22705,16716,14038,24541
137,711,23532,16551,14840,23077
138,711,21859,15726,15416,24999
139,711,21797,15634,15482,25087
140,711,21583,15977,15594,24846
141,711,21827,15723,15428,25022
142,711,23588,16130,14951,23331
143,711,23038,16363,15053,23546
144,711,21692,15787,15223,25298
145,711,21124,15903,15655,25318
146,711,21819,15853,15313,25015
147,711,21784,15794,15175,25247
148,711,21721,15861,15230,25188
149,711,23774,15933,15125,23168
150,711,21683,14731,16404,25182
151,711,21755,14773,16361,25111
152,711,20507,14556,16138,26799
153,711,22478,13960,16875,24687
154,711,23687,13857,17223,23233
155,711,24956,13249,18113,21682
156,711,23703,13905,17130,23262
157,711,22453,13815,17969,23763
158,711,22923,13466,18031,23580
159,711,24242,14026,17695,22037
160,711,24885,13790,18550,20775
161,711,24869,13785,18350,20996
162,711,24905,13669,18413,21013
163,711,24898,13713,18505,20884
164,711,26937,13606,18313,19144
165,711,26119,13829,18604,19448
166,711,27167,13968,18807,18058
167,711,26099,13348,19222,19331
168,711,24178,14318,18406,21098
169,711,22366,14683,17955,22996
170,711,20673,15106,17642,24579
171,711,20719,14910,17533,24838
172,711,20660,15158,17542,24640
173,711,21272,15159,17060,24509
174,711,22989,15963,16653,22395
175,711,22266,16051,16065,23618
176,711,21541,15985,16268,24206
177,711,23535,15294,16659,22512
178,711,24760,15385,16077,21778
179,711,23274,15822,15398,23506
180,711,24169,15684,14991,23156
181,711,25589,16685,14330,21396
182,711,23334,16900,14339,23427
183,711,23397,17030,14369,23204
184,711,24119,16383,14288,23210
185,711,22835,15620,15033,24512
186,711,22828,15621,15108,24443
187,711,23355,15594,14764,24287
188,711,24552,16549,14296,22603
189,711,24658,16255,14356,22731
190,711,24610,16251,14407,22732
191,711,24436,16266,14207,23091
192,711,24724,16367,14151,22758
193,711,24318,16408,14329,22945
194,711,23200,16903,13382,24515
195,711,23857,16758,13463,23922
196,711,24840,17188,12937,23035
197,711,24964,16823,12804,23409
198,711,26333,16899,13057,21711
