round,seed,defect,exploit_,exploit,coop
1,179,19410,12102,17108,29380
2,179,18414,11818,16925,30843
3,179,16504,12328,16240,32928
4,179,16303,12163,16319,33215
5,179,15988,12188,16210,33614
6,179,16341,12573,16348,32738
7,179,17492,12530,15880,32098
8,179,16567,12099,16201,33133
9,179,17615,12645,16225,31515
10,179,16721,12258,16400,32621
11,179,16030,12158,16854,32958
12,179,17517,12041,17627,30815
13,179,16522,12465,16639,32374
14,179,16115,12626,16389,32870
15,179,16159,12675,16625,32541
16,179,15726,13063,16079,33132
17,179,17465,14137,15194,31204
18,179,17460,14237,15385,30918
19,179,18305,13944,15481,30270
20,179,18547,13617,15405,30431
21,179,20016,13963,15801,28220
22,179,19039,13531,15430,30000
23,179,18412,14101,15488,29999
24,179,18878,13896,15203,30023
25,179,17926,14368,15150,30556
26,179,17928,14210,15215,30647
27,179,16782,13702,15174,32342
28,179,17455,13686,15682,31177
29,179,19189,14329,15627,28855
30,179,20423,13500,16116,27961
31,179,20142,13586,15988,28284
32,179,21321,13179,16784,26716
33,179,21477,13315,16779,26429
34,179,21006,13216,16643,27135
35,179,20726,13201,16721,27352
36,179,20699,13555,16865,26881
37,179,21107,13222,16560,27111
38,179,21871,13598,16130,26401
39,179,22751,14268,16014,24967
40,179,23777,13685,16260,24278
41,179,21653,12837,17057,26453
42,179,21821,12770,16882,26527
43,179,20559,12638,16935,27868
44,179,20867,12717,16682,27734
45,179,20836,12691,16867,27606
46,179,22023,12218,17241,26518
47,179,21956,12495,17336,26213
48,179,22030,12195,17124,26651
49,179,22615,12737,17049,25599
50,179,21469,12230,16924,27377
51,179,23123,12189,17104,25584
52,179,23884,12289,17293,24534
53,179,23904,12538,17344,24214
54,179,22838,12013,18067,25082
55,179,23560,11792,18016,24632
56,179,21622,12325,17334,26719
57,179,22355,12522,17792,25331
58,179,21201,12214,17665,26920
59,179,21950,11851,18583,25616
60,179,20978,11535,19164,26323
61,179,20432,11226,19367,26975
62,179,21353,11645,18863,26139
63,179,23437,12527,17976,24060
64,179,22230,13014,17218,25538
65,179,21970,13122,17207,25701
66,179,20093,13167,17012,27728
67,179,20859,13364,16468,27309
68,179,20807,13367,16516,27310
69,179,20664,13411,16604,27321
70,179,20905,13307,16373,27415
71,179,21494,13053,16544,26909
72,179,21657,12916,16636,26791
73,179,21279,12833,16896,26992
74,179,22856,13412,16616,25116
75,179,22930,13501,16676,24893
76,179,25013,12768,17322,22897
