round,seed,exploit,coop,exploit_,defect
1,16,11732,29597,17191,19480
2,16,12069,30483,16816,18632
3,16,12608,29019,16442,19931
4,16,12353,29489,16601,19557
5,16,13028,27982,16708,20282
6,16,12904,28357,16564,20175
7,16,12953,28011,16748,20288
8,16,12549,26699,17248,21504
9,16,12519,26644,17253,21584
10,16,12820,28116,16870,20194
11,16,12338,28951,17405,19306
12,16,12364,30417,16975,18244
13,16,12380,28354,17112,20154
14,16,12394,28366,17022,20218
15,16,12279,30009,16728,18984
16,16,12572,29611,16831,18986
17,16,12184,32028,16693,17095
18,16,12002,31872,17003,17123
19,16,12113,31920,16760,17207
20,16,12320,29817,16890,18973
21,16,12104,30264,16932,18700
22,16,12104,30093,16992,18811
23,16,11839,28611,17799,19751
24,16,11812,29079,17916,19193
25,16,11955,28732,17769,19544
26,16,12030,28820,17725,19425
27,16,11890,28772,17716,19622
28,16,12180,27370,17885,20565
29,16,12345,27094,17395,21166
30,16,12404,26996,17356,21244
31,16,12198,25795,17832,22175
32,16,12688,25858,17998,21456
33,16,12696,25779,18031,21494
34,16,12451,25921,17913,21715
35,16,12505,28030,17760,19705
36,16,12357,28174,17764,19705
37,16,12451,28069,17342,20138
38,16,12862,29039,16790,19309
39,16,12449,30575,17063,17913
40,16,12142,31258,17259,17341
41,16,11944,32111,17625,16320
42,16,11986,29837,17862,18315
43,16,12503,28927,17369,19201
44,16,12565,28805,17080,19550
45,16,12462,28479,16749,20310
46,16,11936,25841,17653,22570
47,16,11465,24534,18356,23645
48,16,11166,26197,18405,22232
49,16,11454,27644,17798,21104
50,16,11533,27514,17835,21118
51,16,12042,26244,17477,22237
52,16,11965,25968,17433,22634
53,16,11928,25863,17617,22592
54,16,12662,23871,16647,24820
55,16,12796,22260,16658,26286
56,16,12703,22308,16785,26204
57,16,12772,22143,16900,26185
58,16,12402,23857,16944,24797
59,16,12421,22836,17029,25714
60,16,12284,22930,16877,25909
61,16,12529,22773,16915,25783
62,16,12407,23301,16750,25542
63,16,12053,21661,17282,27004
64,16,11493,23600,17486,25421
65,16,11640,23136,17669,25555
66,16,12008,22179,17069,26744
67,16,12018,22289,17072,26621
68,16,11881,22366,16989,26764
69,16,11990,22542,17094,26374
70,16,12303,24163,16689,24845
71,16,12770,22763,16392,26075
72,16,12620,24185,16417,24778
73,16,12295,25340,17101,23264
74,16,11714,24069,17595,24622
75,16,12173,22288,17390,26149
76,16,11777,20593,17539,28091
77,16,12126,21821,17166,26887
78,16,12046,23835,16884,25235
79,16,12734,22336,16665,26265
80,16,12987,21126,16015,27872
81,16,13075,21220,16285,27420
82,16,13156,21301,16232,27311
83,16,13861,22317,15718,26104
84,16,13818,23240,15734,25208
85,16,13793,24675,15883,23649
86,16,13681,24346,15851,24122
87,16,13957,24636,15904,23503
88,16,13162,23321,16543,24974
89,16,13782,21705,16130,26383
90,16,13756,21525,16354,26365
91,16,13486,20534,16642,27338
92,16,14156,22115,15909,25820
93,16,13202,23986,16894,23918
94,16,13454,22411,16938,25197
95,16,13217,22834,17375,24574
96,16,12916,21481,18105,25498
97,16,13844,23313,17453,23390
98,16,14153,23629,17472,22746
99,16,13305,25147,17983,21565
100,16,11979,27316,18902,19803
101,16,12176,27201,18666,19957
102,16,12418,25490,19243,20849
103,16,13024,24080,19170,21726
104,16,13284,24493,19197,21026
105,16,13295,25256,19704,19745
106,16,13728,23576,19737,20959
107,16,13622,25278,19987,19113
108,16,13726,25639,20224,18411
109,16,12594,27426,20930,17050
110,16,12550,27592,20945,16913
111,16,12644,27465,21094,16797
112,16,12312,29450,20824,15414
113,16,13662,27516,19906,16916
114,16,13228,25696,20600,18476
115,16,13531,24086,20940,19443
116,16,13570,25375,20216,18839
117,16,13495,25554,20117,18834
118,16,12547,27363,20774,17316
119,16,11854,29321,21020,15805
120,16,11990,30984,20169,14857
121,16,12568,32846,18704,13882
122,16,12184,33341,19426,13049
123,16,12237,31581,20367,13815
124,16,11527,33521,20500,12452
125,16,12390,35747,18704,11159
126,16,12248,35826,18748,11178
127,16,12359,34103,19818,11720
128,16,11674,31948,21342,13036
129,16,11845,31698,20838,13619
130,16,11874,31294,21180,13652
131,16,11891,31612,20844,13653
132,16,11368,29851,22268,14513
133,16,12019,30036,22071,13874
134,16,11947,30076,22026,13951
135,16,12002,29974,21650,14374
136,16,11887,29792,21692,14629
137,16,11896,29739,21793,14572
138,16,12035,31846,20683,13436
139,16,12745,29517,20698,15040
140,16,12718,29605,20608,15069
141,16,12712,29564,20654,15070
142,16,12787,29711,20438,15064
143,16,12570,29767,20695,14968
144,16,12733,29486,20645,15136
145,16,12694,29833,20724,14749
