round,seed,exploit,defect,exploit_,coop
1,123,16748,19552,12142,29558
2,123,16815,19438,12085,29662
3,123,16946,20071,12241,28742
4,123,17718,22103,11519,26660
5,123,17768,21834,11403,26995
6,123,17667,22254,11472,26607
7,123,16946,20080,12062,28912
8,123,16988,19888,12181,28943
9,123,17079,21994,12081,26846
10,123,16748,22541,12184,26527
11,123,16121,20834,13121,27924
12,123,15959,21184,12719,28138
13,123,15816,22186,13378,26620
14,123,15899,20879,13053,28169
15,123,15830,20914,12908,28348
16,123,15777,19516,13391,29316
17,123,15575,19763,13240,29422
18,123,15613,19315,13603,29469
19,123,14619,17845,13855,31681
20,123,14673,17972,14074,31281
21,123,14646,17599,13961,31794
22,123,14813,17200,13982,32005
23,123,14518,17018,14195,32269
24,123,14680,17470,14094,31756
25,123,15341,18886,13348,30425
26,123,15632,18701,13507,30160
27,123,15471,20312,13934,28283
28,123,15558,18262,13563,30617
29,123,15550,18258,13763,30429
30,123,16048,17775,13339,30838
31,123,15972,18051,13142,30835
32,123,15953,17779,13268,31000
33,123,15674,19215,13973,29138
34,123,15870,19105,14188,28837
35,123,16380,21058,13225,27337
36,123,16484,19644,12978,28894
37,123,16456,19135,13208,29201
38,123,16333,19147,13118,29402
39,123,16689,17724,12507,31080
40,123,16677,17493,12252,31578
41,123,17345,15728,11398,33529
42,123,17354,16625,11959,32062
43,123,17193,17028,12085,31694
44,123,17485,16211,11904,32400
45,123,17613,16310,11910,32167
46,123,18081,17428,11919,30572
47,123,17776,17830,12030,30364
48,123,17308,16656,12364,31672
49,123,17492,16168,11792,32548
50,123,17660,15766,11789,32785
51,123,17641,16940,12596,30823
52,123,17435,15919,12186,32460
53,123,16562,17689,13282,30467
54,123,16610,17782,13159,30449
55,123,17069,17163,13579,30189
56,123,16549,17571,13067,30813
57,123,17089,15882,12278,32751
58,123,17184,16601,12134,32081
59,123,16028,14674,13036,34262
60,123,15659,15122,13195,34024
61,123,15541,15270,13150,34039
62,123,15651,17149,13541,31659
63,123,15621,17067,13410,31902
64,123,15561,17707,13446,31286
65,123,15806,18404,14000,29790
66,123,15749,18624,13916,29711
67,123,15817,18677,14016,29490
68,123,15571,17965,14344,30120
69,123,16483,19397,13745,28375
70,123,16569,17509,13222,30700
71,123,16663,17040,13450,30847
72,123,17344,18988,12971,28697
73,123,17254,19448,13064,28234
74,123,18360,20490,12406,26744
75,123,18220,20511,12447,26822
76,123,18169,20993,12398,26440
77,123,17561,19587,12688,28164
78,123,17064,18301,12752,29883
79,123,17290,19276,12173,29261
80,123,16640,20436,12714,28210
81,123,16665,21679,12975,26681
82,123,15762,19507,13884,28847
83,123,15538,19400,13884,29178
84,123,15710,19564,13803,28923
85,123,15750,19588,13869,28793
86,123,15356,19333,13729,29582
87,123,15743,17316,13338,31603
88,123,15141,15988,13801,33070
89,123,15120,15986,13827,33067
90,123,15040,14540,13296,35124
91,123,14689,13684,13312,36315
92,123,14228,14875,13932,34965
93,123,14930,16307,13991,32772
94,123,15299,17738,13857,31106
95,123,15374,17161,14202,31263
96,123,15494,17652,14056,30798
97,123,15196,17641,13959,31204
98,123,15196,18031,13799,30974
99,123,15558,17953,14033,30456
100,123,15129,18372,13851,30648
101,123,14477,16189,14372,32962
102,123,14540,15841,14446,33173
103,123,14753,14715,13527,35005
104,123,15148,15731,13816,33305
105,123,15129,15331,13832,33708
106,123,15188,15242,13819,33751
107,123,15798,16486,13788,31928
108,123,16268,15959,13565,32208
109,123,16137,15985,13494,32384
110,123,14865,15050,13978,34107
111,123,14972,14810,14071,34147
112,123,15412,14355,13824,34409
113,123,15251,14370,13901,34478
114,123,14959,14368,13768,34905
115,123,14723,13308,13565,36404
116,123,14498,13629,13696,36177
117,123,14463,13987,13777,35773
118,123,14537,13906,13760,35797
119,123,14819,12492,12903,37786
120,123,14725,13025,13286,36964
121,123,14472,13066,13129,37333
122,123,14495,12905,13230,37370
123,123,14441,12783,13296,37480
124,123,14427,12917,13212,37444
125,123,14100,11745,13175,38980
126,123,14087,11696,13181,39036
127,123,13899,11827,13177,39097
128,123,14132,10239,12566,41063
129,123,14185,9943,12380,41492
130,123,14286,11833,13044,38837
131,123,14254,11727,12955,39064
132,123,14012,11280,12977,39731
133,123,14067,10966,12760,40207
134,123,13197,9232,12690,42881
135,123,13128,9045,12854,42973
136,123,12992,8663,12999,43346
137,123,13132,8928,12748,43192
138,123,13253,9111,13036,42600
139,123,13210,8895,12619,43276
140,123,13482,8568,12421,43529
141,123,13424,9047,12194,43335
142,123,13814,9313,12145,42728
143,123,13898,9464,12362,42276
144,123,13830,8841,12266,43063
145,123,13895,8756,12312,43037
146,123,13479,8647,12078,43796
147,123,13544,8575,12319,43562
148,123,13582,8872,12044,43502
149,123,13633,9086,12408,42873
150,123,13700,9230,12274,42796
151,123,13357,8876,12378,43389
152,123,13076,7879,12050,44995
153,123,14062,9389,12019,42530
154,123,13813,7514,11328,45345
155,123,14008,8011,11384,44597
156,123,13769,8275,11516,44440
157,123,13692,8110,11451,44747
158,123,12634,7019,11658,46689
159,123,12925,6948,11881,46246
160,123,12670,7262,11783,46285
161,123,12799,5532,10747,48922
162,123,12802,5564,10897,48737
163,123,12573,5525,10928,48974
164,123,12375,5402,10572,49651
165,123,12352,5221,10641,49786
166,123,12711,5753,10787,48749
167,123,12721,5681,10733,48865
168,123,12489,5451,10814,49246
169,123,12197,4959,10799,50045
170,123,12008,5115,10782,50095
171,123,12106,4887,10835,50172
172,123,12348,5194,10840,49618
173,123,12404,5179,10715,49702
174,123,12271,5486,11005,49238
175,123,12503,5467,11238,48792
176,123,12498,5586,11334,48582
177,123,12403,5675,11270,48652
178,123,12502,5879,11502,48117
179,123,12391,5692,11206,48711
180,123,12368,5538,11139,48955
181,123,12559,7171,12052,46218
182,123,12449,5835,11377,48339
183,123,12025,4394,11099,50482
184,123,11559,4248,11023,51170
185,123,11679,4355,10841,51125
186,123,11851,4626,11134,50389
187,123,12280,4911,11479,49330
188,123,12073,4837,11510,49580
189,123,12242,4711,11313,49734
190,123,12170,4681,11392,49757
191,123,12409,6272,11977,47342
192,123,12499,6128,12029,47344
193,123,12244,5967,11844,47945
194,123,12580,6434,11994,46992
195,123,12305,6228,11650,47817
196,123,11969,5790,11891,48350
197,123,12107,6239,12133,47521
198,123,12200,5686,12015,48099
199,123,10971,4385,11835,50809
200,123,11067,4716,11882,50335
201,123,11638,4923,11936,49503
202,123,11891,4927,12214,48968
203,123,11844,5130,12303,48723
204,123,11887,5143,12497,48473
205,123,11866,4990,12450,48694
206,123,12069,5300,12766,47865
207,123,11974,5701,12552,47773
208,123,11955,5443,12745,47857
209,123,11992,5081,12693,48234
210,123,11690,5107,12376,48827
211,123,11757,5172,12376,48695
212,123,11929,5593,12562,47916
213,123,11855,5175,12573,48397
214,123,11854,5695,12845,47606
215,123,11614,5256,12563,48567
216,123,11912,5520,12683,47885
217,123,11966,5569,12781,47684
218,123,11675,5176,12552,48597
219,123,11995,5587,12828,47590
220,123,12216,5678,12789,47317
221,123,12267,5612,12840,47281
222,123,12294,5822,12968,46916
223,123,12485,5837,13034,46644
224,123,12597,5936,13428,46039
225,123,12575,4271,12897,48257
226,123,12494,4237,12798,48471
227,123,12417,4605,12942,48036
228,123,12148,4301,12669,48882
229,123,12405,4143,12983,48469
230,123,12357,4377,12911,48355
231,123,11765,4059,12571,49605
232,123,11993,4080,12625,49302
233,123,12110,4265,13097,48528
234,123,12167,4444,12876,48513
235,123,12478,4585,13165,47772
236,123,12385,4583,13169,47863
237,123,12149,4345,12888,48618
238,123,11948,5698,13853,46501
239,123,12058,5939,13911,46092
240,123,11711,5866,13650,46773
241,123,12145,7358,13869,44628
242,123,12569,7443,13902,44086
243,123,12523,7421,13638,44418
244,123,12423,7631,13506,44440
245,123,12319,7321,13546,44814
246,123,12049,7015,13277,45659
247,123,12044,6896,13145,45915
248,123,11903,8710,14090,43297
249,123,12017,7899,13658,44426
250,123,12093,8158,13628,44121
251,123,12075,8298,13726,43901
252,123,11849,8044,13607,44500
253,123,11918,8146,13668,44268
254,123,12081,8108,13824,43987
255,123,12136,8304,13742,43818
256,123,12213,8273,13911,43603
257,123,12333,8537,13883,43247
258,123,12568,9227,13991,42214
259,123,12377,9280,13741,42602
260,123,13310,10908,13738,40044
261,123,13553,10847,13876,39724
262,123,13631,11661,13839,38869
263,123,13768,12022,13854,38356
264,123,13475,11782,13829,38914
265,123,13506,10923,13626,39945
266,123,13447,11296,13614,39643
267,123,13317,10805,13472,40406
