round,seed,exploit,coop,exploit_,defect
1,16,11732,29597,17191,19480
2,16,12181,30822,16749,18248
3,16,12678,29443,16335,19544
4,16,12682,29344,16303,19671
5,16,13289,27872,16294,20545
6,16,13201,28261,16287,20251
7,16,12664,30208,16674,18454
8,16,12311,28569,17245,19875
9,16,12116,30545,16865,18474
10,16,12316,30235,16932,18517
11,16,13056,29000,16474,19470
12,16,13050,28780,16410,19760
13,16,13267,26588,16596,21549
14,16,13185,26508,16552,21755
15,16,13176,25191,16612,23021
16,16,13365,25082,16733,22820
17,16,13199,26813,16703,21285
18,16,13102,25282,17140,22476
19,16,13063,25368,17024,22545
20,16,13431,23665,17108,23796
21,16,13886,22631,16573,24910
22,16,14923,20605,15586,26886
23,16,15431,20701,15590,26278
24,16,15185,21968,15450,25397
25,16,15249,22090,15468,25193
26,16,15329,20853,15020,26798
27,16,14426,22428,16231,24915
28,16,14314,22972,16573,24141
29,16,14394,22876,16672,24058
30,16,14356,23129,17051,23464
31,16,14714,23769,16968,22549
32,16,15081,23892,16829,22198
33,16,15122,24133,17531,21214
34,16,13746,26177,18617,19460
35,16,13498,27912,18226,18364
36,16,13235,29614,17939,17212
37,16,13255,29723,17258,17764
38,16,14246,31318,16134,16302
39,16,13533,32843,16349,15275
40,16,13861,32371,15950,15818
41,16,13509,33354,16162,14975
42,16,13592,33552,16260,14596
43,16,14685,31648,15987,15680
44,16,14721,31473,16196,15610
45,16,14620,31664,15994,15722
46,16,14764,31735,15936,15565
47,16,14988,31952,15875,15185
48,16,15134,31591,15678,15597
49,16,15307,32062,15579,15052
50,16,15707,34168,14522,13603
51,16,15736,34317,14460,13487
52,16,15382,32169,15426,15023
53,16,15252,32398,15841,14509
54,16,15356,32248,15823,14573
55,16,15660,30941,16137,15262
56,16,16287,29249,16403,16061
57,16,15515,31228,16203,15054
58,16,15557,30723,16122,15598
59,16,15706,28701,16588,17005
60,16,15502,30345,16043,16110
61,16,16395,32452,14735,14418
62,16,16316,32175,14394,15115
63,16,16311,30476,14974,16239
64,16,15502,32504,15541,14453
65,16,15388,32427,15455,14730
66,16,15541,32330,15630,14499
67,16,15464,32424,15451,14661
68,16,15056,34276,15087,13581
69,16,13583,36733,15747,11937
70,16,13425,34298,16762,13515
71,16,13640,34144,16664,13552
72,16,13302,36215,16106,12377
73,16,13363,36281,16064,12292
74,16,12313,34121,17510,14056
75,16,12476,34336,17798,13390
76,16,12502,34701,17815,12982
77,16,12617,36767,17119,11497
78,16,12671,34626,17706,12997
79,16,14255,32389,16819,14537
80,16,14403,32098,16540,14959
81,16,15575,29991,15711,16723
82,16,15493,30397,15992,16118
83,16,16352,32543,14569,14536
84,16,16952,30387,14643,16018
85,16,17399,28598,14944,17059
86,16,16858,28006,15011,18125
87,16,17226,28358,14968,17448
88,16,15931,26422,16331,19316
89,16,14981,28318,17161,17540
90,16,15081,28374,17029,17516
91,16,15226,28609,17024,17141
92,16,14134,26599,18368,18899
93,16,15529,24777,17331,20363
94,16,15492,25085,17495,19928
95,16,16496,23340,17180,20984
96,16,16574,23479,17062,20885
97,16,16501,23518,16988,20993
98,16,16842,23770,17327,20061
99,16,15741,25077,17703,19479
100,16,15853,25351,17748,19048
101,16,15720,25234,17482,19564
102,16,15524,26754,17222,18500
103,16,14239,28822,17952,16987
104,16,14115,30412,17353,16120
105,16,13667,31771,17055,15507
106,16,13403,32354,17271,14972
107,16,13479,32187,17343,14991
108,16,13565,30512,17964,15959
109,16,13708,30579,17928,15785
110,16,13548,32275,17265,14912
111,16,12971,34357,17245,13427
112,16,13130,34739,17470,12661
113,16,13105,34621,17483,12791
114,16,13284,35201,17354,12161
115,16,13934,33246,17680,13140
116,16,13744,32529,17940,13787
117,16,12306,34991,18356,12347
118,16,12118,34886,18478,12518
119,16,12048,34853,18643,12456
120,16,12086,34969,18540,12405
121,16,12416,34924,18334,12326
122,16,11836,35454,19131,11579
123,16,11809,35417,19091,11683
124,16,11870,35428,19064,11638
125,16,11747,35582,19034,11637
126,16,13037,33565,18329,13069
127,16,13698,33777,18278,12247
128,16,13026,31798,19511,13665
129,16,12953,32153,20049,12845
130,16,14090,30178,20108,13624
131,16,14166,30240,20096,13498
132,16,13908,30405,20034,13653
133,16,14862,30410,19695,13033
134,16,14171,28438,21170,14221
135,16,14064,28214,20747,14975
136,16,14048,28164,20720,15068
137,16,13706,27974,20714,15606
138,16,13717,27989,20664,15630
139,16,13760,28041,20549,15650
140,16,13757,28080,20551,15612
141,16,14305,26196,20196,17303
142,16,15192,24567,20267,17974
143,16,15041,24606,20217,18136
144,16,14139,22829,21420,19612
145,16,12870,24558,22535,18037
146,16,13765,26324,21467,16444
147,16,15356,24456,20125,18063
148,16,15296,24642,20119,17943
149,16,16005,22553,19754,19688
150,16,17150,21054,18471,21325
151,16,17340,20856,18521,21283
152,16,17037,20662,18178,22123
153,16,15972,19170,19027,23831
154,16,16813,17535,17894,25758
155,16,16782,17453,18011,25754
156,16,16836,17543,17763,25858
157,16,16849,17564,17949,25638
158,16,15201,16006,19076,27717
159,16,15196,15936,19121,27747
160,16,14725,14951,19735,28589
161,16,13711,16276,21273,26740
162,16,13903,15912,20069,28116
163,16,14630,17031,19234,27105
164,16,13667,18546,19775,26012
165,16,14464,17354,19598,26584
166,16,14389,17346,19678,26587
167,16,13708,18378,20059,25855
168,16,14068,17048,19841,27043
169,16,14919,18628,19295,25158
170,16,16179,20326,18068,23427
171,16,16360,20281,18028,23331
172,16,16218,20404,17851,23527
173,16,16337,20432,17964,23267
174,16,16105,22074,18201,21620
175,16,15003,23854,18575,20568
176,16,15291,23885,18942,19882
177,16,14976,23650,18830,20544
178,16,15015,23448,18927,20610
179,16,15763,25284,18196,18757
180,16,15735,25454,17861,18950
181,16,15678,25463,18058,18801
182,16,16668,23988,17594,19750
183,16,16606,23860,17630,19904
184,16,16748,23891,17625,19736
185,16,15592,25434,18100,18874
186,16,16729,23834,17620,19817
187,16,16549,23587,17223,20641
188,16,16479,23589,17305,20627
189,16,16697,24939,16525,19839
190,16,16558,22958,16878,21606
191,16,15473,21262,17705,23560
192,16,15515,21365,17705,23415
193,16,15498,21369,17539,23594
194,16,14913,22926,18363,21798
195,16,15926,21593,17854,22627
196,16,16394,23130,16982,21494
197,16,15378,24638,17108,20876
198,16,15631,24736,17175,20458
199,16,16057,24810,17153,19980
200,16,15961,24660,17046,20333
201,16,15127,26235,17385,19253
202,16,15336,26671,17848,18145
203,16,15079,26751,17838,18332
204,16,15168,26853,17830,18149
205,16,15191,26392,17087,19330
206,16,14730,26153,17217,19900
207,16,15063,24081,17189,21667
208,16,15164,24021,17263,21552
209,16,14532,22522,18162,22784
210,16,14515,22640,18046,22799
211,16,14648,22552,17875,22925
212,16,14626,22503,17969,22902
213,16,14223,22144,18024,23609
214,16,14534,23712,17323,22431
215,16,14476,23846,17240,22438
216,16,14380,22387,17660,23573
217,16,14246,22705,18574,22475
218,16,14204,22795,18616,22385
219,16,14720,21569,18428,23283
220,16,14906,21443,18616,23035
221,16,14831,21544,18488,23137
222,16,15306,21809,18703,22182
223,16,14188,20199,19638,23975
224,16,14193,20453,20425,22929
225,16,14140,22233,19644,21983
226,16,14340,21996,19878,21786
227,16,15067,23570,19066,20297
228,16,15562,24032,18885,19521
229,16,15623,23790,19111,19476
230,16,15538,24126,18870,19466
231,16,15690,24046,18925,19339
232,16,15462,24110,18935,19493
233,16,16729,22015,18022,21234
234,16,16742,22213,17928,21117
235,16,16748,22143,17912,21197
236,16,16904,20608,17375,23113
237,16,16844,20792,18215,22149
238,16,16701,22284,17522,21493
239,16,16991,23328,16740,20941
240,16,16915,23427,16735,20923
241,16,17328,24993,15681,19998
242,16,17394,24856,15782,19968
243,16,17166,26760,15700,18374
244,16,18508,24999,14462,20031
245,16,18745,24749,14660,19846
246,16,19685,23086,13440,21789
247,16,19838,23092,13351,21719
248,16,19879,21680,13882,22559
249,16,19248,20121,14840,23791
250,16,19123,20339,14637,23901
251,16,18727,20048,14974,24251
252,16,18735,19993,14869,24403
253,16,18848,19981,14884,24287
254,16,19085,18376,14480,26059
255,16,19081,17913,13957,27049
256,16,20239,19710,12867,25184
257,16,20209,19818,12867,25106
258,16,19323,21577,13875,23225
259,16,19850,23077,13589,21484
260,16,19834,23262,13458,21446
261,16,19238,25226,13877,19659
262,16,19289,25104,14101,19506
263,16,19323,25193,13866,19618
264,16,18510,23104,15119,21267
265,16,18504,23226,14967,21303
266,16,18363,21354,15162,23121
267,16,19146,23315,14242,21297
268,16,18973,24467,13692,20868
269,16,18950,23793,13413,21844
270,16,18822,23565,12978,22635
271,16,18111,21591,13770,24528
272,16,18196,21689,13735,24380
273,16,17685,20579,14377,25359
274,16,18630,20837,14530,24003
275,16,18568,21035,14402,23995
276,16,17767,23047,15255,21931
277,16,17935,21006,14919,24140
278,16,16861,22689,15526,22924
279,16,17399,21396,15696,23509
280,16,17388,21345,15753,23514
281,16,16445,19564,16387,25604
282,16,15744,18101,16899,27256
283,16,15735,18028,16877,27360
284,16,15851,17806,16852,27491
285,16,15771,18039,16889,27301
286,16,17113,19635,15783,25469
287,16,16902,21176,16301,23621
288,16,16663,21413,16366,23558
289,16,16624,22958,16714,21704
290,16,16422,23082,16597,21899
291,16,16598,23096,16695,21611
292,16,17143,24548,15634,20675
293,16,16823,24147,15369,21661
294,16,16301,23592,15707,22400
295,16,15686,22233,16456,23625
296,16,15683,22194,16634,23489
297,16,15703,22110,16498,23689
298,16,16428,22810,16391,22371
299,16,16553,22556,16485,22406
300,16,16280,24724,16588,20408
301,16,17156,22657,15901,22286
302,16,16876,24524,15375,21225
303,16,16754,24532,15365,21349
304,16,16235,24186,15718,21861
305,16,16526,24743,15755,20976
306,16,16551,24958,16356,20135
307,16,15906,23361,17400,21333
308,16,16042,21572,17452,22934
309,16,16040,21451,17424,23085
310,16,16049,20114,17831,24006
311,16,15962,20238,17628,24172
312,16,16114,19869,17844,24173
313,16,15863,20153,17724,24260
314,16,15960,20137,17777,24126
315,16,17108,18622,17085,25185
316,16,17058,18902,17647,24393
317,16,17133,18942,17594,24331
318,16,17756,20521,17244,22479
319,16,17612,20706,17190,22492
320,16,17135,18974,17680,24211
321,16,18299,20651,16579,22471
322,16,17498,20609,16643,23250
323,16,17556,20307,16640,23497
324,16,17206,21777,16387,22630
325,16,17304,21551,16434,22711
326,16,16867,21206,15926,24001
327,16,16597,22784,16305,22314
328,16,16449,23060,16277,22214
329,16,16634,22669,16610,22087
330,16,16927,21801,16581,22691
331,16,16228,23278,17366,21128
332,16,14873,25346,18491,19290
333,16,14810,25321,18606,19263
334,16,14827,25116,18584,19473
335,16,14026,27079,18590,18305
336,16,14089,28608,18113,17190
337,16,14056,28606,18020,17318
338,16,14216,29846,17314,16624
339,16,14131,30044,17209,16616
340,16,14094,30046,17338,16522
341,16,12943,31648,17820,15589
342,16,12323,29718,18946,17013
343,16,12476,29153,18431,17940
344,16,12462,28643,18164,18731
345,16,12567,28283,17818,19332
346,16,12960,28470,17864,18706
347,16,12935,28556,17457,19052
348,16,13197,27939,17244,19620
349,16,13335,27678,17464,19523
350,16,13526,26797,17252,20425
351,16,13531,26686,17256,20527
352,16,14523,28919,16005,18553
353,16,14499,28796,15928,18777
354,16,14422,30606,15615,17357
355,16,15074,28662,15734,18530
356,16,15073,28601,15620,18706
357,16,14794,28870,15666,18670
358,16,14619,28251,15660,19470
359,16,14134,30734,15890,17242
360,16,13383,32343,16690,15584
361,16,13167,32689,16458,15686
362,16,13401,34549,15851,14199
363,16,13083,36359,15134,13424
364,16,12725,38504,14959,11812
365,16,12806,37731,15150,12313
366,16,12714,37532,14932,12822
367,16,12840,37345,15060,12755
368,16,13180,35642,15196,13982
369,16,13352,35032,14853,14763
370,16,13814,36730,14057,13399
371,16,13357,34627,15189,14827
372,16,13317,34870,15090,14723
373,16,13302,34807,15085,14806
374,16,12958,32701,16079,16262
375,16,14087,30731,15039,18143
376,16,14137,30824,15091,17948
377,16,14951,28752,14454,19843
378,16,15247,26829,14808,21116
379,16,14976,26801,14635,21588
380,16,15088,26820,14847,21245
381,16,14812,28626,14743,19819
382,16,14781,28472,14685,20062
383,16,15128,26830,14811,21231
384,16,14845,27085,14571,21499
385,16,14234,29377,15244,19145
386,16,14261,27184,15444,21111
387,16,14285,26964,15373,21378
388,16,14264,27012,15304,21420
389,16,14447,26752,15603,21198
390,16,14508,26698,15491,21303
391,16,14895,25107,14621,23377
392,16,14294,26577,15219,21910
393,16,14361,27893,15326,20420
394,16,14221,28204,15155,20420
395,16,14317,28612,15086,19985
396,16,14222,28718,15142,19918
397,16,14279,28487,15223,20011
398,16,14362,28501,15127,20010
399,16,13980,30436,14953,18631
400,16,14130,30693,14992,18185
401,16,14557,28569,14994,19880
402,16,14383,28870,14929,19818
403,16,14459,28719,14980,19842
404,16,14235,29215,15273,19277
405,16,14280,29231,15188,19301
406,16,14427,28554,15243,19776
407,16,14396,28905,15275,19424
408,16,14530,28972,15212,19286
409,16,13505,27017,16310,21168
410,16,13716,27356,16284,20644
411,16,13421,27400,16312,20867
412,16,14020,25691,16225,22064
413,16,13926,25383,15987,22704
414,16,13508,23807,16508,24177
415,16,13471,22009,16986,25534
416,16,12733,23774,17271,24222
417,16,12323,22155,17922,25600
418,16,12628,24037,17736,23599
419,16,12311,25817,17771,22101
420,16,12312,25248,17702,22738
421,16,12224,23298,17912,24566
422,16,12070,23189,18088,24653
423,16,12833,21792,17326,26049
424,16,12546,21577,17347,26530
425,16,12418,21896,17464,26222
426,16,12054,20208,18112,27626
427,16,12273,18995,17644,29088
428,16,12269,18845,17730,29156
429,16,12872,20143,17262,27723
430,16,13347,22363,16959,25331
431,16,13915,23680,16186,24219
432,16,14667,22195,15670,25468
433,16,14095,20769,15595,27541
434,16,14138,20703,16369,26790
435,16,13554,20338,16416,27692
436,16,13518,20604,16414,27464
437,16,13772,20195,16440,27593
438,16,13518,20619,16298,27565
439,16,13540,20344,16323,27793
440,16,13977,20657,16375,26991
441,16,14106,21001,16690,26203
442,16,14271,21021,16529,26179
443,16,13990,21406,16651,25953
444,16,14277,21113,16669,25941
445,16,14376,21372,16801,25451
446,16,14746,21828,17006,24420
447,16,14348,21332,16751,25569
448,16,14306,21473,16776,25445
449,16,14721,20192,16871,26216
450,16,14880,20235,16921,25964
451,16,14624,20215,16765,26396
452,16,14722,20754,17217,25307
453,16,15410,22032,16292,24266
454,16,15048,23434,16453,23065
455,16,14944,23672,16369,23015
456,16,15007,21776,16344,24873
457,16,15037,21670,16291,25002
458,16,15194,20336,16195,26275
459,16,16357,22154,15522,23967
460,16,16095,22169,15504,24232
461,16,16356,21996,15551,24097
462,16,16752,23988,15061,22199
463,16,17793,25845,13813,20549
464,16,18534,24030,13261,22175
465,16,17626,25471,13629,21274
466,16,18312,27055,12720,19913
467,16,18300,27174,12643,19883
468,16,18256,27210,12592,19942
469,16,18409,27135,12702,19754
470,16,17806,28973,12444,18777
471,16,18254,29080,12590,18076
472,16,18008,29393,12490,18109
473,16,18446,28799,12171,18584
474,16,19260,30977,11079,16684
475,16,18169,33170,11463,15198
476,16,17866,32747,11531,15856
477,16,17562,30844,12676,16918
478,16,16755,28687,13918,18640
479,16,16898,30342,12883,17877
480,16,16751,29816,13264,18169
481,16,16696,27694,13594,20016
482,16,16147,29344,13276,19233
483,16,16722,29869,13096,18313
484,16,16885,30190,13061,17864
485,16,16557,31711,13061,16671
486,16,16225,32061,12861,16853
487,16,16072,31465,13068,17395
488,16,16586,33240,12340,15834
489,16,16640,32967,12199,16194
490,16,16501,33768,12480,15251
491,16,16584,33378,12526,15512
492,16,16009,34907,12521,14563
493,16,15451,37645,12178,12726
494,16,15852,37933,12094,12121
495,16,15916,37352,11888,12844
496,16,15835,36571,12370,13224
497,16,15616,36610,11954,13820
498,16,15543,35546,12295,14616
499,16,15420,35769,12257,14554
500,16,15725,35262,12397,14616
501,16,15391,35835,12739,14035
502,16,14632,37474,12880,13014
503,16,14713,37365,12918,13004
504,16,14789,37378,12922,12911
505,16,14656,37357,12843,13144
506,16,14695,36970,12993,13342
507,16,15206,35391,12783,14620
508,16,15312,37815,12287,12586
509,16,15733,37068,12057,13142
510,16,15480,37393,11943,13184
511,16,15249,39634,11863,11254
512,16,15756,37590,11862,12792
513,16,15323,37335,12064,13278
514,16,15679,36828,11915,13578
515,16,16312,35221,11751,14716
516,16,15777,37832,11572,12819
517,16,15812,37302,11775,13111
518,16,15935,37464,11606,12995
519,16,14817,39293,12168,11722
520,16,14630,40545,11937,10888
521,16,14668,39928,12007,11397
522,16,15563,37714,11958,12765
523,16,15585,38724,11620,12071
524,16,15561,38213,11854,12372
525,16,15554,38962,11617,11867
526,16,15659,39104,11563,11674
527,16,15150,36736,12543,13571
528,16,15243,36346,12695,13716
529,16,15387,35888,12768,13957
530,16,15324,35601,12819,14256
531,16,14462,37610,12876,13052
532,16,15761,35103,12166,14970
533,16,15802,35445,12156,14597
534,16,15152,37042,12640,13166
535,16,14939,36976,12595,13490
536,16,13791,39401,13128,11680
537,16,14133,38558,13337,11972
538,16,14132,38303,13202,12363
539,16,13402,40561,13147,10890
540,16,13824,39852,13569,10755
541,16,13826,38871,13725,11578
542,16,13619,39498,13589,11294
543,16,13467,40518,13340,10675
544,16,13907,38974,12985,12134
545,16,14010,38917,13189,11884
