round,seed,defect,exploit,exploit_,coop
1,824,19553,16986,12215,29246
2,824,19319,17046,12238,29397
3,824,17483,17360,11766,31391
4,824,15593,16775,11768,33864
5,824,17110,16964,12086,31840
6,824,19091,16163,12876,29870
7,824,18138,16735,12491,30636
8,824,18061,16706,12558,30675
9,824,18162,16711,12454,30673
10,824,17245,16350,13160,31245
11,824,17210,16342,13092,31356
12,824,17197,16372,13098,31333
13,824,18413,16665,13580,29342
14,824,18361,16747,13481,29411
15,824,17953,16761,13092,30194
16,824,18812,16974,13628,28586
17,824,20423,18160,12863,26554
18,824,21676,17400,12998,25926
19,824,22131,17276,13434,25159
20,824,24365,17102,14034,22499
21,824,25192,17742,13887,21179
22,824,27506,18322,12608,19564
23,824,26989,18495,12835,19681
24,824,25281,19385,12305,21029
25,824,27319,18128,12882,19671
26,824,28427,18115,12617,18841
27,824,28552,17823,12561,19064
28,824,28480,18020,12610,18890
29,824,27127,18109,12932,19832
30,824,28592,18467,12622,18319
31,824,27096,18911,12374,19619
32,824,25192,19211,12030,21567
33,824,25615,18972,12153,21260
34,824,26003,18850,12182,20965
35,824,25255,18146,12525,22074
36,824,24199,18225,12386,23190
37,824,25380,18764,11939,21917
38,824,27324,17462,13088,20126
39,824,26173,16664,13468,21695
40,824,26251,16619,13459,21671
41,824,25870,16799,13498,21833
42,824,24745,16320,13818,23117
43,824,23488,16336,14288,23888
44,824,22158,15990,14236,25616
45,824,23055,16132,14637,24176
46,824,21878,15441,15069,25612
47,824,21807,15522,15193,25478
48,824,22675,14751,15434,25140
49,824,20950,14994,15091,26965
50,824,22268,15396,15043,25293
51,824,23060,15581,14591,24768
52,824,24030,15245,15262,23463
53,824,26479,15548,14515,21458
54,824,26987,15554,14617,20842
55,824,26664,15657,14093,21586
56,824,28037,15366,14592,20005
57,824,28648,15115,14670,19567
58,824,30013,15615,14165,18207
59,824,27749,15346,14988,19917
60,824,28014,15139,14897,19950
61,824,26597,14482,15396,21525
62,824,25137,14880,14869,23114
63,824,25179,15083,14967,22771
64,824,23165,14499,15292,25044
65,824,22967,14655,15101,25277
66,824,23005,14670,15459,24866
67,824,22571,14671,15272,25486
68,824,22538,14706,15281,25475
69,824,22555,14757,15294,25394
70,824,21355,14716,15118,26811
71,824,22173,15536,14750,25541
72,824,21454,15464,14370,26712
73,824,19383,15818,13869,28930
74,824,19383,15784,13825,29008
75,824,17820,15634,13522,31024
76,824,19917,15823,13833,28427
77,824,19877,15725,13630,28768
78,824,19939,15889,13806,28366
79,824,21221,16592,13190,26997
80,824,21955,16629,13138,26278
81,824,22388,16733,13024,25855
82,824,22410,16413,12805,26372
83,824,22338,16713,12878,26071
84,824,20762,16947,12434,27857
85,824,20734,16372,12522,28372
86,824,20467,16539,12643,28351
87,824,21905,16390,13528,26177
88,824,21987,16293,13189,26531
89,824,21864,16225,13031,26880
90,824,22962,16959,12855,25224
91,824,21528,16885,12756,26831
92,824,21553,16917,12848,26682
93,824,22562,17517,12492,25429
94,824,22364,17448,12446,25742
95,824,21853,17449,12804,25894
96,824,23199,16853,13492,24456
97,824,24471,16799,13875,22855
98,824,24265,16840,13932,22963
99,824,25748,16872,13912,21468
100,824,27172,17791,13206,19831
101,824,26800,17947,13260,19993
102,824,27820,17335,13166,19679
103,824,26472,16941,13554,21033
104,824,28488,17191,13063,19258
105,824,28358,17373,13066,19203
106,824,27214,16499,13523,20764
107,824,27702,16467,13440,20391
108,824,25506,16219,13681,22594
109,824,26166,16103,13732,21999
110,824,25022,15684,14083,23211
111,824,24483,15670,14116,23731
112,824,25690,16405,13979,21926
113,824,23657,16382,13984,23977
114,824,23848,16225,13967,23960
115,824,24004,16223,13845,23928
116,824,21696,15070,15113,26121
117,824,21649,15217,15076,26058
118,824,21792,15130,15224,25854
119,824,21814,14879,15142,26165
120,824,23174,15404,14946,24476
121,824,22909,15587,14882,24622
122,824,22131,15746,15219,24904
123,824,22229,15650,15171,24950
124,824,23307,16483,14855,23355
125,824,23417,16395,14848,23340
126,824,22349,15606,15106,24939
127,824,21266,14741,15501,26492
128,824,19180,14272,16114,28434
129,824,19351,14222,15876,28551
130,824,19992,14184,15803,28021
131,824,21180,15143,15562,26115
132,824,22382,15816,15050,24752
133,824,22503,15875,14807,24815
134,824,21152,15835,14616,26397
135,824,21024,15897,14715,26364
136,824,21201,15833,14617,26349
137,824,21280,15800,14501,26419
138,824,22282,16573,14282,24863
139,824,20415,17323,13270,26992
140,824,18348,16605,13944,29103
141,824,20206,15804,15055,26935
142,824,18343,16783,13841,29033
143,824,16612,17082,13262,31044
144,824,15726,16120,13466,32688
145,824,14445,16755,12234,34566
146,824,14591,16685,12100,34624
147,824,12597,17091,11189,37123
148,824,11624,16519,11235,38622
149,824,10275,15358,11415,40952
150,824,11921,15267,12645,38167
151,824,11992,15263,12377,38368
152,824,11972,15276,12321,38431
153,824,11973,15048,12252,38727
154,824,12135,15447,12469,37949
155,824,12123,15390,12513,37974
156,824,12262,15408,12624,37706
157,824,10637,15878,11188,40297
158,824,10552,15970,11142,40336
159,824,11032,15481,11449,40038
160,824,10998,15396,11400,40206
161,824,12322,15358,12361,37959
162,824,12538,15208,12435,37819
163,824,12554,14976,12445,38025
164,824,12733,15273,12463,37531
165,824,13521,15533,12475,36471
166,824,13827,15670,12367,36136
167,824,15650,14960,13430,33960
168,824,15667,15061,13365,33907
169,824,15234,14930,13698,34138
170,824,13970,15345,12544,36141
171,824,13733,15198,12649,36420
172,824,13781,15127,12411,36681
173,824,13450,15486,12514,36550
174,824,14925,15442,12990,34643
175,824,14934,15216,12843,35007
176,824,15178,15279,13091,34452
177,824,14999,15572,12993,34436
178,824,14990,15236,12984,34790
179,824,15451,15485,12957,34107
180,824,17559,15294,13346,31801
181,824,17116,15375,13208,32301
182,824,17116,15536,12997,32351
183,824,17265,15469,13034,32232
184,824,16886,15609,12980,32525
185,824,17671,15367,13237,31725
186,824,18721,16056,13028,30195
187,824,20144,16370,12665,28821
188,824,21257,16871,12882,26990
189,824,19913,16904,12159,29024
190,824,19894,17226,12460,28420
191,824,20081,16898,12266,28755
192,824,20415,16486,12449,28650
193,824,20571,16632,12777,28020
194,824,20816,16287,12584,28313
195,824,20857,16317,12736,28090
196,824,22451,15874,13350,26325
197,824,20758,15501,13462,28279
198,824,20737,15588,13666,28009
199,824,20889,15617,13712,27782
200,824,19751,14999,13727,29523
201,824,20816,14687,14353,28144
202,824,22045,14977,14605,26373
203,824,22805,14304,14633,26258
204,824,22857,14639,14900,25604
205,824,22659,14660,14572,26109
206,824,21754,14779,14857,26610
207,824,22426,14607,14564,26403
208,824,22417,14629,14763,26191
209,824,22622,14743,14540,26095
210,824,22533,14664,14596,26207
211,824,21755,14865,14141,27239
212,824,21171,15353,13830,27646
213,824,19479,15689,13118,29714
214,824,17890,16132,12858,31120
215,824,17985,16029,12925,31061
216,824,18142,15980,12740,31138
217,824,18949,16158,12656,30237
218,824,18518,15857,12721,30904
219,824,19617,15590,13498,29295
220,824,19851,15446,13665,29038
221,824,18428,15433,13263,30876
222,824,18558,15598,13209,30635
223,824,16329,14623,14137,32911
224,824,16734,14245,14191,32830
225,824,18339,14243,14457,30961
226,824,18466,14260,14453,30821
227,824,19941,13760,15183,29116
228,824,20419,13878,14800,28903
229,824,21042,14250,14669,28039
230,824,20936,14310,14691,28063
231,824,20756,14108,14595,28541
232,824,20247,14247,14923,28583
233,824,20056,14204,14759,28981
234,824,20135,14128,14788,28949
235,824,20084,14192,14690,29034
236,824,20396,14125,14871,28608
237,824,22575,14139,14735,26551
238,824,22499,13966,14744,26791
239,824,22255,14041,14558,27146
240,824,20736,14644,14234,28386
241,824,20133,14981,14081,28805
242,824,20227,14766,14137,28870
243,824,18625,15027,13397,30951
244,824,17226,15094,13769,31911
245,824,18983,14664,13705,30648
246,824,20546,14646,14113,28695
247,824,20762,14692,13978,28568
248,824,21833,15304,13708,27155
249,824,21156,15587,13631,27626
250,824,19794,15588,13390,29228
251,824,21126,16249,12873,27752
252,824,21335,16231,12813,27621
253,824,21256,16252,12838,27654
254,824,22790,16688,12706,25816
255,824,22766,16685,12600,25949
256,824,24272,16834,12810,24084
257,824,23755,17124,12672,24449
258,824,23501,17066,12536,24897
259,824,21662,17082,12509,26747
260,824,20776,17012,12895,27317
261,824,21798,16496,13329,26377
262,824,20419,16417,12896,28268
263,824,19109,16266,12793,29832
264,824,19009,16396,12743,29852
265,824,18230,16433,12814,30523
266,824,17997,16463,12891,30649
267,824,17819,16451,12608,31122
268,824,16841,15683,13036,32440
269,824,16594,15702,13069,32635
270,824,17161,15525,13117,32197
271,824,16965,15639,12897,32499
272,824,15463,15105,13368,34064
273,824,15089,15249,13206,34456
274,824,13812,14364,13463,36361
275,824,12004,14188,12695,39113
276,824,11287,14122,12936,39655
277,824,12110,13958,13378,38554
278,824,12272,14246,13286,38196
279,824,14264,14889,13101,35746
280,824,15904,15025,13568,33503
281,824,15913,15081,13348,33658
282,824,15639,15135,13285,33941
283,824,15699,15157,13413,33731
284,824,15148,15438,13055,34359
285,824,15214,15245,13086,34455
286,824,15560,15393,13016,34031
287,824,15505,15490,12891,34114
288,824,15823,15752,12856,33569
289,824,15519,15690,12813,33978
290,824,15559,15604,12702,34135
291,824,15673,15691,12692,33944
292,824,14861,15385,13181,34573
293,824,14604,15552,13178,34666
294,824,14775,15292,13017,34916
295,824,13664,14622,13299,36415
296,824,13107,14623,13010,37260
297,824,13406,14852,12827,36915
298,824,13431,14837,12871,36861
299,824,12035,15299,11938,38728
300,824,13736,15441,12407,36416
301,824,13764,15579,12213,36444
302,824,13409,15460,12420,36711
303,824,13305,15538,12346,36811
304,824,14060,15491,12410,36039
305,824,14325,15427,12415,35833
306,824,15107,16289,12035,34569
307,824,16584,17072,11869,32475
308,824,17183,16907,11625,32285
309,824,18102,16419,12030,31449
310,824,19983,16626,12098,29293
311,824,19926,16903,12098,29073
312,824,20346,16658,12280,28716
313,824,19869,16669,12164,29298
314,824,19278,17166,12245,29311
315,824,19590,16855,12280,29275
316,824,19333,17029,12306,29332
317,824,19195,16862,12230,29713
318,824,20409,16795,12621,28175
319,824,20870,16799,12392,27939
