round,seed,defect,exploit_,exploit,coop
1,461,19596,12117,16987,29300
2,461,19321,12169,16869,29641
3,461,20022,12719,16346,28913
4,461,19294,12354,16723,29629
5,461,17867,11965,16892,31276
6,461,16327,11596,16854,33223
7,461,17906,11824,16788,31482
8,461,17282,12161,16867,31690
9,461,16623,12130,16698,32549
10,461,17727,12507,16933,30833
11,461,17721,12368,16911,31000
12,461,17021,11844,16666,32469
13,461,17189,12120,16675,32016
14,461,15348,12658,15856,34138
15,461,13919,12682,15207,36192
16,461,13030,12464,15615,36891
17,461,15223,12763,15550,34464
18,461,16428,12573,16045,32954
19,461,15139,12621,15814,34426
20,461,13475,12592,15615,36318
21,461,12266,11935,15292,38507
22,461,12911,12413,15142,37534
23,461,13653,12369,15391,36587
24,461,13552,12281,15259,36908
25,461,13457,12143,15208,37192
26,461,15072,12637,15371,34920
27,461,15002,12734,15516,34748
28,461,14993,12692,15610,34705
29,461,13701,13232,14632,36435
30,461,13809,12938,14601,36652
31,461,14030,13114,14583,36273
32,461,14135,13091,14582,36192
33,461,14193,13108,14741,35958
34,461,15559,13208,14824,34409
35,461,16203,13665,14768,33364
36,461,14517,13313,14508,35662
37,461,13085,12952,14662,37301
38,461,13157,12814,14701,37328
39,461,13845,13032,14847,36276
40,461,14044,13117,14755,36084
41,461,14005,13017,14740,36238
42,461,15440,13553,14682,34325
43,461,13833,13253,14529,36385
44,461,12597,13708,13926,37769
45,461,12767,13969,14147,37117
46,461,12770,13922,13985,37323
47,461,12837,13815,14321,37027
48,461,13532,14265,14436,35767
49,461,13914,14455,14674,34957
50,461,14049,14551,14631,34769
51,461,13826,14244,14380,35550
52,461,13992,14585,14466,34957
53,461,13954,14247,14484,35315
54,461,13004,14413,14078,36505
55,461,13602,14195,13911,36292
56,461,13494,14347,14109,36050
57,461,13617,14529,14018,35836
58,461,11726,14413,14219,37642
59,461,11914,14265,14052,37769
60,461,11168,14056,14110,38666
61,461,10943,14059,14139,38859
62,461,11444,13867,14353,38336
63,461,11476,13980,14192,38352
64,461,11128,13930,14372,38570
65,461,9522,13362,14707,40409
66,461,9279,13151,14594,40976
67,461,9634,13208,14626,40532
68,461,9911,13225,14726,40138
69,461,9754,13319,14842,40085
70,461,9718,13307,14535,40440
71,461,8064,13314,14203,42419
72,461,7754,13416,14080,42750
73,461,7419,12902,13715,43964
74,461,7315,13031,13700,43954
75,461,6823,12594,13674,44909
76,461,8193,12496,14189,43122
77,461,8380,12326,14207,43087
78,461,8676,12433,14430,42461
79,461,8582,12601,14455,42362
80,461,8180,12402,14474,42944
81,461,8498,12698,14648,42156
82,461,8037,12523,14337,43103
83,461,8025,12459,14348,43168
84,461,7956,12547,14385,43112
85,461,7703,12147,14104,44046
86,461,7690,12296,14301,43713
87,461,7897,12240,14349,43514
88,461,8249,12601,14380,42770
89,461,7813,12426,14333,43428
90,461,7609,12232,14164,43995
91,461,8406,12577,14416,42601
92,461,8682,12611,14512,42195
93,461,8726,12932,14658,41684
94,461,8333,12586,14483,42598
95,461,8423,12883,14708,41986
96,461,8617,12986,14542,41855
97,461,10595,12843,14722,39840
98,461,10571,12870,14716,39843
99,461,10186,12872,14946,39996
100,461,8209,12708,14401,42682
101,461,8606,13148,14482,41764
102,461,8692,13079,14498,41731
103,461,8709,13077,14516,41698
104,461,10560,13398,14395,39647
105,461,10287,13497,14484,39732
106,461,10648,13161,14187,40004
107,461,11988,13568,14597,37847
108,461,12458,13573,14741,37228
109,461,12233,13495,14578,37694
110,461,12279,13380,14562,37779
111,461,12164,13652,14565,37619
112,461,13366,13065,15202,36367
113,461,13330,13133,15091,36446
114,461,15443,13611,14945,34001
115,461,17349,14346,14046,32259
116,461,19323,14978,13861,29838
117,461,18869,15137,13600,30394
118,461,19333,14900,13487,30280
119,461,19548,15089,13418,29945
120,461,19656,15017,13782,29545
121,461,21423,15799,13271,27507
122,461,21812,15690,13154,27344
123,461,21939,15822,13328,26911
124,461,22068,15655,13348,26929
125,461,22087,15779,13549,26585
126,461,20369,15339,13753,28539
127,461,20572,15331,13685,28412
128,461,20841,15110,13588,28461
129,461,20556,15419,14036,27989
130,461,20744,15285,13788,28183
131,461,20619,15414,13789,28178
132,461,19877,15579,13601,28943
133,461,20297,15510,13666,28527
134,461,20911,15572,13462,28055
135,461,20819,15654,13675,27852
136,461,22483,15530,13763,26224
137,461,23856,15549,13189,25406
138,461,24389,15569,13202,24840
139,461,23871,15747,13162,25220
140,461,26247,16011,12161,23581
141,461,26194,16076,12440,23290
142,461,24381,16692,12267,24660
143,461,25075,16625,12547,23753
144,461,26035,16218,12690,23057
145,461,25282,16217,12478,24023
146,461,25200,16031,12516,24253
147,461,23699,15970,13172,25159
148,461,25880,15140,13452,23528
149,461,25472,15366,13454,23708
150,461,23633,15692,12977,25698
151,461,23677,15966,13170,25187
152,461,24364,15728,13270,24638
153,461,22316,16036,13310,26338
154,461,23079,16024,13370,25527
155,461,22945,16016,13434,25605
156,461,22986,15977,13363,25674
157,461,22390,15925,13278,26407
158,461,23089,15915,13569,25427
159,461,23180,15891,13639,25290
160,461,21471,15875,13741,26913
161,461,21392,16091,13876,26641
162,461,20775,15789,13621,27815
163,461,20646,16126,13703,27525
164,461,20826,15916,13534,27724
165,461,20795,16071,13623,27511
166,461,22226,16286,13194,26294
167,461,22487,16279,13169,26065
168,461,22290,16232,13280,26198
169,461,22589,16249,13233,25929
170,461,22725,16121,13354,25800
171,461,22684,16072,13264,25980
172,461,24777,15466,13418,24339
173,461,24330,15932,13596,24142
174,461,24467,15776,13248,24509
175,461,25710,15869,12916,23505
176,461,27416,15674,13014,21896
177,461,27662,15746,13234,21358
178,461,27241,15593,12819,22347
179,461,27592,15626,12869,21913
180,461,27417,15760,12919,21904
181,461,29213,15745,12936,20106
182,461,30019,15416,12818,19747
183,461,30611,15278,13090,19021
184,461,31825,15532,12407,18236
185,461,31610,15772,12298,18320
186,461,31845,15792,12324,18039
187,461,31567,15508,12261,18664
188,461,31506,15597,12372,18525
189,461,31795,15387,12488,18330
190,461,32065,15449,12582,17904
191,461,31926,15516,12432,18126
192,461,32625,15401,12415,17559
193,461,31597,15203,12656,18544
194,461,31909,15168,13203,17720
195,461,31941,15117,13055,17887
196,461,30730,15292,13182,18796
197,461,31567,14923,13265,18245
198,461,28820,14688,14001,20491
199,461,28041,14648,13759,21552
200,461,27839,14620,13844,21697
201,461,29502,15191,13582,19725
202,461,28474,15185,12949,21392
203,461,27756,15516,13252,21476
204,461,28349,15430,13252,20969
205,461,29750,14967,13214,20069
206,461,28443,15474,13098,20985
207,461,27152,15372,13567,21909
208,461,27896,15101,13581,21422
209,461,27832,15060,13555,21553
210,461,25977,14775,14269,22979
211,461,26463,14812,14288,22437
212,461,25274,14617,14478,23631
213,461,22855,15143,14681,25321
214,461,24549,14580,14546,24325
215,461,24526,14466,14451,24557
216,461,25924,14501,14757,22818
217,461,27223,14085,14981,21711
218,461,25517,13267,15245,23971
219,461,25190,13431,15708,23671
220,461,27242,12978,15583,22197
221,461,27369,13152,15629,21850
222,461,27425,13067,15570,21938
223,461,25785,13030,15904,23281
224,461,26122,13191,15901,22786
225,461,25806,12880,15902,23412
226,461,26708,13294,15680,22318
227,461,24245,13858,14842,25055
228,461,23743,14181,15087,24989
229,461,24404,14210,14764,24622
230,461,25133,14423,14925,23519
231,461,24623,14514,14741,24122
232,461,24643,14384,14845,24128
233,461,23244,14731,14704,25321
234,461,22683,14611,14888,25818
235,461,22430,14561,14831,26178
236,461,24050,14778,14456,24716
237,461,23669,14705,14471,25155
238,461,24656,15067,14423,23854
239,461,24271,14265,14276,25188
240,461,24674,14352,14827,24147
241,461,25432,14313,14885,23370
242,461,24882,14345,15055,23718
243,461,26227,14551,14624,22598
244,461,26044,14413,14164,23379
245,461,25498,14650,14361,23491
246,461,23525,15057,13940,25478
247,461,23848,15167,13970,25015
248,461,23096,15192,14340,25372
249,461,23276,15031,14074,25619
250,461,23021,14736,14260,25983
251,461,22420,14949,14534,26097
252,461,24579,14608,14077,24736
253,461,25151,14721,14327,23801
254,461,23157,14828,14123,25892
255,461,23394,14717,14126,25763
256,461,23045,14732,13844,26379
257,461,21406,14708,14380,27506
258,461,22300,14587,14691,26422
259,461,21169,14155,15334,27342
260,461,19470,14696,14809,29025
261,461,21091,14190,15054,27665
262,461,21144,14133,14741,27982
263,461,20879,14268,14766,28087
264,461,20590,14171,14899,28340
