round,seed,coop,exploit_,exploit,defect
1,2,29140,17434,11822,19604
2,2,29922,17326,11830,18922
3,2,27640,18030,11231,21099
4,2,25534,17969,11640,22857
5,2,24839,17998,11829,23334
6,2,26965,16874,11842,22319
7,2,26616,17608,11901,21875
8,2,27123,17291,12073,21513
9,2,25782,17605,12192,22421
10,2,24488,17559,11801,24152
11,2,23479,17653,11857,25011
12,2,23658,17586,11776,24980
13,2,23075,17892,11652,25381
14,2,22472,17563,10977,26988
15,2,22487,18057,11142,26314
16,2,23236,18065,10997,25702
17,2,22860,18301,10974,25865
18,2,22404,17810,11260,26526
19,2,20529,17571,10959,28941
20,2,18605,18141,10246,31008
21,2,17260,17748,10239,32753
22,2,16596,17470,10386,33548
23,2,17233,17488,10201,33078
24,2,16849,17567,10210,33374
25,2,17786,17288,10714,32212
26,2,17677,17502,10625,32196
27,2,18236,17200,10454,32110
28,2,16733,16862,10588,33817
29,2,17701,17065,10699,32535
30,2,17600,17224,11029,32147
31,2,17902,17133,11061,31904
32,2,17378,16769,11137,32716
33,2,17458,16969,11082,32491
34,2,17433,16428,11093,33046
35,2,15693,16139,11493,34675
36,2,15956,16186,11506,34352
37,2,16396,15981,11919,33704
38,2,15681,16164,11543,34612
39,2,17026,15894,12042,33038
40,2,18667,16006,12483,30844
41,2,19950,15780,12557,29713
42,2,21049,15939,12834,28178
43,2,20730,16067,12750,28453
44,2,19937,15529,13096,29438
45,2,20594,15653,13347,28406
46,2,20672,15657,12578,29093
47,2,21271,15786,12903,28040
48,2,22449,15640,13391,26520
49,2,23774,15163,13538,25525
50,2,24155,15147,13364,25334
51,2,23003,14815,13769,26413
52,2,20897,14286,14160,28657
53,2,20381,13913,14326,29380
54,2,21339,14035,14513,28113
55,2,21857,14222,14285,27636
56,2,23384,14538,14544,25534
57,2,23967,14307,14530,25196
58,2,23648,14464,14581,25307
59,2,25180,14734,14037,24049
60,2,25003,14732,14100,24165
61,2,26622,14722,13930,22726
62,2,26466,14711,14040,22783
63,2,26428,14741,14214,22617
64,2,26554,14765,14091,22590
65,2,26387,14730,14117,22766
66,2,27080,15032,14490,21398
67,2,27827,14996,14120,21057
68,2,28310,14727,14244,20719
69,2,27813,14771,14414,21002
70,2,27205,15203,14257,21335
71,2,28166,15214,14050,20570
72,2,28240,15111,13956,20693
73,2,26772,15462,13848,21918
74,2,28779,15691,13512,20018
75,2,29466,15785,13200,19549
76,2,28048,15722,13215,21015
77,2,30491,15068,13788,18653
78,2,30631,15135,13772,18462
79,2,29306,15630,13304,19760
80,2,30665,15280,13577,18478
81,2,31259,15238,13554,17949
82,2,32790,15101,13694,16415
83,2,34150,15245,13702,14903
84,2,34355,15065,13699,14881
85,2,33660,15285,13759,15296
86,2,33679,15117,13720,15484
87,2,33404,15274,13901,15421
88,2,33263,15409,13946,15382
89,2,33734,15054,13700,15512
90,2,34688,15690,13591,14031
91,2,35923,15530,13202,13345
92,2,34898,15768,13447,13887
93,2,35327,15455,13216,14002
94,2,34706,15609,13412,14273
95,2,35226,15449,13384,13941
96,2,35369,15490,13414,13727
97,2,35856,15464,13320,13360
98,2,36159,15238,13108,13495
99,2,38298,15097,13458,11147
100,2,37496,14972,13549,11983
101,2,38020,14923,13587,11470
102,2,37525,14953,13802,11720
103,2,38700,14580,13397,11323
104,2,37613,14986,13580,11821
105,2,37644,15076,13711,11569
106,2,38260,14919,13446,11375
107,2,37422,14993,13713,11872
108,2,37024,15026,13841,12109
109,2,37030,15090,13797,12083
110,2,34674,14765,14329,14232
111,2,35641,14810,14348,13201
112,2,34417,14985,14618,13980
113,2,35674,14895,14097,13334
114,2,34898,14913,14062,14127
115,2,34685,15086,14123,14106
116,2,33979,15294,14309,14418
117,2,33698,15382,14479,14441
118,2,34344,15193,14139,14324
119,2,33534,15331,14273,14862
120,2,33166,15624,14511,14699
121,2,33816,15388,14130,14666
122,2,33019,15641,14178,15162
123,2,33813,15561,14148,14478
124,2,33252,15697,14295,14756
125,2,31205,15582,14347,16866
126,2,31180,15499,14237,17084
127,2,29908,15938,14441,17713
128,2,29987,15773,14444,17796
129,2,30348,15852,14519,17281
130,2,30253,15877,14766,17104
131,2,30803,15631,14417,17149
132,2,31420,15335,14330,16915
133,2,30550,15781,14585,17084
134,2,29105,15713,14383,18799
135,2,28674,15829,14128,19369
136,2,27311,15595,13663,21431
137,2,27166,15791,13900,21143
138,2,26843,15732,13894,21531
139,2,26940,15768,13831,21461
140,2,27282,15850,13878,20990
141,2,27086,15784,13839,21291
142,2,27972,15895,13861,20272
143,2,27300,15775,13446,21479
144,2,26763,16028,13843,21366
145,2,24980,16257,13421,23342
146,2,24605,16165,13325,23905
147,2,24279,16241,13563,23917
148,2,24492,16247,13532,23729
149,2,25421,16284,13356,22939
150,2,25606,16164,13339,22891
151,2,25096,16271,13426,23207
152,2,25737,16193,13370,22700
153,2,24436,15833,13918,23813
154,2,24843,15756,13595,23806
155,2,24333,16161,14021,23485
156,2,24596,16055,14002,23347
157,2,24778,16005,13776,23441
158,2,24407,15933,13730,23930
159,2,24520,15988,13729,23763
160,2,25010,16112,13555,23323
161,2,25373,15898,13473,23256
162,2,25579,15979,13556,22886
163,2,25984,16281,13456,22279
164,2,24677,15733,13643,23947
165,2,25176,15549,13491,23784
166,2,25156,15472,13549,23823
167,2,27139,16099,13116,21646
168,2,27805,16233,13378,20584
169,2,27594,16223,13411,20772
170,2,28753,16532,13595,19120
171,2,28454,16410,13583,19553
172,2,27739,16824,13681,19756
173,2,27351,16585,13812,20252
174,2,28406,16161,13536,19897
175,2,28046,16424,13880,19650
176,2,28408,16236,13559,19797
177,2,28776,16181,13599,19444
178,2,28048,16270,13750,19932
179,2,28714,16411,13601,19274
180,2,29360,16310,13555,18775
181,2,29359,16394,13439,18808
182,2,29064,16296,13382,19258
183,2,28715,16405,13510,19370
184,2,27643,16640,14034,19683
185,2,28773,16225,13524,19478
186,2,28577,16380,13832,19211
187,2,28460,16514,13801,19225
188,2,29306,16119,13400,19175
189,2,29474,16257,13528,18741
190,2,29642,16226,13621,18511
