,seed,population_seed,strategy,average_sum,sd_sum,average_percentage,sd_percentage
0,450,953,coop,18414839,5307,0.236,0.068
1,450,953,defect,30443774,5953,0.39,0.077
2,450,953,exploitation,29141387,1387,0.374,0.018
