round,seed,defect,coop,exploit,exploit_
1,780,19588,29715,16700,11997
2,780,20394,28115,17730,11761
3,780,21945,26198,17294,12563
4,780,21920,26412,17334,12334
5,780,21172,26954,17556,12318
6,780,22351,25325,17709,12615
7,780,21432,26347,17654,12567
8,780,19225,28865,17888,12022
9,780,19453,28820,17852,11875
10,780,21148,26737,18931,11184
11,780,23365,24677,18867,11091
12,780,24461,23448,19229,10862
13,780,23602,23907,19433,11058
14,780,22476,24524,19579,11421
15,780,23220,23426,20229,11125
16,780,23949,22096,20153,11802
17,780,25830,20302,19112,12756
18,780,27227,18800,18313,13660
19,780,28393,17522,18607,13478
20,780,28294,17546,18471,13689
21,780,27629,17833,19122,13416
22,780,27305,17848,19078,13769
23,780,26263,19285,19683,12769
24,780,27181,18934,18853,13032
25,780,29139,17083,18208,13570
26,780,29877,16075,18072,13976
27,780,31945,14397,17988,13670
28,780,32012,14754,17719,13515
29,780,34216,13246,16901,13637
30,780,34185,13180,16868,13767
31,780,32880,14269,16974,13877
32,780,35105,12798,15502,14595
33,780,35392,12804,15317,14487
34,780,35190,12791,15210,14809
35,780,35112,12749,15504,14635
36,780,33758,13911,14898,15433
37,780,33810,14018,14750,15422
38,780,34074,13883,14753,15290
39,780,33986,13945,14764,15305
40,780,36206,12518,14758,14518
41,780,37642,11469,14999,13890
42,780,38995,10912,14734,13359
43,780,39789,10177,15165,12869
44,780,39527,10157,15254,13062
45,780,42019,8832,14317,12832
46,780,41995,8950,14154,12901
47,780,40681,9889,15083,12347
48,780,41002,9789,14863,12346
49,780,43291,8661,13447,12601
50,780,41933,9434,14066,12567
51,780,41882,9475,13958,12685
52,780,42496,9051,14122,12331
53,780,42486,9162,14143,12209
54,780,43700,8314,14108,11878
55,780,45729,7627,12876,11768
56,780,48517,6402,12571,10510
57,780,48081,6596,12741,10582
58,780,49611,5701,11947,10741
59,780,48981,6208,11823,10988
60,780,48210,6744,11804,11242
61,780,48026,6694,11881,11399
62,780,49707,5940,11370,10983
63,780,49558,6010,11533,10899
64,780,49276,5962,11669,11093
65,780,47967,6795,11969,11269
66,780,46940,7215,12530,11315
67,780,46988,7421,12344,11247
68,780,45472,8355,12379,11794
69,780,43869,9445,12784,11902
70,780,44113,9218,12742,11927
71,780,43417,9757,13062,11764
72,780,43217,9505,13323,11955
73,780,43490,9657,13148,11705
74,780,42726,10340,13207,11727
75,780,43006,9757,13134,12103
76,780,42413,10672,12877,12038
77,780,43651,9554,12597,12198
78,780,46271,8016,12906,10807
79,780,46422,8265,12803,10510
80,780,44821,9003,13359,10817
81,780,42350,10147,14977,10526
82,780,42362,10518,14679,10441
83,780,40658,11402,15557,10383
84,780,40696,11661,15447,10196
85,780,41038,11428,15128,10406
86,780,43821,9851,13612,10716
87,780,44521,9161,13660,10658
88,780,43879,9483,13780,10858
89,780,42479,10594,14423,10504
90,780,42254,10983,14110,10653
91,780,40206,12021,14839,10934
92,780,40340,11801,14914,10945
93,780,41872,10947,14326,10855
94,780,43018,9885,14442,10655
95,780,42905,10060,14491,10544
96,780,41269,11455,14456,10820
97,780,41346,11367,14394,10893
98,780,41567,11282,14282,10869
99,780,41834,10737,14637,10792
100,780,43012,10181,14015,10792
101,780,42893,10193,14181,10733
102,780,42844,10336,14022,10798
103,780,41793,10822,14023,11362
104,780,39287,12473,14595,11645
105,780,39179,12364,14762,11695
106,780,40450,11711,14218,11621
107,780,40348,11819,14190,11643
108,780,41155,11344,13949,11552
109,780,41168,11119,14097,11616
110,780,40807,11638,14136,11419
111,780,42285,10451,13880,11384
112,780,42304,10864,13664,11168
113,780,42761,10362,13520,11357
114,780,42947,10193,13392,11468
115,780,42812,10203,13527,11458
116,780,41428,11304,13829,11439
117,780,41434,11046,13876,11644
118,780,39534,12406,14642,11418
119,780,40512,11628,14860,11000
120,780,40767,11615,14827,10791
121,780,40728,11552,14700,11020
122,780,41104,11543,14426,10927
123,780,42102,10359,14490,11049
124,780,43689,9667,13778,10866
125,780,44527,9284,13484,10705
126,780,45353,8466,13133,11048
127,780,44930,8881,13219,10970
128,780,44595,9046,13512,10847
129,780,44369,9264,13386,10981
130,780,46146,8166,13576,10112
131,780,46251,8201,13456,10092
132,780,44458,9227,13491,10824
133,780,43666,9652,13467,11215
134,780,44575,9297,13297,10831
135,780,43551,9673,13701,11075
136,780,44774,8992,13668,10566
137,780,46132,8140,13175,10553
138,780,46028,8400,13065,10507
139,780,46799,7521,13077,10603
140,780,47072,7434,13040,10454
141,780,45540,8607,12684,11169
142,780,45402,8342,12950,11306
143,780,45265,8543,12864,11328
144,780,47177,7407,12689,10727
145,780,46883,7424,12798,10895
146,780,44526,8711,14354,10409
147,780,45085,8339,14396,10180
148,780,46153,7492,14446,9909
149,780,47628,6702,14777,8893
150,780,47410,6826,14624,9140
151,780,47738,6688,14590,8984
152,780,45197,7726,16389,8688
153,780,45785,7336,16224,8655
154,780,48033,6458,14520,8989
155,780,48137,6317,14458,9088
156,780,47560,6649,14541,9250
157,780,48874,5977,14243,8906
158,780,48909,5776,14174,9141
159,780,47593,6818,14230,9359
160,780,47527,6769,14259,9445
161,780,47492,6759,14289,9460
162,780,47500,6600,14378,9522
163,780,47495,6688,14383,9434
164,780,48236,6282,14272,9210
165,780,46910,6885,14458,9747
166,780,44287,8289,15941,9483
167,780,44406,8157,15908,9529
168,780,43035,9210,15883,9872
169,780,42765,9037,16148,10050
170,780,44116,8170,15991,9723
171,780,44286,8097,15767,9850
172,780,45950,7219,14856,9975
173,780,45824,7327,15025,9824
174,780,44889,8164,15072,9875
175,780,43439,8766,15032,10763
176,780,44322,8721,14365,10592
177,780,42649,9555,14687,11109
178,780,41271,10355,15094,11280
179,780,42935,9468,14709,10888
180,780,42667,9622,14846,10865
181,780,41978,10394,14451,11177
182,780,42014,10084,14636,11266
183,780,41765,10290,14612,11333
184,780,43538,9237,14546,10679
185,780,43472,9205,14703,10620
186,780,44037,8656,14498,10809
187,780,43561,9328,14692,10419
188,780,43427,9126,14900,10547
