round,seed,defect,exploit_,exploit,coop
1,411,19455,12244,17208,29093
2,411,21750,13046,16365,26839
3,411,22520,12897,16514,26069
4,411,20641,12134,17342,27883
5,411,21541,12402,16864,27193
6,411,20560,13001,16805,27634
7,411,20287,12915,16775,28023
8,411,18679,12372,16655,30294
9,411,18984,12306,17131,29579
10,411,18291,11867,17485,30357
11,411,18324,11666,17465,30545
12,411,17918,11817,17599,30666
13,411,19111,12942,17124,28823
14,411,19269,12827,16926,28978
15,411,19140,12812,16841,29207
16,411,20123,13155,17002,27720
17,411,20329,13198,17069,27404
18,411,21318,13519,16907,26256
19,411,23425,14637,16038,23900
20,411,23906,14672,15937,23485
21,411,23316,14776,15798,24110
22,411,24356,14382,15660,23602
23,411,26746,14097,15728,21429
24,411,25056,14011,16642,22291
25,411,25091,13949,16665,22295
26,411,22831,14948,16023,24198
27,411,23952,15122,16015,22911
28,411,24153,14975,15986,22886
29,411,25242,15590,15838,21330
30,411,25295,15596,15759,21350
31,411,25773,15187,16056,20984
32,411,23978,15175,16047,22800
33,411,26038,16087,15016,20859
34,411,25766,16122,15047,21065
35,411,25608,16172,15264,20956
36,411,25893,15944,15070,21093
37,411,25955,15920,15071,21054
38,411,26705,15531,15768,19996
39,411,27478,16134,15565,18823
40,411,26342,16848,14782,20028
41,411,25141,16011,15244,21604
42,411,24384,15941,15825,21850
43,411,25320,15600,16613,20467
44,411,27504,16095,15615,18786
45,411,29530,17183,14219,17068
46,411,29484,17099,14270,17147
47,411,28362,16447,14532,18659
48,411,26915,15813,15456,19816
49,411,27182,15769,15357,19692
50,411,26624,15879,15373,20124
51,411,27707,15806,15149,19338
52,411,26486,15622,14828,21064
53,411,27302,15812,15102,19784
54,411,26293,14935,15555,21217
55,411,26765,14519,15820,20896
56,411,26675,14645,15925,20755
57,411,26793,14535,15901,20771
58,411,28301,14331,15970,19398
59,411,28285,14183,16157,19375
60,411,26862,13302,16887,20949
61,411,25496,13710,16596,22198
62,411,25824,13824,16271,22081
63,411,28137,14521,15168,20174
64,411,27020,14105,16161,20714
65,411,26772,14263,16159,20806
66,411,28063,13554,17127,19256
67,411,28980,13790,16200,19030
68,411,30336,14350,15779,17535
69,411,29374,14564,15304,18758
70,411,29329,14726,15281,18664
71,411,30292,14417,15556,17735
72,411,30160,14582,15603,17655
73,411,29442,14301,16342,17915
74,411,29346,14217,16274,18163
75,411,29579,14263,16266,17892
76,411,29737,14210,16221,17832
77,411,30006,14211,16065,17718
78,411,27960,13724,17007,19309
79,411,25804,13467,17472,21257
80,411,23753,13995,17111,23141
81,411,23915,13980,17225,22880
82,411,23745,13800,17123,23332
83,411,21937,12870,18382,24811
84,411,22139,12867,18162,24832
85,411,22339,12629,18051,24981
86,411,23278,12482,18899,23341
87,411,25530,11679,19683,21108
88,411,27516,12120,18740,19624
89,411,28190,11843,19635,18332
90,411,28297,11783,19469,18451
91,411,29046,12048,19747,17159
92,411,29134,11924,19574,17368
93,411,31014,12854,18295,15837
94,411,31434,12677,18048,15841
95,411,31020,12895,18214,15871
96,411,29099,12091,19376,17434
97,411,28885,12241,19497,17377
98,411,27731,11684,19969,18616
99,411,26671,12182,19142,20005
100,411,26495,12167,19130,20208
101,411,27425,12142,19336,19097
102,411,26400,12092,19454,20054
103,411,24134,12396,19434,22036
104,411,23256,11775,19558,23411
105,411,22934,11863,19606,23597
106,411,23030,11936,19723,23311
107,411,23743,11700,19330,23227
108,411,23765,11614,19187,23434
109,411,22911,11498,20018,23573
110,411,25039,11357,19876,21728
111,411,24155,11831,19885,22129
112,411,24433,11901,19629,22037
113,411,24101,11958,19816,22125
114,411,23465,11221,20144,23170
115,411,22440,10985,19866,24709
116,411,20637,10770,19970,26623
117,411,20364,10829,20075,26732
118,411,21421,11712,19525,25342
119,411,21713,11689,19485,25113
120,411,21447,11718,19544,25291
121,411,23252,11955,19423,23370
122,411,22781,12019,19441,23759
123,411,21606,11889,20231,24274
124,411,20956,11630,19646,25768
125,411,21019,11929,19809,25243
126,411,22274,12489,19603,23634
127,411,22047,12435,19576,23942
