round,seed,defect,coop,exploit_,exploit
1,385,19631,29255,12113,17001
2,385,18968,29707,12037,17288
3,385,19844,29146,11921,17089
4,385,21109,27312,12313,17266
5,385,20726,27535,12240,17499
6,385,20393,28226,11983,17398
7,385,21404,27217,12553,16826
8,385,23488,25162,13198,16152
9,385,24390,24010,13202,16398
10,385,22981,25538,13815,15666
11,385,23809,24226,13823,16142
12,385,23474,24469,13731,16326
13,385,24005,24164,13304,16527
14,385,26331,22311,13953,15405
15,385,27531,20605,14447,15417
16,385,28395,20157,14524,14924
17,385,28443,20425,14328,14804
18,385,28118,20643,14677,14562
19,385,28706,20311,14361,14622
20,385,28841,20286,14304,14569
21,385,26512,21965,15508,14015
22,385,27804,20781,15218,14197
23,385,27329,21046,15002,14623
24,385,25988,22504,14871,14637
25,385,24774,23931,14866,14429
26,385,24519,23980,15015,14486
27,385,22874,25826,15415,13885
28,385,22188,26258,15693,13861
29,385,20203,28283,14898,14616
30,385,18818,30115,14755,14312
31,385,17373,31988,14370,14269
32,385,17702,31246,14439,14613
33,385,17888,31216,14329,14567
34,385,18198,31362,14308,14132
35,385,18707,30375,14398,14520
36,385,18881,30137,14337,14645
37,385,19664,29711,14001,14624
38,385,18146,31656,13709,14489
39,385,18282,31434,13670,14614
40,385,19721,29634,14363,14282
41,385,18016,31778,14381,13825
42,385,18225,30898,14900,13977
43,385,16618,32896,14062,14424
44,385,17432,32161,14350,14057
45,385,17497,32050,14412,14041
46,385,18207,31255,14290,14248
47,385,17349,31658,14573,14420
48,385,17731,31773,14344,14152
49,385,15692,33646,14106,14556
50,385,15504,34037,13834,14625
51,385,13584,36111,13654,14651
52,385,13710,36185,13627,14478
53,385,13793,35924,13759,14524
54,385,13378,36885,13386,14351
55,385,14558,35518,12947,14977
56,385,14658,35340,12975,15027
57,385,13078,36999,13403,14520
58,385,12971,36724,13651,14654
59,385,12709,37504,13309,14478
60,385,12727,37671,13249,14353
61,385,13121,37022,13317,14540
62,385,13028,37296,13204,14472
63,385,11604,38715,13805,13876
64,385,11576,38872,13674,13878
65,385,12077,38371,13611,13941
66,385,12036,38171,13802,13991
67,385,12030,38133,13770,14067
68,385,13590,35966,14513,13931
69,385,14935,34926,14616,13523
70,385,15159,34624,14591,13626
71,385,15220,34304,14661,13815
72,385,15456,34215,14720,13609
73,385,13936,36120,14665,13279
74,385,15576,33955,15559,12910
75,385,15258,34601,15319,12822
76,385,16839,33118,15374,12669
77,385,16284,33300,15609,12807
78,385,16019,33793,15735,12453
79,385,16133,33396,15881,12590
80,385,15769,34082,15786,12363
81,385,15640,33839,15924,12597
82,385,15704,33899,15976,12421
83,385,17519,31921,15814,12746
84,385,16925,32464,15910,12701
85,385,16941,32461,15967,12631
86,385,16453,32804,15833,12910
87,385,17944,31009,16055,12992
88,385,19095,30264,15697,12944
89,385,18785,30204,15922,13089
90,385,18367,30612,16089,12932
91,385,19370,29970,15517,13143
92,385,20513,28632,15718,13137
93,385,21945,27176,15367,13512
94,385,20264,28776,15356,13604
95,385,19533,29476,15439,13552
96,385,19182,30165,15164,13489
97,385,20004,29264,15582,13150
98,385,20626,28134,16255,12985
99,385,20528,28687,15855,12930
100,385,22191,26780,15370,13659
101,385,21968,26862,15467,13703
102,385,22240,26399,15407,13954
103,385,21376,27374,15597,13653
104,385,20175,28613,15789,13423
105,385,20007,28890,15821,13282
106,385,20420,28591,15567,13422
107,385,21565,27192,15842,13401
108,385,21758,26924,15892,13426
109,385,22111,26587,15875,13427
110,385,21954,26842,15806,13398
111,385,21740,27127,16093,13040
112,385,19879,28835,16049,13237
113,385,17980,30978,16581,12461
114,385,18008,30956,16614,12422
115,385,18208,31166,16465,12161
116,385,18169,31250,16572,12009
117,385,16417,33008,15606,12969
118,385,16987,32420,15605,12988
119,385,16938,32630,15557,12875
120,385,15068,34776,14627,13529
121,385,14941,34767,14590,13702
122,385,15404,34549,14756,13291
123,385,15108,34930,14917,13045
124,385,15000,35001,14847,13152
125,385,14570,35158,15033,13239
126,385,14638,35377,14810,13175
127,385,14374,35494,15083,13049
128,385,14772,35362,14821,13045
129,385,14295,35916,14628,13161
130,385,15720,34267,15459,12554
131,385,16020,33643,15601,12736
132,385,14170,36112,15666,12052
133,385,13146,37605,15211,12038
134,385,15163,35097,15211,12529
135,385,14813,35075,15277,12835
136,385,16076,33191,15899,12834
137,385,16303,33308,15417,12972
138,385,18556,30924,16336,12184
139,385,19230,29669,16641,12460
140,385,19373,29259,16734,12634
141,385,18395,30528,16520,12557
142,385,19153,29843,16784,12220
143,385,19276,29689,16855,12180
144,385,19165,29883,16765,12187
145,385,18708,30086,17147,12059
146,385,20898,28210,17075,11817
147,385,20577,28272,17342,11809
148,385,20721,28193,17267,11819
149,385,22733,25790,17862,11615
150,385,21762,26922,18269,11047
151,385,22467,25893,18523,11117
152,385,22919,26169,18107,10805
153,385,23850,24865,18808,10477
154,385,25324,23312,18937,10427
155,385,24637,23620,19398,10345
156,385,24713,23946,19163,10178
157,385,24495,23746,19406,10353
158,385,24790,23485,19327,10398
159,385,24727,23530,19289,10454
160,385,24694,23812,19263,10231
161,385,26024,21951,19731,10294
162,385,25799,22401,19593,10207
163,385,25803,22394,19698,10105
164,385,26804,21040,19961,10195
165,385,27031,20893,19880,10196
166,385,26830,21105,19840,10225
167,385,28378,19350,20202,10070
168,385,30301,17811,19504,10384
169,385,30592,17690,19348,10370
170,385,31083,17148,19624,10145
171,385,28985,19148,20710,9157
172,385,30348,18217,19948,9487
173,385,30240,18469,19885,9406
174,385,31027,17445,19945,9583
175,385,28789,19208,19823,10180
176,385,27135,20836,19016,11013
177,385,26594,20922,19366,11118
178,385,26721,20880,19232,11167
179,385,27582,19828,19150,11440
180,385,29779,18100,17838,12283
181,385,32119,16351,18105,11425
182,385,31973,16331,18056,11640
183,385,31358,17238,17835,11569
184,385,33135,15786,17707,11372
185,385,32817,16065,17460,11658
186,385,32722,16059,17486,11733
187,385,32728,16150,17440,11682
188,385,34895,14322,16400,12383
189,385,32762,15969,15839,13430
190,385,33718,15105,15318,13859
191,385,32765,16011,14980,14244
192,385,35162,14502,15427,12909
193,385,34156,15582,15321,12941
194,385,32718,16039,15525,13718
195,385,33665,15247,15668,13420
196,385,31394,16792,16503,13311
197,385,31329,16706,16521,13444
198,385,30516,17572,16334,13578
199,385,31951,16600,15695,13754
200,385,31827,16353,15904,13916
201,385,31329,16692,16092,13887
202,385,31468,16838,16060,13634
203,385,32051,15879,16289,13781
204,385,31356,16033,16430,14181
205,385,30470,17138,16304,14088
206,385,31870,15732,16986,13412
207,385,31737,16105,16818,13340
208,385,32663,14836,17141,13360
209,385,33257,14110,16985,13648
210,385,33069,13993,17142,13796
211,385,31831,14482,17748,13939
212,385,31683,14544,17739,14034
213,385,32516,13572,17894,14018
214,385,30175,15143,19199,13483
215,385,30191,15262,19200,13347
216,385,31364,14822,18905,12909
217,385,30943,14808,19188,13061
218,385,33056,13344,17953,13647
219,385,31736,13771,18449,14044
220,385,31709,13829,18457,14005
221,385,33749,12447,19071,12733
222,385,34240,11572,19677,12511
223,385,36235,11112,19008,11645
224,385,36004,11038,19198,11760
225,385,36477,10359,19762,11402
226,385,36027,11132,19785,11056
227,385,34773,12196,19729,11302
228,385,34669,12239,19758,11334
229,385,34866,12221,19724,11189
230,385,37154,10767,17982,12097
231,385,37019,10932,17941,12108
232,385,37149,10782,17978,12091
233,385,35036,12234,17065,13665
234,385,32696,13592,18125,13587
235,385,32511,13613,18163,13713
236,385,30620,14953,18824,13603
237,385,30519,14931,18893,13657
238,385,32499,13637,17317,14547
239,385,34868,12118,16402,14612
