round,seed,exploit,defect,exploit_,coop
1,559,17035,19587,12164,29214
2,559,17240,19188,12420,29152
3,559,17077,19501,12186,29236
4,559,16959,19588,12156,29297
5,559,16758,19851,12269,29122
6,559,16609,18316,12446,30629
7,559,16861,19541,12299,29299
8,559,16816,19353,12279,29552
9,559,17051,19702,12281,28966
10,559,16943,19847,12121,29089
11,559,17137,19797,12162,28904
12,559,17262,18305,11921,30512
13,559,16625,17402,11977,31996
14,559,16885,16699,12128,32288
15,559,16649,15581,11897,33873
16,559,16746,15430,11722,34102
17,559,16631,15597,11733,34039
18,559,16609,15712,11638,34041
19,559,16823,16564,11552,33061
20,559,17259,15828,11214,33699
21,559,16486,14190,11371,35953
22,559,16628,13685,11328,36359
23,559,17696,14892,10960,34452
24,559,17772,15076,10972,34180
25,559,16444,13572,11392,36592
26,559,16469,13538,11266,36727
27,559,16480,13325,11421,36774
28,559,16324,13197,11472,37007
29,559,16544,12607,11108,37741
30,559,16657,12096,11232,38015
31,559,16409,12532,11012,38047
32,559,16416,12891,11305,37388
33,559,17064,14341,11354,35241
34,559,16860,14714,11383,35043
35,559,16949,14638,11245,35168
36,559,16531,15264,11956,34249
37,559,16413,16122,12717,32748
38,559,16173,15441,12857,33529
39,559,16198,16023,12693,33086
40,559,15546,14376,12826,35252
41,559,15663,14123,12775,35439
42,559,15520,15967,13497,33016
43,559,15582,15437,13547,33434
44,559,15608,15132,13360,33900
45,559,15799,15728,13165,33308
46,559,15824,15452,13180,33544
47,559,15455,15820,13431,33294
48,559,15595,16382,13105,32918
49,559,15708,15970,13062,33260
50,559,16765,17964,12398,30873
51,559,17159,17418,12101,31322
52,559,17038,18238,12891,29833
53,559,17006,18239,12941,29814
54,559,17101,18709,12718,29472
55,559,16409,19801,13139,28651
56,559,16239,20792,13918,27051
57,559,15106,18916,14502,29476
58,559,15607,18132,14538,29723
59,559,15629,18556,14425,29390
60,559,15453,19303,14324,28920
61,559,16116,20525,14047,27312
62,559,15881,20970,13918,27231
63,559,16054,20931,13894,27121
64,559,15612,23047,14455,24886
65,559,15466,23146,14441,24947
66,559,15593,22698,14473,25236
67,559,15839,23669,14819,23673
68,559,16209,24720,14817,22254
69,559,15950,26026,14927,21097
70,559,15894,26146,14847,21113
71,559,15821,26045,14987,21147
72,559,15353,27973,15315,19359
73,559,15805,30254,14277,17664
74,559,15648,31618,14441,16293
75,559,15393,29163,15637,17807
76,559,14606,28498,15981,18915
77,559,14787,27232,15609,20372
78,559,14335,28156,16205,19304
79,559,14438,26970,17008,19584
80,559,14276,29374,16497,17853
81,559,14402,27487,16772,19339
82,559,14357,27145,16856,19642
83,559,14291,27220,16823,19666
84,559,14350,27024,16908,19718
85,559,14535,25969,16515,20981
86,559,14577,25803,16549,21071
87,559,15131,23767,16210,22892
88,559,15144,25196,16192,21468
89,559,15331,27056,15924,19689
90,559,15073,29481,15550,17896
91,559,14976,28534,16298,18192
92,559,15042,28626,16175,18157
93,559,15120,28364,16238,18278
94,559,14327,27882,16455,19336
95,559,15000,28535,16131,18334
96,559,15921,27212,15317,19550
97,559,15116,28578,15443,18863
98,559,15131,28543,15294,19032
99,559,15055,27142,16096,19707
100,559,15776,28438,15481,18305
101,559,15661,27870,15229,19240
102,559,17002,25654,14305,21039
103,559,16997,24914,14709,21380
104,559,16860,24896,14707,21537
105,559,15693,27032,15689,19586
106,559,15622,26827,15801,19750
107,559,15783,25007,15738,21472
108,559,15752,24818,15754,21676
109,559,15367,25423,15764,21446
110,559,16725,23561,14618,23096
111,559,16678,23080,15017,23225
112,559,15346,21298,16234,25122
113,559,15379,21011,16154,25456
114,559,14830,23025,16837,23308
115,559,15772,20991,15850,25387
116,559,15766,21522,15425,25287
117,559,15915,21486,15530,25069
118,559,15998,21729,15502,24771
119,559,15908,21517,15492,25083
120,559,15943,21409,15611,25037
121,559,16330,22450,15642,23578
122,559,15942,21211,16537,24310
123,559,16117,22340,15547,23996
124,559,16303,22407,15640,23650
125,559,16508,22075,15609,23808
126,559,16483,22280,15795,23442
127,559,16297,23545,15374,22784
128,559,16206,24268,15659,21867
129,559,16318,24255,15555,21872
130,559,17190,26053,14656,20101
131,559,17246,26041,14807,19906
132,559,17367,26032,14601,20000
133,559,17254,25950,14750,20046
134,559,17297,26092,14561,20050
135,559,17164,26072,14600,20164
136,559,17199,26173,14494,20134
137,559,17202,26222,14537,20039
138,559,16813,24843,15576,20768
139,559,16122,26057,16538,19283
140,559,17221,27638,15304,17837
141,559,16491,25878,16490,19141
142,559,16333,26010,16297,19360
143,559,16484,26107,16310,19099
144,559,16492,26679,16505,18324
145,559,15982,24806,17606,19606
146,559,15778,22716,17979,21527
147,559,15639,21028,18018,23315
148,559,15354,20395,17520,24731
149,559,16426,21116,17017,23441
150,559,16641,22259,16421,22679
151,559,16623,22282,16460,22635
152,559,16463,23478,15926,22133
153,559,17211,24136,15626,21027
154,559,16815,24849,15714,20622
155,559,15870,22955,16780,22395
156,559,15742,23099,16910,22249
157,559,15011,22163,16997,23829
158,559,15245,20333,16826,25596
159,559,15205,20613,16801,25381
160,559,15505,21076,17055,24364
161,559,15509,21173,16984,24334
162,559,15497,21362,16866,24275
163,559,15623,21161,17071,24145
164,559,15570,21100,16929,24401
165,559,16819,19359,15713,26109
166,559,16755,21032,15780,24433
167,559,16551,20452,15157,25840
168,559,16522,20480,15213,25785
169,559,16781,20357,15534,25328
170,559,15267,18881,16467,27385
171,559,15299,19289,17103,26309
172,559,15354,19400,16994,26252
173,559,15326,17599,16918,28157
174,559,16531,19309,15835,26325
175,559,16464,19028,16017,26491
176,559,16548,19615,15562,26275
177,559,16357,19648,15704,26291
178,559,15584,18935,15851,27630
179,559,15742,18910,15926,27422
180,559,16040,18109,16006,27845
181,559,15925,18168,15847,28060
182,559,16140,16616,15378,29866
183,559,16469,15129,14535,31867
184,559,16390,15216,14449,31945
185,559,16529,15143,14516,31812
186,559,17463,16643,14166,29728
187,559,17286,16741,14130,29843
188,559,15897,15091,14977,32035
189,559,15460,16534,16199,29807
190,559,14340,18142,17539,27979
191,559,13904,17614,17161,29321
192,559,12555,16053,18027,31365
193,559,13021,15216,17857,31906
194,559,12913,14658,18271,32158
195,559,12953,14608,18235,32204
196,559,13179,13560,18480,32781
197,559,12874,13718,18536,32872
198,559,13043,13580,18679,32698
199,559,13113,13643,18418,32826
200,559,12859,13059,19008,33074
201,559,13247,12100,19000,33653
202,559,13068,10995,18099,35838
203,559,12930,10952,18072,36046
204,559,13105,12234,18964,33697
205,559,14167,10856,17217,35760
206,559,13977,11700,18540,33783
207,559,14032,11827,18347,33794
