round,seed,exploit,defect,exploit_,coop
1,559,17035,19587,12164,29214
2,559,17240,19188,12420,29152
3,559,17077,19501,12186,29236
4,559,16959,19588,12156,29297
5,559,16758,19851,12269,29122
6,559,16609,18316,12446,30629
7,559,16861,19541,12299,29299
8,559,16816,19353,12279,29552
9,559,17051,19702,12281,28966
10,559,16943,19847,12121,29089
11,559,17137,19797,12162,28904
12,559,17262,18305,11921,30512
13,559,16625,17402,11977,31996
14,559,16885,16699,12128,32288
15,559,16649,15581,11897,33873
16,559,16746,15430,11722,34102
17,559,16631,15597,11733,34039
18,559,16609,15712,11638,34041
19,559,16823,16564,11552,33061
20,559,17259,15828,11214,33699
21,559,16392,13792,11446,36370
22,559,16523,13298,11391,36788
23,559,17571,14509,10994,34926
24,559,17684,14645,10969,34702
25,559,16336,13156,11406,37102
26,559,16372,13121,11327,37180
27,559,16398,12909,11455,37238
28,559,16223,12805,11512,37460
29,559,16449,12237,11138,38176
30,559,16612,11653,11326,38409
31,559,16335,12173,11118,38374
32,559,16346,12530,11379,37745
33,559,16951,13893,11462,35694
34,559,16764,14223,11500,35513
35,559,16852,14202,11394,35552
36,559,16435,14871,12037,34657
37,559,16336,15643,12872,33149
38,559,16124,14962,13046,33868
39,559,15964,15071,12945,34020
40,559,15357,13526,12999,36118
41,559,15513,13317,12995,36175
42,559,15307,15025,13825,33843
43,559,15386,14546,13833,34235
44,559,15416,14179,13648,34757
45,559,15628,14810,13482,34080
46,559,15659,14582,13484,34275
47,559,15252,14895,13712,34141
48,559,15450,15434,13414,33702
49,559,15519,14987,13409,34085
50,559,16685,16955,12681,31679
51,559,17080,16375,12413,32132
52,559,16978,17132,13264,30626
53,559,16988,17198,13299,30515
54,559,16990,17674,13081,30255
55,559,16286,18729,13535,29450
56,559,16149,19658,14375,27818
57,559,14919,17838,14950,30293
58,559,15423,17022,14998,30557
59,559,15443,17453,14875,30229
60,559,15245,18180,14763,29812
61,559,15857,19339,14556,28248
62,559,15744,19767,14535,27954
63,559,15803,19788,14448,27961
64,559,15402,21841,15031,25726
65,559,15330,21852,15063,25755
66,559,15476,21403,15144,25977
67,559,15691,22310,15578,24421
68,559,15971,23200,15651,23178
69,559,15810,24564,15882,21744
70,559,15738,24585,15826,21851
71,559,15643,24589,15900,21868
72,559,15393,25141,16029,21437
73,559,15935,27403,14963,19699
74,559,15868,28696,15241,18195
75,559,15556,26285,16252,19907
76,559,14638,25720,16524,21118
77,559,15118,23663,16206,23013
78,559,14678,24624,17123,21575
79,559,14727,23447,17748,22078
80,559,14483,24449,17252,21816
81,559,14646,23922,17500,21932
82,559,14715,23625,17599,22061
83,559,14633,23742,17572,22053
84,559,14630,23549,17559,22262
85,559,15121,21912,16973,23994
86,559,15158,21704,17110,24028
87,559,15666,20985,17067,24282
88,559,15717,22316,17242,22725
89,559,16041,23893,17049,21017
90,559,15883,26118,16781,19218
91,559,15811,26010,16990,19189
92,559,15883,26105,16834,19178
93,559,15974,25874,16931,19221
94,559,15040,25471,17122,20367
95,559,15847,26077,16746,19330
96,559,16652,24921,15784,20643
97,559,15932,26210,15909,19949
98,559,15966,26187,15731,20116
99,559,15933,24771,16671,20625
100,559,16763,25939,15965,19333
101,559,16481,25461,15640,20418
102,559,17934,23403,14637,22026
103,559,17796,22687,15010,22507
104,559,17652,22687,14992,22669
105,559,16581,24686,16053,20680
106,559,16539,24407,16239,20815
107,559,16558,22784,16118,22540
108,559,16504,22645,16193,22658
109,559,15730,23965,16284,22021
110,559,17086,22127,15081,23706
111,559,17007,21644,15407,23942
112,559,15556,20009,16604,25831
113,559,15626,19675,16516,26183
114,559,15044,21554,17331,24071
115,559,16005,19649,16340,26006
116,559,16062,20224,15889,25825
117,559,16154,20236,15935,25675
118,559,16211,20355,15921,25513
119,559,16204,18499,15526,27771
120,559,16365,18350,15674,27611
121,559,16885,19256,15759,26100
122,559,16471,18123,16541,26865
123,559,16715,19171,15639,26475
124,559,16786,19250,15637,26327
125,559,18085,19574,15317,25024
126,559,18011,19779,15419,24791
127,559,17721,21005,15057,24217
128,559,17707,21623,15565,23105
129,559,17928,21452,15553,23067
130,559,17843,21473,15560,23124
131,559,17847,21553,15658,22942
132,559,17940,21395,15552,23113
133,559,17640,23148,16015,21197
134,559,17752,23200,15785,21263
135,559,18558,23911,15424,20107
136,559,18483,23985,15297,20235
137,559,18549,23851,15532,20068
138,559,17311,22034,16637,22018
139,559,16638,23144,17878,20340
140,559,17841,24626,16705,18828
141,559,17923,24748,16824,18505
142,559,16711,26800,17251,17238
143,559,16800,26875,17321,17004
144,559,16821,27366,17586,16227
145,559,16401,25437,18734,17428
146,559,16357,23396,19134,19113
147,559,16179,21739,19234,20848
148,559,16023,21319,18496,22162
149,559,16012,21342,18427,22219
150,559,16095,22553,17761,21591
151,559,16178,22525,17823,21474
152,559,15934,23861,17173,21032
153,559,16839,24417,16889,19855
154,559,17812,22491,16109,21588
155,559,16819,20730,17191,23260
156,559,16555,20970,17225,23250
157,559,15801,20097,17423,24679
158,559,15912,18333,17207,26548
159,559,15869,18601,17111,26419
160,559,16249,19014,17458,25279
161,559,16292,19066,17444,25198
162,559,16225,19287,17295,25193
163,559,16264,19109,17456,25171
164,559,16322,19088,17259,25331
165,559,17605,17369,16001,27025
166,559,17709,18917,16078,25296
167,559,17327,18548,15371,26754
168,559,17392,18416,15452,26740
169,559,17538,18404,15652,26406
170,559,15880,17043,16657,28420
171,559,16039,17303,17489,27169
172,559,16048,17458,17410,27084
173,559,15962,15751,17186,29101
174,559,15762,15877,17223,29138
175,559,16888,16590,16840,27682
176,559,18054,17903,16331,25712
177,559,17903,17817,16402,25878
178,559,16982,17463,16424,27131
179,559,16973,17408,16515,27104
180,559,17068,17259,16499,27174
181,559,17054,17365,16352,27229
182,559,17217,15914,15835,29034
183,559,17502,14513,14942,31043
184,559,15935,13137,15726,33202
185,559,15918,13043,15780,33259
186,559,16986,14507,15568,30939
187,559,16029,13033,15606,33332
188,559,16152,12995,15514,33339
189,559,15696,14289,16977,31038
190,559,14435,15789,18587,29189
191,559,14209,15241,17974,30576
192,559,13951,15394,17962,30693
193,559,14559,14652,17825,30964
194,559,14541,13860,18243,31356
195,559,14426,13919,18205,31450
196,559,14774,12863,18525,31838
197,559,14714,12519,17165,33602
198,559,14920,12251,17339,33490
199,559,14925,12430,17206,33439
200,559,13493,10916,17987,35604
201,559,13785,10140,17924,36151
202,559,13424,9174,16819,38583
203,559,13466,9137,16824,38573
204,559,13500,9003,16988,38509
205,559,14351,7928,15117,40604
206,559,14010,9079,16568,38343
207,559,15847,10376,15537,36240
