,seed,population_seed,strategy,average_sum,sd_sum,average_percentage,sd_percentage
0,411,759,coop,27976662,7487,0.359,0.096
1,411,759,defect,20559443,7021,0.264,0.09
2,411,759,exploitation,29463895,1203,0.378,0.016
