,seed,population_seed,strategy,average_sum,sd_sum,average_percentage,sd_percentage
0,461,625,coop,28575945,9711,0.366,0.125
1,461,625,defect,21097108,8748,0.27,0.112
2,461,625,exploitation,28326947,1450,0.363,0.019
