,C,D,C,D
,C,C,D,D
1,4486,1880,1971,1563
2,4519,1880,1982,1519
3,4557,1844,1941,1558
4,4586,1829,1906,1579
5,4544,1824,1961,1571
6,4537,1846,1946,1571
