,GTFT: 0.33,Defector,Tit For Tat,Cooperator
0,10,10,10,10
1,11,9,10,10
2,10,9,11,10
3,10,9,11,10
4,10,9,10,11
5,10,10,9,11
6,9,11,9,11
7,9,12,9,10
8,9,12,9,10
9,10,11,9,10
10,10,11,9,10
11,10,11,10,9
12,10,11,10,9
13,10,10,10,10
14,10,10,10,10
15,10,10,10,10
16,10,10,11,9
17,10,9,11,10
18,10,9,11,10
19,11,9,11,9
20,12,9,10,9
21,12,10,9,9
22,11,10,10,9
23,11,9,10,10
24,11,10,10,9
25,11,9,11,9
26,11,9,11,9
27,11,8,11,10
28,11,8,11,10
29,11,9,10,10
30,12,9,10,9
31,11,9,11,9
32,10,9,12,9
33,10,8,12,10
34,11,7,12,10
35,12,7,11,10
36,11,7,12,10
37,11,8,12,9
38,11,8,12,9
39,11,8,11,10
40,11,7,12,10
41,12,7,11,10
42,13,7,11,9
43,13,7,11,9
44,13,7,11,9
45,12,7,12,9
46,11,8,12,9
47,11,8,11,10
48,12,8,10,10
49,12,9,9,10
50,12,8,10,10
51,11,8,10,11
52,12,8,10,10
53,13,7,10,10
54,13,6,10,11
55,14,6,9,11
56,13,6,10,11
57,13,6,10,11
58,13,7,10,10
59,12,7,11,10
60,11,7,11,11
61,10,7,12,11
62,10,7,11,12
63,9,7,11,13
64,9,6,12,13
65,9,6,12,13
66,8,6,13,13
67,8,7,13,12
68,8,8,12,12
69,7,8,12,13
70,7,8,11,14
71,7,8,11,14
72,6,8,11,15
73,5,8,12,15
74,5,8,12,15
75,5,8,11,16
76,4,8,11,17
77,4,7,12,17
78,4,7,12,17
79,4,7,11,18
80,4,7,11,18
81,4,8,11,17
82,4,8,11,17
83,3,8,12,17
84,3,8,12,17
85,3,8,12,17
86,2,8,12,18
87,2,9,11,18
88,2,9,11,18
89,2,8,12,18
90,2,8,12,18
91,2,8,12,18
92,2,8,11,19
93,2,9,10,19
94,2,8,10,20
95,1,8,10,21
96,1,7,10,22
97,1,6,10,23
98,1,6,9,24
99,1,7,9,23
100,1,7,9,23
101,1,8,8,23
102,1,8,8,23
103,0,8,9,23
104,0,8,9,23
105,0,9,9,22
106,0,9,9,22
107,1,9,9,21
108,1,10,9,20
109,1,11,9,19
110,1,11,9,19
111,1,11,8,20
112,1,11,8,20
113,1,12,8,19
114,2,12,8,18
115,2,12,8,18
116,2,12,9,17
117,2,13,9,16
118,2,13,8,17
119,2,13,7,18
120,2,14,7,17
121,2,14,7,17
122,2,14,8,16
123,2,14,8,16
124,1,14,9,16
125,1,15,8,16
126,1,15,7,17
127,1,14,7,18
128,0,14,8,18
129,0,13,8,19
130,0,13,9,18
131,0,13,9,18
132,0,13,10,17
133,0,13,9,18
134,0,13,8,19
135,0,14,8,18
136,0,14,8,18
137,0,13,9,18
138,1,12,9,18
139,1,11,9,19
140,1,12,9,18
141,1,13,9,17
142,1,13,8,18
143,1,13,9,17
144,1,14,9,16
