,GTFT: 0.33,Cooperator,Tit For Tat,Defector
0,10,10,10,10
1,10,9,11,10
2,10,9,12,9
3,9,10,12,9
4,10,9,12,9
5,10,8,12,10
6,10,8,12,10
7,10,8,13,9
8,10,8,12,10
9,9,8,12,11
10,9,7,13,11
11,9,7,14,10
12,9,7,14,10
13,8,7,14,11
14,8,7,14,11
15,7,7,15,11
16,8,7,14,11
17,9,7,13,11
18,10,7,13,10
19,11,7,12,10
20,11,7,11,11
21,10,7,11,12
22,11,7,11,11
23,11,8,10,11
24,11,8,11,10
25,11,8,11,10
26,11,8,11,10
27,11,8,10,11
28,11,8,10,11
29,11,8,10,11
30,12,8,10,10
31,12,8,10,10
32,11,8,11,10
33,12,8,10,10
34,11,8,11,10
35,11,7,11,11
36,11,7,12,10
37,10,7,13,10
38,10,6,13,11
39,11,6,12,11
40,12,5,12,11
41,12,5,12,11
42,12,4,13,11
43,13,3,13,11
44,13,4,12,11
45,14,4,12,10
46,13,4,12,11
47,13,4,12,11
48,13,4,12,11
49,13,4,13,10
50,13,4,13,10
51,12,4,13,11
52,13,4,13,10
53,12,5,13,10
54,13,5,12,10
55,14,5,11,10
56,14,6,11,9
57,13,6,11,10
58,12,6,11,11
59,13,5,11,11
60,12,5,12,11
61,12,5,13,10
62,12,5,13,10
63,11,5,14,10
64,12,5,13,10
65,12,6,13,9
66,12,6,12,10
67,12,6,12,10
68,13,6,12,9
69,13,6,12,9
70,14,6,11,9
71,15,6,10,9
72,14,7,10,9
73,13,8,10,9
74,13,7,10,10
75,13,8,10,9
76,14,8,10,8
77,15,8,9,8
78,15,8,9,8
79,15,8,9,8
80,14,9,9,8
81,13,9,10,8
82,13,9,11,7
83,12,9,11,8
84,12,8,12,8
85,12,8,12,8
86,12,8,12,8
87,13,8,12,7
88,12,8,13,7
89,12,8,13,7
90,13,8,13,6
91,12,8,13,7
92,12,8,13,7
93,12,7,14,7
94,12,8,13,7
95,12,7,14,7
96,12,7,14,7
97,12,8,14,6
98,12,9,13,6
99,12,8,14,6
100,12,8,14,6
101,11,9,14,6
102,12,9,13,6
103,13,9,13,5
104,12,9,14,5
105,13,9,13,5
106,12,9,14,5
107,13,8,14,5
108,13,9,14,4
109,14,9,13,4
110,14,9,14,3
111,14,8,14,4
112,14,8,14,4
113,13,8,15,4
114,13,8,15,4
115,14,8,14,4
116,15,8,13,4
117,15,7,13,5
118,15,7,13,5
119,14,7,14,5
120,14,8,13,5
121,14,8,13,5
122,14,9,12,5
123,14,8,13,5
124,13,9,13,5
125,13,9,14,4
126,13,9,13,5
127,13,9,13,5
128,13,9,13,5
129,12,9,13,6
130,12,9,12,7
131,13,9,11,7
132,12,9,12,7
133,13,9,11,7
134,13,8,12,7
135,12,8,12,8
136,13,8,11,8
137,13,8,11,8
138,12,8,12,8
139,11,8,13,8
140,11,8,13,8
141,10,8,14,8
142,9,8,14,9
143,9,8,14,9
144,10,7,14,9
145,11,7,13,9
146,12,6,13,9
147,12,7,12,9
148,12,7,11,10
149,12,7,11,10
150,11,7,12,10
151,12,7,11,10
152,13,7,11,9
153,12,7,11,10
154,12,7,11,10
155,11,7,11,11
156,12,7,11,10
157,12,7,11,10
158,11,7,12,10
159,10,7,13,10
160,10,7,13,10
161,10,8,12,10
162,10,8,12,10
163,10,8,12,10
164,10,9,11,10
165,10,9,11,10
166,11,9,10,10
167,11,9,10,10
168,12,9,9,10
169,12,9,9,10
170,13,8,9,10
171,13,8,9,10
172,12,9,9,10
173,12,8,10,10
174,13,8,9,10
175,13,8,9,10
176,14,7,9,10
177,14,7,8,11
178,13,7,8,12
179,13,6,8,13
180,12,7,8,13
181,11,8,8,13
182,10,8,8,14
183,10,8,8,14
184,10,7,8,15
185,11,7,8,14
186,12,7,7,14
187,12,7,7,14
188,11,7,8,14
189,11,7,8,14
190,12,6,8,14
191,12,6,8,14
192,12,7,8,13
193,11,7,9,13
194,11,7,9,13
195,10,7,9,14
196,9,7,10,14
197,9,7,9,15
198,9,7,9,15
199,9,7,9,15
200,9,7,9,15
201,10,6,9,15
202,10,6,8,16
203,10,7,8,15
204,10,6,8,16
205,10,6,7,17
206,10,6,6,18
207,11,6,6,17
208,11,7,6,16
209,10,8,6,16
210,11,8,6,15
211,11,7,6,16
212,10,7,6,17
213,10,7,6,17
214,10,7,6,17
215,11,7,6,16
216,12,7,6,15
217,13,7,6,14
218,14,6,6,14
219,15,6,5,14
220,14,6,5,15
221,14,6,5,15
222,13,6,6,15
223,14,6,6,14
224,13,6,6,15
225,13,6,6,15
226,14,6,6,14
227,14,6,6,14
228,14,7,6,13
229,14,8,6,12
230,14,7,6,13
231,14,7,6,13
232,14,8,6,12
233,13,8,7,12
234,13,9,6,12
235,13,9,6,12
236,14,8,6,12
237,15,8,6,11
238,15,8,6,11
239,15,9,5,11
240,14,9,5,12
241,13,10,5,12
242,14,9,5,12
243,13,9,6,12
244,13,8,6,13
245,12,8,7,13
246,11,8,7,14
247,11,9,7,13
248,12,9,7,12
249,13,8,7,12
250,13,9,7,11
251,13,10,6,11
252,13,9,6,12
253,13,9,6,12
254,13,8,6,13
255,14,7,6,13
256,14,8,6,12
257,14,9,5,12
258,15,9,4,12
259,14,9,4,13
260,13,10,4,13
261,13,10,4,13
262,14,10,3,13
263,14,10,3,13
264,15,9,3,13
265,14,9,3,14
266,15,9,3,13
267,15,9,3,13
268,14,9,3,14
269,14,9,3,14
270,13,9,3,15
271,14,8,3,15
272,13,8,3,16
273,14,8,3,15
274,14,9,3,14
275,15,9,2,14
276,16,8,2,14
277,16,8,2,14
278,16,8,2,14
279,17,7,2,14
280,17,8,1,14
281,17,8,2,13
282,17,8,2,13
283,17,8,2,13
284,17,9,2,12
285,17,9,1,13
286,16,10,1,13
287,15,11,1,13
288,15,11,1,13
289,14,11,1,14
290,14,11,1,14
291,13,11,1,15
292,14,11,1,14
293,14,11,1,14
294,13,11,1,15
295,13,10,1,16
296,13,11,1,15
297,12,11,1,16
298,13,11,1,15
299,14,10,1,15
300,14,9,1,16
301,14,9,1,16
302,14,9,1,16
303,13,9,1,17
304,12,10,1,17
305,11,11,1,17
306,12,11,1,16
307,13,10,1,16
308,14,10,1,15
309,14,10,1,15
310,14,10,1,15
311,15,9,1,15
312,15,9,1,15
313,14,9,1,16
314,15,9,1,15
315,15,9,1,15
316,16,8,1,15
317,15,9,1,15
318,15,10,1,14
319,14,10,2,14
320,14,11,1,14
321,15,11,1,13
322,14,11,1,14
323,14,12,1,13
324,14,12,1,13
325,13,13,1,13
326,14,13,1,12
327,14,13,1,12
328,15,13,0,12
329,16,12,0,12
330,16,13,0,11
331,16,13,0,11
332,17,12,0,11
333,17,13,0,10
334,17,13,0,10
335,18,12,0,10
336,17,13,0,10
337,17,14,0,9
338,17,14,0,9
339,17,15,0,8
340,17,15,0,8
341,17,15,0,8
342,16,15,0,9
343,16,14,0,10
344,15,15,0,10
345,16,15,0,9
346,16,14,0,10
347,17,13,0,10
348,17,13,0,10
349,17,13,1,9
350,17,13,0,10
351,18,12,0,10
352,19,11,0,10
353,19,10,0,11
354,18,10,0,12
355,18,10,0,12
356,19,10,0,11
357,20,9,0,11
358,21,9,0,10
359,22,8,0,10
360,21,8,0,11
361,21,8,0,11
362,21,8,0,11
363,20,9,0,11
364,20,8,0,12
365,20,9,0,11
366,19,9,0,12
367,19,9,0,12
368,19,9,0,12
369,18,9,0,13
370,19,8,0,13
371,20,8,0,12
372,21,7,0,12
373,21,6,0,13
374,21,5,0,14
375,21,4,0,15
376,21,4,0,15
377,22,3,0,15
378,22,3,0,15
379,22,3,0,15
380,22,3,0,15
381,22,2,0,16
382,22,2,0,16
383,23,2,0,15
384,23,2,0,15
385,23,2,0,15
386,23,2,0,15
387,23,3,0,14
388,23,3,0,14
389,23,3,0,14
390,24,3,0,13
391,23,3,0,14
392,24,3,0,13
393,23,4,0,13
394,24,4,0,12
395,23,4,1,12
396,24,4,1,11
397,23,4,1,12
398,22,4,1,13
399,21,4,2,13
400,22,4,1,13
401,21,4,1,14
402,21,4,1,14
403,20,4,1,15
404,19,4,1,16
405,19,4,1,16
406,18,4,2,16
407,19,3,2,16
408,19,3,2,16
409,19,3,2,16
410,19,3,2,16
411,19,3,2,16
412,18,3,2,17
413,18,3,2,17
414,18,4,2,16
415,19,4,2,15
416,20,4,2,14
417,20,4,2,14
418,20,4,2,14
419,20,4,1,15
420,19,4,2,15
421,18,4,2,16
422,17,5,2,16
423,17,5,1,17
424,16,5,1,18
425,16,5,1,18
426,17,5,1,17
427,17,4,1,18
428,16,4,1,19
429,16,4,1,19
430,16,5,1,18
431,16,5,1,18
432,16,5,1,18
433,16,6,0,18
434,16,6,0,18
435,15,6,0,19
436,16,6,0,18
437,16,6,0,18
438,17,6,0,17
439,16,6,0,18
440,16,7,0,17
441,16,8,0,16
442,16,8,0,16
443,15,8,0,17
444,15,8,1,16
445,15,8,1,16
446,16,8,1,15
447,16,8,1,15
448,15,8,1,16
449,16,8,1,15
450,15,8,1,16
451,15,8,1,16
452,14,9,1,16
453,14,8,1,17
454,13,8,1,18
455,14,7,1,18
456,14,6,1,19
