,GTFT: 0.33,Defector,Tit For Tat,Cooperator
0,10,10,10,10
1,11,10,9,10
2,11,11,9,9
3,12,11,9,8
4,11,11,9,9
5,11,12,9,8
6,11,13,8,8
7,10,14,8,8
8,10,15,8,7
9,10,15,8,7
10,11,15,7,7
11,10,15,7,8
12,9,15,8,8
13,8,15,8,9
14,8,15,8,9
15,8,16,8,8
16,7,16,9,8
17,7,15,10,8
18,7,14,11,8
19,7,15,10,8
20,7,15,11,7
21,7,15,12,6
22,7,15,12,6
23,6,16,12,6
24,7,16,12,5
25,7,16,12,5
26,8,15,12,5
27,8,15,12,5
28,7,15,13,5
29,6,15,14,5
30,6,15,14,5
31,6,15,14,5
32,6,15,13,6
33,6,14,14,6
34,6,14,14,6
35,5,15,14,6
36,5,15,14,6
37,4,16,14,6
38,5,16,14,5
39,5,17,13,5
40,5,16,14,5
41,4,17,14,5
42,4,17,14,5
43,4,16,14,6
44,4,15,15,6
45,4,16,14,6
46,4,16,14,6
47,4,16,14,6
48,4,16,15,5
49,4,16,15,5
50,4,17,14,5
51,4,18,13,5
52,5,18,13,4
53,5,18,14,3
54,5,17,15,3
55,5,17,15,3
56,5,17,16,2
57,5,18,15,2
58,5,18,15,2
59,5,18,15,2
60,5,19,14,2
61,5,19,14,2
62,4,19,15,2
63,3,20,15,2
64,3,20,15,2
65,3,20,15,2
66,4,19,15,2
67,4,19,15,2
68,4,20,14,2
69,3,21,14,2
70,3,20,15,2
71,3,20,15,2
72,3,21,14,2
73,3,21,14,2
74,3,20,15,2
75,3,21,14,2
76,2,21,15,2
77,2,20,16,2
78,2,19,16,3
79,2,19,15,4
80,2,19,15,4
81,3,18,15,4
82,3,17,15,5
83,3,18,14,5
84,3,18,14,5
85,3,19,14,4
86,3,18,15,4
87,3,18,15,4
88,3,19,15,3
89,4,18,15,3
90,5,18,14,3
91,5,18,14,3
92,5,18,14,3
93,4,18,14,4
94,4,19,14,3
95,4,18,15,3
96,4,18,15,3
97,4,17,16,3
98,4,17,16,3
99,4,18,15,3
100,4,19,14,3
101,4,20,13,3
