,GTFT: 0.33,Defector,Tit For Tat,Cooperator
0,10,10,10,10
1,11,10,9,10
2,11,10,9,10
3,12,10,9,9
4,11,10,10,9
5,11,10,10,9
6,11,11,9,9
7,11,11,9,9
8,11,12,9,8
9,11,11,9,9
10,12,11,8,9
11,11,11,8,10
12,10,11,9,10
13,9,11,9,11
14,9,11,9,11
15,9,12,9,10
16,8,12,9,11
17,8,11,10,11
18,8,10,11,11
19,8,10,10,12
20,8,11,10,11
21,8,11,11,10
22,8,11,11,10
23,7,11,11,11
24,8,11,11,10
25,8,11,11,10
26,8,10,12,10
27,8,10,12,10
28,7,11,12,10
29,6,12,12,10
30,6,12,12,10
31,6,12,12,10
32,6,13,11,10
33,6,12,12,10
34,6,12,12,10
35,5,13,12,10
36,5,14,11,10
37,4,15,11,10
38,4,15,12,9
39,4,15,12,9
40,4,14,12,10
41,4,14,12,10
42,4,14,13,9
43,4,13,13,10
44,4,14,13,9
45,5,13,13,9
46,5,14,12,9
47,5,14,12,9
48,5,13,12,10
49,5,13,12,10
50,5,14,11,10
51,5,14,10,11
52,6,14,10,10
53,6,15,10,9
54,6,15,10,9
55,6,14,10,10
56,6,15,10,9
57,6,16,9,9
58,6,15,9,10
59,7,15,8,10
60,7,15,8,10
61,7,15,8,10
62,6,15,8,11
63,5,16,8,11
64,5,16,9,10
65,5,16,9,10
66,6,16,9,9
67,7,16,9,8
68,6,17,9,8
69,5,18,9,8
70,5,19,8,8
71,6,18,8,8
72,7,17,8,8
73,7,17,8,8
74,7,17,8,8
75,7,17,8,8
76,6,18,8,8
77,6,18,8,8
78,6,18,9,7
79,6,17,9,8
80,6,18,8,8
81,7,17,8,8
82,7,17,8,8
83,8,17,7,8
84,8,17,8,7
85,8,17,8,7
86,8,17,9,6
87,8,17,9,6
88,8,18,8,6
89,8,18,8,6
90,7,19,8,6
91,7,20,7,6
92,8,19,7,6
93,7,19,8,6
94,7,19,8,6
95,7,19,8,6
96,6,19,9,6
97,6,19,10,5
98,7,18,10,5
99,7,18,10,5
100,7,19,9,5
101,7,20,8,5
