,GTFT: 0.33,Cooperator,Tit For Tat,Defector
0,10,10,10,10
1,10,10,9,11
2,10,10,10,10
3,11,10,9,10
4,11,11,9,9
5,11,11,9,9
6,11,11,9,9
7,11,10,9,10
8,10,11,9,10
9,10,11,8,11
10,10,10,8,12
11,10,9,9,12
12,10,8,9,13
13,11,8,9,12
14,11,8,9,12
15,10,8,10,12
16,9,8,11,12
17,9,8,11,12
18,9,9,11,11
19,9,9,10,12
20,9,9,9,13
21,8,10,9,13
22,9,10,9,12
23,10,9,9,12
24,10,9,9,12
25,11,9,8,12
26,10,9,8,13
27,10,8,8,14
28,10,7,8,15
29,10,7,8,15
30,10,7,8,15
31,10,7,8,15
32,10,8,8,14
33,10,7,8,15
34,11,7,7,15
35,11,8,6,15
36,11,8,7,14
37,12,7,7,14
38,12,6,7,15
39,12,6,7,15
40,12,6,7,15
41,11,7,7,15
42,11,7,8,14
43,10,7,8,15
44,10,7,8,15
45,10,6,8,16
46,10,6,8,16
47,11,6,7,16
48,11,6,7,16
49,11,6,7,16
50,10,6,7,17
51,10,6,6,18
52,11,6,6,17
53,11,6,6,17
54,11,5,7,17
55,11,4,8,17
56,12,4,7,17
57,12,5,7,16
58,12,5,7,16
59,12,5,7,16
60,12,6,7,15
61,11,6,7,16
62,11,6,6,17
63,11,6,6,17
64,11,5,6,18
65,12,5,6,17
66,12,4,7,17
67,12,3,8,17
68,12,3,9,16
69,12,3,9,16
70,13,3,9,15
71,13,3,10,14
72,13,3,10,14
73,13,3,9,15
74,12,3,10,15
75,11,3,11,15
76,11,3,11,15
77,10,3,12,15
78,9,4,12,15
79,9,4,11,16
80,9,4,10,17
81,9,4,9,18
82,9,4,8,19
83,9,4,8,19
84,9,4,7,20
85,9,4,7,20
86,9,4,7,20
87,9,4,7,20
88,9,4,7,20
89,9,4,7,20
90,9,4,7,20
91,9,4,7,20
92,9,4,8,19
93,10,4,8,18
94,10,4,8,18
95,10,4,9,17
96,10,5,9,16
97,10,4,9,17
98,10,4,9,17
99,10,4,9,17
100,10,5,9,16
101,10,5,9,16
102,10,6,9,15
103,10,6,10,14
104,9,6,10,15
105,9,6,9,16
106,10,6,8,16
107,9,7,8,16
108,9,7,7,17
109,9,8,6,17
110,10,7,6,17
111,10,8,5,17
112,11,8,5,16
113,11,8,5,16
114,11,8,5,16
115,11,8,5,16
116,11,8,5,16
117,11,7,5,17
118,11,8,4,17
119,12,7,4,17
120,13,7,4,16
121,13,7,4,16
122,13,7,3,17
123,13,6,3,18
124,14,6,2,18
125,14,6,2,18
126,14,6,2,18
127,14,7,2,17
128,15,7,2,16
129,14,7,2,17
130,14,8,2,16
131,14,8,1,17
132,14,8,1,17
133,13,8,1,18
134,12,8,1,19
135,11,8,1,20
136,11,8,1,20
137,12,8,1,19
138,12,8,1,19
139,12,8,1,19
140,12,8,1,19
141,12,8,1,19
142,12,8,2,18
143,12,8,2,18
144,12,8,2,18
145,12,8,3,17
146,12,9,3,16
147,12,9,3,16
148,12,9,3,16
149,11,9,3,17
150,11,10,2,17
151,12,10,2,16
152,12,11,1,16
153,11,12,1,16
154,11,12,1,16
155,11,12,1,16
156,10,13,1,16
157,10,13,1,16
158,10,13,1,16
159,10,14,1,15
160,9,14,1,16
161,10,13,1,16
162,10,12,1,17
163,10,11,1,18
164,10,11,1,18
165,10,12,1,17
166,10,13,1,16
167,10,13,1,16
168,11,12,1,16
169,11,11,1,17
170,10,11,1,18
171,10,11,1,18
172,9,11,1,19
173,9,10,1,20
174,9,10,1,20
175,9,11,1,19
176,10,11,1,18
177,11,11,0,18
178,11,12,0,17
179,11,11,0,18
180,12,11,0,17
181,12,10,0,18
182,11,10,0,19
183,11,10,0,19
184,11,9,0,20
185,10,10,0,20
186,10,10,0,20
187,10,10,0,20
188,10,10,0,20
189,10,9,0,21
190,10,8,0,22
191,10,7,0,23
192,10,7,0,23
193,9,7,0,24
194,9,6,0,25
195,8,7,0,25
196,7,8,0,25
197,7,9,0,24
198,7,9,0,24
199,7,9,0,24
200,7,9,1,23
201,7,9,1,23
202,7,9,1,23
203,7,9,1,23
204,7,8,1,24
205,6,9,1,24
206,6,9,1,24
207,6,9,1,24
208,6,9,1,24
209,6,9,1,24
210,5,9,1,25
211,5,10,1,24
212,5,10,1,24
213,5,10,1,24
214,5,10,1,24
215,5,10,1,24
216,5,9,1,25
217,5,10,1,24
218,5,10,1,24
219,5,9,1,25
220,5,9,1,25
221,5,8,1,26
222,6,8,1,25
223,5,8,1,26
224,5,7,1,27
225,5,7,1,27
226,5,7,1,27
227,5,7,1,27
228,5,7,2,26
229,5,7,2,26
230,5,8,2,25
231,5,7,2,26
232,5,7,2,26
233,5,8,2,25
234,5,7,2,26
235,5,6,2,27
236,5,5,2,28
237,5,5,2,28
238,5,5,2,28
239,5,5,2,28
240,4,5,2,29
241,4,6,2,28
242,4,6,2,28
243,4,6,2,28
244,4,6,2,28
245,4,6,2,28
246,4,6,2,28
247,4,6,2,28
248,4,6,1,29
249,4,6,1,29
250,3,6,1,30
251,3,7,1,29
252,3,6,1,30
253,3,6,1,30
254,3,6,1,30
255,3,6,1,30
256,3,6,1,30
257,3,5,2,30
258,2,5,2,31
259,2,6,2,30
260,2,6,3,29
261,2,7,3,28
262,2,7,3,28
263,2,7,2,29
264,2,7,2,29
265,2,7,2,29
266,2,8,2,28
267,2,8,2,28
268,2,7,2,29
269,2,8,2,28
270,2,8,2,28
271,2,8,2,28
272,2,8,2,28
273,2,7,2,29
274,2,8,2,28
275,2,8,2,28
276,2,9,2,27
277,2,10,2,26
278,2,10,2,26
279,2,10,2,26
280,2,10,2,26
281,2,9,2,27
282,2,8,2,28
283,2,8,1,29
284,3,8,1,28
285,3,7,1,29
286,3,6,2,29
287,3,6,2,29
288,3,6,2,29
289,3,6,2,29
290,3,6,2,29
291,3,6,2,29
292,3,6,2,29
293,3,5,2,30
294,2,5,2,31
295,2,6,2,30
296,2,6,2,30
297,3,6,2,29
298,3,5,2,30
299,3,5,2,30
300,3,5,2,30
301,2,5,2,31
302,2,5,2,31
303,2,5,2,31
304,2,5,2,31
305,2,5,2,31
306,2,5,2,31
307,2,5,2,31
308,2,6,2,30
309,2,6,1,31
310,2,7,0,31
311,2,7,0,31
312,2,7,0,31
313,2,6,0,32
314,2,7,0,31
315,2,7,0,31
316,3,6,0,31
317,3,6,0,31
318,3,6,0,31
319,4,6,0,30
320,4,6,0,30
321,4,6,0,30
322,4,6,0,30
323,4,6,0,30
324,4,6,0,30
325,3,6,0,31
326,3,6,0,31
327,3,5,0,32
328,3,5,0,32
329,3,5,0,32
330,3,5,0,32
331,3,4,0,33
332,3,4,0,33
333,3,3,0,34
334,3,3,0,34
335,2,3,0,35
336,2,3,0,35
337,2,3,0,35
338,2,3,0,35
339,2,3,0,35
340,2,3,0,35
341,2,2,0,36
342,2,3,0,35
343,2,3,0,35
344,2,3,0,35
345,2,3,0,35
346,2,3,0,35
347,2,3,0,35
348,2,3,0,35
349,2,3,0,35
350,2,3,0,35
351,2,4,0,34
352,2,4,0,34
353,2,4,1,33
354,2,3,1,34
355,2,3,2,33
356,2,2,2,34
357,2,2,3,33
358,2,1,3,34
359,2,1,3,34
360,2,1,4,33
361,3,1,4,32
362,3,1,4,32
363,3,1,5,31
364,3,1,4,32
365,3,1,5,31
366,3,1,5,31
367,3,1,5,31
368,3,1,5,31
369,3,1,5,31
370,3,1,4,32
371,3,1,4,32
372,4,1,4,31
373,5,1,4,30
374,5,2,4,29
375,6,2,4,28
376,5,2,4,29
377,5,1,4,30
378,5,1,4,30
379,5,1,4,30
380,6,1,4,29
381,6,2,4,28
382,6,2,5,27
383,6,2,5,27
384,6,2,4,28
385,5,2,4,29
386,5,3,4,28
387,4,3,4,29
388,3,3,5,29
389,3,3,5,29
390,3,3,5,29
391,3,3,5,29
392,3,3,5,29
393,3,3,6,28
394,3,4,6,27
395,3,4,6,27
396,3,4,6,27
397,3,4,6,27
398,3,5,6,26
399,3,5,6,26
400,3,5,5,27
401,3,5,5,27
402,3,5,4,28
403,3,5,4,28
404,3,6,4,27
405,3,7,4,26
406,4,6,4,26
407,4,7,4,25
408,4,6,4,26
409,4,6,3,27
410,5,6,2,27
411,4,6,2,28
412,4,7,2,27
413,4,7,2,27
414,4,7,2,27
415,4,7,1,28
416,4,7,1,28
417,3,8,1,28
418,4,7,1,28
419,4,7,2,27
420,5,7,2,26
421,5,7,2,26
422,5,8,2,25
423,5,8,1,26
424,5,8,1,26
425,5,7,1,27
426,5,8,1,26
427,5,9,1,25
428,5,9,1,25
429,5,8,1,26
430,5,9,1,25
431,5,8,1,26
432,5,8,1,26
433,4,8,1,27
434,4,8,1,27
435,4,8,1,27
436,4,7,1,28
437,4,7,2,27
438,4,7,3,26
439,4,6,3,27
440,4,6,3,27
441,4,7,3,26
442,4,6,3,27
443,4,6,3,27
444,4,6,3,27
445,4,6,3,27
446,5,6,3,26
447,5,6,3,26
448,5,6,3,26
449,5,6,3,26
450,6,5,3,26
451,5,5,3,27
452,5,5,4,26
453,5,6,4,25
454,5,6,4,25
455,4,6,5,25
456,3,6,5,26
457,3,7,5,25
458,4,7,5,24
459,3,7,5,25
460,3,7,5,25
461,3,7,5,25
462,3,6,5,26
463,3,7,4,26
464,3,7,4,26
465,3,7,3,27
466,3,6,3,28
467,3,6,3,28
