,GTFT: 0.33,Defector,Tit For Tat,Cooperator
0,10,10,10,10
1,11,9,10,10
2,11,9,11,9
3,10,9,11,10
4,10,10,11,9
5,10,10,11,9
6,10,11,10,9
7,10,11,10,9
8,10,10,10,10
9,10,10,10,10
10,9,11,10,10
11,9,12,10,9
12,8,12,11,9
13,8,12,11,9
14,8,12,11,9
15,8,12,10,10
16,8,12,10,10
17,8,13,10,9
18,8,12,10,10
19,7,12,11,10
20,7,13,10,10
21,7,13,10,10
22,8,12,10,10
23,8,13,10,9
24,8,13,10,9
25,8,13,10,9
26,8,12,11,9
27,8,11,12,9
28,8,11,12,9
29,8,12,12,8
30,8,12,13,7
31,8,11,14,7
32,9,11,13,7
33,8,11,14,7
34,8,10,15,7
35,9,10,14,7
36,9,11,14,6
37,10,10,14,6
38,11,9,14,6
39,10,9,15,6
40,10,8,15,7
41,11,8,14,7
42,10,9,14,7
43,10,9,15,6
44,10,9,14,7
45,10,10,14,6
46,11,9,14,6
47,11,9,14,6
48,11,9,14,6
49,11,8,15,6
50,11,8,16,5
51,11,8,16,5
52,11,8,16,5
53,11,8,16,5
54,10,8,17,5
55,10,8,17,5
56,10,7,18,5
57,10,8,17,5
58,9,8,17,6
59,9,8,17,6
60,9,7,18,6
61,9,8,17,6
62,9,9,16,6
63,9,8,17,6
64,9,9,17,5
65,8,10,17,5
66,8,10,17,5
67,8,10,17,5
68,7,10,18,5
69,6,10,18,6
70,6,10,17,7
71,6,9,18,7
72,6,9,19,6
73,5,9,20,6
74,5,8,21,6
75,5,8,21,6
76,5,8,21,6
77,5,8,21,6
78,5,9,20,6
79,5,10,20,5
80,5,9,21,5
81,6,9,20,5
82,6,8,21,5
83,6,7,22,5
84,6,8,21,5
85,6,8,21,5
86,6,8,22,4
87,6,9,21,4
88,6,9,22,3
89,7,9,21,3
90,8,9,20,3
91,8,9,20,3
92,8,9,20,3
93,7,9,21,3
94,7,8,22,3
95,8,7,22,3
96,8,6,22,4
97,8,5,23,4
98,9,5,22,4
99,9,5,22,4
100,9,4,23,4
101,9,4,23,4
102,8,4,24,4
103,7,4,25,4
104,8,3,25,4
105,8,3,25,4
106,8,3,24,5
107,8,3,24,5
108,8,3,24,5
109,8,3,24,5
110,8,3,24,5
111,8,3,25,4
112,8,3,24,5
113,8,3,24,5
114,7,4,24,5
115,7,4,24,5
116,7,4,24,5
117,7,4,24,5
118,7,5,23,5
119,7,5,23,5
120,7,5,23,5
121,8,5,22,5
122,9,5,22,4
123,9,5,21,5
124,10,5,20,5
125,9,5,21,5
126,10,5,20,5
127,10,4,21,5
128,10,4,20,6
129,9,4,20,7
130,10,4,20,6
131,10,4,20,6
132,10,5,19,6
133,10,5,19,6
134,11,5,18,6
135,12,5,18,5
136,12,5,18,5
137,11,6,18,5
138,10,7,18,5
139,9,8,18,5
140,9,9,17,5
141,9,10,16,5
142,9,10,16,5
143,9,9,17,5
144,9,8,18,5
