,GTFT: 0.33,Defector,Tit For Tat,Cooperator
0,10,10,10,10
1,9,10,10,11
2,9,11,10,10
3,9,12,10,9
4,8,12,10,10
5,8,11,10,11
6,8,12,9,11
7,9,12,9,10
8,9,13,8,10
9,8,13,8,11
10,9,13,8,10
11,9,14,8,9
12,9,13,9,9
13,10,13,9,8
14,11,13,8,8
15,11,14,7,8
16,11,14,7,8
17,12,14,7,7
18,12,15,7,6
19,12,16,7,5
20,11,17,7,5
21,10,18,7,5
22,10,18,7,5
23,11,17,7,5
24,11,17,7,5
25,10,18,7,5
26,10,18,8,4
27,9,18,9,4
28,10,17,9,4
29,10,17,9,4
30,10,17,9,4
31,11,16,9,4
32,11,16,9,4
33,10,16,10,4
34,10,16,10,4
35,10,16,10,4
36,10,16,9,5
37,10,17,8,5
38,11,16,8,5
39,11,15,8,6
40,12,14,8,6
41,12,13,9,6
42,12,13,9,6
43,11,14,9,6
44,12,13,9,6
45,13,13,9,5
46,13,13,9,5
47,13,12,10,5
48,13,11,10,6
49,12,11,11,6
50,13,11,11,5
51,13,12,11,4
52,14,12,11,3
53,14,11,11,4
54,15,11,10,4
55,15,11,10,4
56,16,11,9,4
57,16,11,9,4
58,16,11,9,4
59,15,11,9,5
60,16,10,9,5
61,16,10,9,5
62,16,10,9,5
63,16,10,9,5
64,16,11,8,5
65,16,10,8,6
66,15,11,8,6
67,14,12,8,6
68,13,12,9,6
69,12,12,10,6
70,13,11,10,6
71,13,11,10,6
72,13,11,11,5
73,14,10,11,5
74,14,10,10,6
75,14,10,10,6
76,14,9,10,7
77,15,9,9,7
78,14,10,9,7
79,15,9,9,7
80,14,9,10,7
81,14,8,10,8
82,15,7,10,8
83,15,7,10,8
84,15,7,10,8
85,16,7,10,7
86,16,7,10,7
87,15,7,10,8
88,14,7,10,9
89,14,6,10,10
90,14,7,9,10
91,14,7,9,10
92,13,7,10,10
93,13,7,10,10
94,13,7,9,11
95,13,7,9,11
96,13,7,9,11
97,12,8,9,11
98,12,8,9,11
99,12,8,9,11
100,12,8,9,11
101,12,8,9,11
102,12,8,9,11
103,12,8,9,11
104,12,8,10,10
105,13,8,10,9
106,12,9,10,9
107,13,8,10,9
108,13,8,11,8
109,12,9,11,8
110,11,9,12,8
111,12,8,12,8
112,12,8,12,8
113,12,7,13,8
114,12,7,13,8
115,11,7,14,8
116,11,7,14,8
117,11,7,14,8
118,11,7,13,9
119,11,7,13,9
120,11,7,13,9
121,11,7,13,9
122,10,7,14,9
123,9,7,14,10
124,9,8,13,10
125,9,8,14,9
126,9,8,14,9
127,9,8,13,10
128,9,8,14,9
129,10,8,13,9
130,10,9,13,8
131,10,9,13,8
132,9,9,14,8
133,9,10,13,8
