,GTFT: 0.33,Cooperator,Tit For Tat,Defector
0,10,10,10,10
1,10,10,9,11
2,10,10,9,11
3,10,10,8,12
4,10,11,8,11
5,10,11,8,11
6,10,11,8,11
7,10,12,7,11
8,10,12,7,11
9,9,12,7,12
10,9,12,7,12
11,9,13,7,11
12,9,13,6,12
13,9,13,5,13
14,9,12,6,13
15,9,11,7,13
16,9,11,7,13
17,8,11,7,14
18,8,11,7,14
19,8,11,7,14
20,8,12,6,14
21,8,13,6,13
22,7,13,6,14
23,7,12,6,15
24,7,13,6,14
25,7,13,6,14
26,7,14,5,14
27,7,14,5,14
28,7,14,5,14
29,7,15,5,13
30,7,16,5,12
31,7,17,4,12
32,7,17,4,12
33,7,18,3,12
34,6,18,4,12
35,6,19,4,11
36,6,19,4,11
37,6,19,4,11
38,6,19,4,11
39,6,19,4,11
40,6,18,4,12
41,6,18,4,12
42,7,18,4,11
43,7,17,4,12
44,7,18,4,11
45,7,18,4,11
46,7,18,3,12
47,7,18,3,12
48,7,17,4,12
49,7,17,4,12
50,7,16,4,13
51,7,16,5,12
52,8,15,5,12
53,8,15,5,12
54,8,15,4,13
55,8,15,4,13
56,8,14,5,13
57,7,15,5,13
58,8,14,5,13
59,8,14,5,13
60,7,14,5,14
61,7,14,4,15
62,8,13,4,15
63,8,14,4,14
64,9,14,4,13
65,9,14,4,13
66,8,14,4,14
67,9,14,4,13
68,9,14,5,12
69,9,15,5,11
70,8,16,5,11
71,7,16,6,11
72,7,16,6,11
73,7,16,5,12
74,7,15,5,13
75,7,15,5,13
76,6,15,5,14
77,6,14,6,14
78,6,13,6,15
79,6,14,5,15
80,7,13,5,15
81,7,12,5,16
82,7,13,5,15
83,8,13,4,15
84,8,12,4,16
85,7,13,4,16
86,7,14,3,16
87,7,14,3,16
88,8,13,3,16
89,8,12,3,17
90,8,11,3,18
91,8,12,3,17
92,9,12,3,16
93,10,12,2,16
94,10,12,2,16
95,11,12,2,15
96,12,11,2,15
97,11,11,2,16
98,11,11,2,16
99,11,11,2,16
100,11,11,2,16
101,11,10,2,17
102,10,10,2,18
103,10,10,2,18
104,10,11,2,17
105,10,12,2,16
106,11,11,2,16
107,10,12,2,16
108,11,11,2,16
109,12,10,2,16
110,12,10,2,16
111,12,9,2,17
112,12,8,2,18
113,11,8,2,19
114,10,8,2,20
115,9,8,2,21
116,10,8,2,20
117,10,7,2,21
118,10,8,2,20
119,9,9,2,20
120,9,8,2,21
121,9,7,2,22
122,10,7,2,21
123,10,7,2,21
124,10,7,2,21
125,10,7,2,21
126,10,7,2,21
127,10,8,2,20
128,10,8,2,20
129,10,8,2,20
130,10,7,2,21
131,9,7,2,22
132,9,6,2,23
133,9,7,2,22
134,8,7,3,22
135,7,7,4,22
136,7,7,4,22
137,7,6,4,23
138,7,5,4,24
139,7,5,4,24
140,6,5,4,25
141,7,5,4,24
142,7,4,4,25
143,7,4,5,24
144,7,4,4,25
145,6,4,5,25
146,6,4,5,25
147,6,4,4,26
148,6,4,4,26
149,6,4,4,26
150,5,4,4,27
151,5,4,3,28
152,5,4,3,28
153,4,4,3,29
154,4,4,3,29
155,4,5,3,28
156,4,5,3,28
157,4,4,3,29
158,5,4,3,28
159,5,4,3,28
160,5,3,3,29
161,6,3,3,28
162,6,3,3,28
163,5,3,3,29
164,5,3,3,29
165,5,3,3,29
166,5,3,3,29
167,5,3,3,29
168,5,3,3,29
169,5,3,3,29
170,4,3,3,30
171,4,3,3,30
172,4,2,3,31
173,4,2,3,31
174,4,2,3,31
175,4,2,3,31
176,4,2,2,32
177,4,2,2,32
178,4,2,2,32
179,4,1,2,33
180,4,1,2,33
181,4,1,2,33
182,4,1,1,34
183,4,1,1,34
184,4,1,1,34
185,4,1,1,34
186,4,1,1,34
187,3,1,1,35
188,3,1,1,35
189,3,1,1,35
190,2,1,1,36
191,2,0,1,37
192,2,0,1,37
193,2,0,1,37
194,2,0,1,37
195,2,0,0,38
196,2,0,0,38
197,3,0,0,37
198,3,0,0,37
199,3,0,0,37
200,3,0,0,37
201,3,0,0,37
202,3,0,0,37
203,3,0,0,37
204,3,0,0,37
205,2,0,0,38
206,2,0,0,38
207,2,0,0,38
208,2,0,0,38
209,2,0,0,38
210,2,0,0,38
211,2,0,0,38
212,2,0,0,38
213,2,0,0,38
214,2,0,0,38
215,2,0,0,38
216,2,0,0,38
217,2,0,0,38
218,2,0,0,38
219,2,0,0,38
220,2,0,0,38
221,1,0,0,39
222,1,0,0,39
223,1,0,0,39
224,1,0,0,39
225,1,0,0,39
226,1,0,0,39
227,1,0,0,39
228,1,0,0,39
229,1,0,0,39
230,1,0,0,39
231,1,0,0,39
232,1,0,0,39
233,2,0,0,38
234,2,0,0,38
235,2,0,0,38
236,2,0,0,38
237,2,0,0,38
238,2,0,0,38
239,2,0,0,38
240,2,0,0,38
241,2,0,0,38
242,2,0,0,38
243,2,0,0,38
244,2,0,0,38
245,2,0,0,38
246,2,0,0,38
247,2,0,0,38
248,2,0,1,37
249,2,0,1,37
250,2,0,1,37
251,2,0,2,36
252,2,0,3,35
253,2,0,3,35
254,2,1,3,34
255,2,1,3,34
256,2,1,3,34
257,2,1,3,34
258,2,1,2,35
259,2,1,2,35
260,2,1,2,35
261,2,1,2,35
262,2,1,2,35
263,2,1,2,35
264,2,1,2,35
265,2,1,2,35
266,2,1,2,35
267,1,1,3,35
268,1,1,3,35
269,1,1,4,34
270,1,1,4,34
271,1,1,3,35
272,2,1,3,34
273,1,1,3,35
274,1,1,3,35
275,1,1,3,35
276,1,1,3,35
277,1,1,3,35
278,1,1,3,35
279,1,1,3,35
280,2,1,3,34
281,2,1,3,34
282,2,1,3,34
283,2,1,4,33
284,2,1,5,32
285,2,1,5,32
286,1,1,5,33
287,1,1,5,33
288,1,1,5,33
289,1,1,4,34
290,1,1,4,34
291,1,1,5,33
292,0,1,5,34
293,0,1,5,34
294,0,1,5,34
295,0,1,6,33
296,0,1,6,33
297,0,1,6,33
298,0,1,6,33
299,0,1,5,34
300,0,1,5,34
301,0,1,4,35
302,0,1,4,35
303,0,1,4,35
304,1,1,4,34
305,1,1,5,33
306,1,1,5,33
307,1,1,5,33
308,1,1,5,33
309,1,1,4,34
310,1,1,4,34
311,1,1,3,35
312,1,1,3,35
313,1,1,3,35
314,1,1,3,35
315,1,1,4,34
316,1,1,4,34
317,1,0,4,35
318,1,0,3,36
319,1,0,3,36
320,1,0,3,36
321,1,0,4,35
322,1,0,4,35
323,1,0,4,35
324,1,0,5,34
325,1,0,5,34
326,1,0,5,34
327,1,0,5,34
328,1,0,5,34
329,1,0,5,34
330,1,0,5,34
331,1,0,4,35
332,1,0,5,34
333,1,0,5,34
334,1,0,5,34
335,1,0,5,34
336,2,0,5,33
337,2,0,5,33
338,2,0,5,33
339,2,0,6,32
340,2,0,6,32
341,2,0,5,33
342,2,1,5,32
343,2,1,6,31
344,2,1,5,32
345,2,1,5,32
346,2,1,5,32
347,2,1,6,31
348,2,1,6,31
349,2,1,7,30
350,2,1,7,30
351,2,1,7,30
352,2,1,7,30
353,3,0,7,30
354,3,0,7,30
355,3,0,7,30
356,3,0,7,30
357,3,0,7,30
358,3,0,7,30
359,3,0,6,31
360,4,0,6,30
361,4,0,6,30
362,5,0,6,29
363,5,0,6,29
364,5,0,6,29
365,5,0,6,29
366,5,0,6,29
367,5,0,6,29
368,5,0,5,30
369,5,0,5,30
370,5,1,5,29
371,5,1,5,29
372,5,1,5,29
373,5,1,4,30
374,4,1,4,31
375,4,1,4,31
376,4,1,5,30
377,4,1,5,30
378,4,1,5,30
379,4,1,5,30
380,5,1,5,29
381,4,1,5,30
382,4,1,4,31
383,4,1,4,31
384,4,1,5,30
385,4,1,5,30
386,4,1,6,29
387,4,2,6,28
388,5,2,5,28
389,5,2,5,28
390,5,2,5,28
391,4,2,5,29
392,5,2,5,28
393,5,2,5,28
394,5,2,5,28
395,4,2,5,29
396,4,2,4,30
397,4,2,4,30
398,4,1,4,31
399,4,2,3,31
400,4,2,3,31
401,4,2,2,32
402,4,2,2,32
403,4,2,2,32
404,4,2,2,32
405,4,3,2,31
406,5,3,2,30
407,5,3,2,30
408,5,3,2,30
409,6,3,2,29
410,7,3,2,28
411,6,3,2,29
412,5,3,2,30
413,4,3,2,31
414,4,3,1,32
415,4,3,1,32
416,4,3,1,32
417,4,3,1,32
418,4,2,1,33
419,4,2,1,33
420,4,2,1,33
421,4,2,1,33
422,5,2,1,32
423,5,2,1,32
424,5,2,1,32
425,6,2,1,31
426,6,2,1,31
427,7,2,1,30
428,7,2,1,30
429,7,2,2,29
430,7,2,2,29
431,7,2,2,29
432,8,2,2,28
433,8,2,2,28
434,7,2,2,29
435,7,2,3,28
436,7,2,3,28
437,7,2,3,28
438,7,2,3,28
439,7,3,3,27
440,7,4,3,26
441,7,4,3,26
442,7,4,3,26
443,7,5,3,25
444,7,5,3,25
445,7,5,3,25
446,7,6,3,24
447,6,6,3,25
448,6,6,4,24
449,5,6,4,25
450,5,6,4,25
451,4,7,4,25
452,4,7,4,25
453,5,7,4,24
454,5,7,3,25
455,6,7,3,24
456,6,8,3,23
457,6,9,3,22
458,6,9,3,22
459,6,9,3,22
460,6,8,3,23
461,5,8,3,24
462,5,8,3,24
463,6,8,2,24
464,6,8,2,24
465,6,8,2,24
466,6,8,2,24
467,7,8,2,23
