,GTFT: 0.33,Cooperator,Tit For Tat,Defector
0,10,10,10,10
1,11,10,9,10
2,11,10,9,10
3,11,10,9,10
4,10,10,10,10
5,11,10,10,9
6,11,10,9,10
7,11,10,9,10
8,11,10,9,10
9,11,10,9,10
10,11,10,10,9
11,11,10,11,8
12,11,11,10,8
13,11,12,9,8
14,12,12,9,7
15,12,12,9,7
16,13,12,8,7
17,12,13,8,7
18,12,12,8,8
19,13,12,7,8
20,13,13,7,7
21,12,14,7,7
22,12,14,6,8
23,12,14,7,7
24,12,15,7,6
25,11,16,7,6
26,11,17,7,5
27,11,17,7,5
28,11,17,7,5
29,11,17,7,5
30,12,17,6,5
31,12,17,6,5
32,11,17,6,6
33,10,17,7,6
34,10,17,7,6
35,11,16,7,6
36,12,16,6,6
37,12,16,5,7
38,12,17,5,6
39,12,18,5,5
40,12,18,5,5
41,11,18,5,6
42,11,17,5,7
43,10,18,5,7
44,10,18,5,7
45,10,18,5,7
46,10,18,5,7
47,10,17,6,7
48,10,17,5,8
49,11,16,5,8
50,10,17,5,8
51,11,17,4,8
52,11,17,4,8
53,12,16,4,8
54,12,15,5,8
55,11,15,5,9
56,11,16,5,8
57,11,16,5,8
58,11,16,5,8
59,10,16,6,8
60,11,15,6,8
61,10,15,7,8
62,10,15,7,8
63,10,15,7,8
64,10,15,6,9
65,10,15,6,9
66,10,14,6,10
67,10,14,5,11
68,10,15,5,10
69,10,16,5,9
70,10,16,5,9
71,9,17,5,9
72,9,16,5,10
73,10,15,5,10
74,9,15,6,10
75,9,15,7,9
76,9,16,6,9
77,9,17,5,9
78,8,18,5,9
79,9,18,5,8
80,8,19,5,8
81,8,19,5,8
82,8,19,5,8
83,9,18,5,8
84,9,18,5,8
85,9,19,5,7
86,9,19,5,7
87,10,19,4,7
88,10,19,4,7
89,11,18,4,7
90,11,17,4,8
91,11,17,4,8
92,11,18,3,8
93,11,18,3,8
94,11,18,3,8
95,11,18,3,8
96,12,17,3,8
97,12,17,3,8
98,11,18,3,8
99,11,18,3,8
100,12,17,3,8
101,11,18,3,8
