,GTFT: 0.33,Defector,Tit For Tat,Cooperator
0,10,10,10,10
1,11,9,10,10
2,11,9,11,9
3,10,10,11,9
4,10,10,12,8
5,10,10,12,8
6,10,11,11,8
7,10,11,11,8
8,10,10,11,9
9,10,10,11,9
10,9,11,11,9
11,9,11,12,8
12,8,11,13,8
13,8,11,13,8
14,8,11,13,8
15,8,12,12,8
16,8,12,12,8
17,8,13,12,7
18,8,12,13,7
19,7,12,14,7
20,7,12,14,7
21,7,11,15,7
22,8,10,15,7
23,8,9,15,8
24,8,10,14,8
25,8,10,14,8
26,8,10,14,8
27,8,9,15,8
28,8,9,15,8
29,8,10,15,7
30,8,10,16,6
31,8,10,16,6
32,9,10,15,6
33,8,10,16,6
34,8,10,16,6
35,9,10,15,6
36,9,11,15,5
37,10,10,15,5
38,10,10,15,5
39,9,11,15,5
40,9,10,16,5
41,9,11,15,5
42,9,11,15,5
43,9,11,15,5
44,9,10,16,5
45,9,11,15,5
46,10,10,15,5
47,10,10,15,5
48,10,10,15,5
49,10,10,16,4
50,10,10,17,3
51,10,10,17,3
52,10,11,16,3
53,10,11,16,3
54,9,11,17,3
55,9,11,17,3
56,9,10,18,3
57,9,11,17,3
58,8,11,17,4
59,8,11,17,4
60,7,11,18,4
61,8,11,17,4
62,8,12,16,4
63,8,11,17,4
64,8,12,17,3
65,7,13,17,3
66,7,13,17,3
67,7,13,17,3
68,6,13,18,3
69,6,12,19,3
70,6,12,18,4
71,5,12,19,4
72,5,13,19,3
73,4,14,19,3
74,4,13,20,3
75,4,13,20,3
76,4,13,20,3
77,4,13,20,3
78,4,14,19,3
79,4,14,19,3
80,4,13,20,3
81,4,13,20,3
82,4,12,21,3
83,4,11,22,3
84,4,12,21,3
85,4,12,21,3
86,4,12,22,2
87,4,12,22,2
88,4,13,22,1
89,4,14,21,1
90,4,14,21,1
91,4,15,20,1
92,4,14,21,1
93,4,15,20,1
94,4,14,21,1
95,4,13,22,1
96,4,12,23,1
97,4,11,24,1
98,5,11,23,1
99,5,10,24,1
100,5,9,25,1
101,5,9,25,1
102,4,9,26,1
103,4,9,26,1
104,5,8,26,1
105,5,8,26,1
106,5,7,26,2
107,5,7,26,2
108,5,7,25,3
109,5,8,24,3
110,5,8,24,3
111,5,8,25,2
112,5,8,25,2
113,5,9,24,2
114,4,10,24,2
115,4,10,24,2
116,4,9,25,2
117,4,9,25,2
118,4,9,25,2
119,4,9,25,2
120,4,9,25,2
121,5,9,24,2
122,5,9,25,1
123,5,10,24,1
124,6,10,23,1
125,5,11,23,1
126,5,11,23,1
127,6,10,23,1
128,6,10,22,2
129,6,10,22,2
130,6,10,23,1
131,6,10,23,1
132,5,11,23,1
133,5,12,22,1
134,5,11,22,2
135,5,10,23,2
136,5,10,23,2
137,5,11,22,2
138,5,12,22,1
139,5,13,21,1
140,5,14,20,1
141,5,15,19,1
142,5,15,19,1
143,5,14,20,1
144,5,13,21,1
