,GTFT: 0.33,Defector,Tit For Tat,Cooperator
0,10,10,10,10
1,11,10,9,10
2,11,11,9,9
3,12,11,9,8
4,11,11,9,9
5,11,12,9,8
6,11,13,8,8
7,10,14,8,8
8,10,15,8,7
9,10,14,8,8
10,11,14,7,8
11,10,14,7,9
12,9,14,8,9
13,8,15,8,9
14,8,16,8,8
15,9,16,8,7
16,8,16,8,8
17,8,15,9,8
18,8,14,10,8
19,8,15,9,8
20,8,16,9,7
21,8,16,10,6
22,8,16,10,6
23,7,17,10,6
24,8,17,10,5
25,8,17,10,5
26,8,16,11,5
27,8,16,11,5
28,7,17,11,5
29,6,18,11,5
30,6,18,11,5
31,6,19,11,4
32,6,20,10,4
33,5,20,11,4
34,5,20,11,4
35,4,21,11,4
36,4,22,10,4
37,3,23,10,4
38,3,23,11,3
39,3,24,11,2
40,3,23,11,3
41,3,24,10,3
42,3,23,11,3
43,3,23,11,3
44,3,23,11,3
45,4,22,11,3
46,5,22,10,3
47,5,22,10,3
48,5,22,10,3
49,5,22,10,3
50,5,23,9,3
51,5,24,8,3
52,6,23,8,3
53,7,22,8,3
54,7,22,8,3
55,7,22,8,3
56,7,22,8,3
57,8,22,7,3
58,8,22,7,3
59,8,23,6,3
60,8,22,6,4
61,7,22,6,5
62,6,23,6,5
63,5,24,6,5
64,5,23,7,5
65,5,23,7,5
66,6,22,7,5
67,7,21,7,5
68,8,20,7,5
69,7,20,8,5
70,7,21,7,5
71,8,20,7,5
72,9,19,7,5
73,9,19,7,5
74,9,19,7,5
75,9,19,7,5
76,8,20,7,5
77,8,20,7,5
78,8,19,7,6
79,8,19,7,6
80,8,20,6,6
81,8,20,6,6
82,8,20,6,6
83,9,20,5,6
84,9,20,5,6
85,10,20,5,5
86,10,19,6,5
87,10,19,6,5
88,10,19,6,5
89,11,18,6,5
90,10,18,6,6
91,10,18,6,6
92,10,17,7,6
93,9,17,8,6
94,9,17,9,5
95,9,17,9,5
96,9,17,9,5
97,9,16,10,5
98,10,16,10,4
99,10,16,10,4
100,10,16,9,5
101,10,17,8,5
