,GTFT: 0.33,Defector,Tit For Tat,Cooperator
0,10,10,10,10
1,10,11,10,9
2,11,11,9,9
3,11,11,8,10
4,11,11,7,11
5,11,11,7,11
6,10,11,8,11
7,9,11,8,12
8,10,11,8,11
9,11,11,7,11
10,11,11,7,11
11,11,11,7,11
12,11,10,8,11
13,11,11,8,10
14,11,10,9,10
15,10,11,9,10
16,10,11,9,10
17,10,12,9,9
18,10,12,9,9
19,10,11,10,9
20,9,11,10,10
21,9,11,9,11
22,8,11,10,11
23,9,11,9,11
24,9,11,9,11
25,9,11,9,11
26,9,12,9,10
27,9,12,9,10
28,9,13,8,10
29,8,13,8,11
30,8,12,8,12
31,8,11,9,12
32,7,11,10,12
33,7,11,10,12
34,8,11,9,12
35,8,11,9,12
36,8,12,9,11
37,9,11,9,11
38,9,10,9,12
39,9,10,9,12
40,10,10,8,12
41,10,9,8,13
42,11,8,8,13
43,11,8,8,13
44,11,8,8,13
45,10,8,9,13
46,10,8,9,13
47,10,8,9,13
48,10,8,10,12
49,10,8,10,12
50,9,8,10,13
51,9,7,10,14
52,9,6,10,15
53,9,5,11,15
54,9,6,11,14
55,9,6,12,13
56,8,7,12,13
57,8,7,11,14
58,8,6,12,14
59,9,6,11,14
60,8,6,12,14
61,8,6,12,14
62,8,5,12,15
63,9,4,12,15
64,9,4,12,15
65,9,4,12,15
66,9,5,12,14
67,9,5,11,15
68,9,6,11,14
69,9,6,12,13
70,9,6,11,14
71,8,6,12,14
72,8,5,12,15
73,8,6,12,14
74,9,6,11,14
75,9,6,11,14
76,10,6,10,14
77,11,6,10,13
78,12,6,9,13
79,12,6,8,14
80,12,6,8,14
81,11,6,8,15
82,11,6,8,15
83,12,6,8,14
84,12,6,8,14
85,12,6,7,15
86,12,6,8,14
87,12,6,9,13
88,12,7,9,12
89,11,7,10,12
90,11,6,10,13
91,11,5,10,14
92,11,5,11,13
93,12,4,11,13
94,12,4,11,13
95,12,4,10,14
96,12,4,11,13
97,12,4,11,13
98,12,4,12,12
99,11,4,13,12
100,11,4,14,11
101,11,4,13,12
102,12,4,13,11
103,12,4,13,11
104,12,4,13,11
105,13,4,12,11
106,13,4,12,11
107,13,3,13,11
108,14,3,13,10
109,15,3,12,10
110,16,3,12,9
111,16,4,12,8
112,17,4,11,8
113,16,4,12,8
114,17,4,11,8
115,17,4,11,8
116,17,4,11,8
117,17,4,11,8
118,16,4,12,8
119,15,5,12,8
120,15,5,12,8
121,15,4,13,8
122,14,4,13,9
123,13,4,14,9
124,12,4,15,9
125,12,4,14,10
126,12,4,14,10
127,11,4,14,11
128,11,4,14,11
129,11,4,15,10
130,12,4,14,10
131,11,4,14,11
132,12,4,13,11
133,11,4,13,12
134,11,5,13,11
135,11,5,14,10
136,11,5,14,10
137,12,5,13,10
138,12,5,13,10
139,12,5,13,10
140,12,5,12,11
141,12,5,12,11
142,11,5,12,12
143,11,5,12,12
144,12,5,11,12
145,12,5,11,12
146,12,5,11,12
147,12,5,10,13
148,12,5,10,13
