,GTFT: 0.33,Defector,Tit For Tat,Cooperator
0,10,10,10,10
1,10,10,10,10
2,10,11,10,9
3,11,11,10,8
4,10,11,11,8
5,10,11,11,8
6,10,11,11,8
7,11,10,11,8
8,11,11,10,8
9,10,12,10,8
10,10,12,11,7
11,9,13,11,7
12,10,12,11,7
13,10,12,12,6
14,10,13,11,6
15,10,13,11,6
16,11,12,11,6
17,12,12,11,5
18,12,13,11,4
19,12,13,11,4
20,12,13,11,4
21,11,13,12,4
22,11,13,12,4
23,10,14,12,4
24,10,14,13,3
25,10,15,12,3
26,11,15,11,3
27,10,16,11,3
28,10,15,12,3
29,11,15,11,3
30,11,15,11,3
31,11,15,11,3
32,10,16,11,3
33,10,16,11,3
34,9,17,11,3
35,9,16,12,3
36,9,16,12,3
37,9,17,11,3
38,9,16,12,3
39,9,15,12,4
40,9,14,13,4
41,9,14,12,5
42,10,14,11,5
43,10,15,10,5
44,10,14,11,5
45,10,14,11,5
46,10,14,11,5
47,10,13,12,5
48,10,13,11,6
49,10,13,11,6
50,10,13,11,6
51,10,14,11,5
52,11,14,11,4
53,11,13,11,5
54,12,13,10,5
55,13,12,10,5
56,13,12,10,5
57,13,12,10,5
58,14,11,10,5
59,14,11,10,5
60,14,10,11,5
61,14,10,11,5
62,14,10,11,5
63,15,10,10,5
64,16,10,10,4
65,16,10,10,4
66,17,10,9,4
67,17,10,9,4
68,17,10,9,4
69,16,10,10,4
70,15,11,10,4
71,15,12,9,4
72,15,13,9,3
73,15,13,9,3
74,15,13,9,3
75,14,14,9,3
76,14,13,9,4
77,15,12,9,4
78,14,12,9,5
79,13,13,9,5
80,14,13,8,5
81,14,12,9,5
82,14,12,9,5
83,14,12,9,5
84,14,12,9,5
85,14,13,9,4
86,13,14,9,4
87,13,14,9,4
88,13,14,9,4
89,13,14,9,4
90,13,14,8,5
91,12,15,8,5
92,12,14,9,5
93,12,14,9,5
94,12,15,8,5
95,12,14,9,5
96,12,14,9,5
97,13,14,8,5
98,13,14,8,5
99,13,14,8,5
100,13,15,7,5
101,13,15,7,5
102,13,14,7,6
103,13,15,7,5
104,13,14,8,5
105,13,15,7,5
106,13,15,7,5
107,12,16,7,5
108,12,16,7,5
109,11,16,8,5
110,10,17,8,5
111,10,17,9,4
112,9,17,10,4
113,8,17,11,4
114,8,17,11,4
115,8,17,11,4
116,7,17,11,5
117,7,17,11,5
118,6,18,11,5
119,6,18,11,5
120,5,18,12,5
121,5,19,12,4
122,5,18,13,4
123,5,18,13,4
124,5,18,13,4
125,5,17,14,4
126,5,18,14,3
127,5,18,14,3
128,5,17,15,3
129,6,17,14,3
130,5,17,14,4
131,5,17,14,4
132,5,17,14,4
133,6,17,13,4
134,6,17,13,4
135,7,16,13,4
136,6,16,14,4
137,6,17,13,4
138,6,17,13,4
139,6,16,13,5
140,5,17,13,5
141,5,17,13,5
142,5,16,13,6
143,5,15,13,7
144,5,15,12,8
145,6,15,11,8
146,5,15,11,9
147,5,16,11,8
148,5,16,12,7
149,5,17,11,7
150,4,18,11,7
151,4,18,11,7
152,4,19,11,6
153,4,19,11,6
154,4,19,11,6
155,4,18,12,6
156,4,18,12,6
157,4,18,13,5
158,4,18,13,5
159,4,17,14,5
160,5,17,14,4
161,5,16,15,4
162,4,16,16,4
163,4,15,16,5
164,4,15,16,5
165,5,14,16,5
166,5,14,17,4
167,5,13,17,5
168,6,12,17,5
169,7,11,17,5
170,7,11,17,5
171,7,11,17,5
172,8,11,16,5
173,8,12,15,5
174,8,13,15,4
175,7,13,16,4
176,7,14,16,3
177,8,13,16,3
178,7,14,16,3
179,7,13,17,3
180,7,12,18,3
181,7,12,17,4
182,7,12,17,4
183,7,12,17,4
184,7,11,18,4
185,7,11,18,4
186,8,10,18,4
187,8,10,18,4
188,9,10,17,4
189,9,10,17,4
190,9,10,17,4
191,8,11,17,4
192,9,11,16,4
193,9,10,16,5
194,10,10,16,4
195,10,10,16,4
196,9,10,17,4
197,9,9,18,4
198,8,9,19,4
199,7,10,19,4
200,7,10,19,4
201,7,10,19,4
202,7,9,20,4
203,7,8,21,4
204,7,9,21,3
205,7,10,20,3
206,7,10,20,3
207,7,10,20,3
208,8,10,19,3
209,8,9,20,3
210,8,9,20,3
211,8,9,20,3
212,8,10,19,3
213,7,10,20,3
214,7,11,19,3
215,7,11,19,3
216,7,11,19,3
217,7,11,19,3
218,8,10,19,3
219,8,11,18,3
220,8,11,18,3
221,8,11,18,3
222,8,10,19,3
223,9,9,19,3
224,9,9,19,3
225,10,9,18,3
226,10,9,18,3
227,9,9,19,3
228,9,9,19,3
229,9,8,20,3
230,9,8,20,3
231,10,8,19,3
232,10,8,19,3
233,9,8,20,3
234,9,8,20,3
235,9,8,20,3
236,10,7,20,3
237,10,7,19,4
238,10,6,20,4
239,10,6,20,4
240,9,7,20,4
241,9,7,20,4
242,9,7,19,5
243,9,7,18,6
244,9,7,18,6
245,9,8,17,6
246,9,7,18,6
247,9,7,17,7
248,9,7,17,7
249,9,8,16,7
250,9,8,15,8
251,8,8,16,8
252,7,8,16,9
253,8,8,16,8
254,7,8,17,8
255,7,8,16,9
256,8,8,15,9
257,8,7,16,9
258,8,7,16,9
259,7,7,16,10
260,7,7,15,11
261,6,8,15,11
262,6,8,14,12
263,7,8,13,12
264,7,7,14,12
265,7,7,13,13
266,7,6,13,14
267,7,6,12,15
268,8,6,11,15
269,7,6,11,16
270,8,6,11,15
271,8,6,11,15
272,8,6,11,15
273,8,6,11,15
274,8,6,11,15
275,8,6,12,14
276,8,5,13,14
277,8,5,13,14
278,8,5,13,14
279,8,5,14,13
280,9,5,13,13
281,9,5,13,13
282,9,5,12,14
283,9,6,12,13
284,9,6,13,12
285,9,5,14,12
286,10,5,14,11
287,10,5,13,12
288,10,6,12,12
289,10,5,13,12
290,10,4,14,12
291,10,4,14,12
292,10,4,13,13
293,9,4,13,14
294,8,4,13,15
295,8,4,13,15
296,8,3,13,16
297,8,4,13,15
298,8,3,14,15
299,8,3,15,14
300,8,3,15,14
301,8,3,16,13
302,8,3,15,14
303,7,4,15,14
304,6,4,15,15
305,6,4,15,15
306,6,4,15,15
307,6,4,15,15
308,6,4,15,15
309,6,4,15,15
310,6,4,15,15
311,6,4,16,14
312,6,5,15,14
313,5,5,16,14
314,5,5,16,14
315,4,5,17,14
316,4,5,17,14
317,4,5,17,14
318,4,6,17,13
319,4,6,18,12
320,4,6,18,12
321,4,6,18,12
322,3,6,19,12
