,GTFT: 0.33,Cooperator,Tit For Tat,Defector
0,10,10,10,10
1,11,9,10,10
2,10,9,11,10
3,10,9,11,10
4,9,9,12,10
5,10,8,12,10
6,10,8,13,9
7,11,8,13,8
8,10,8,13,9
9,10,7,13,10
10,9,7,13,11
11,8,8,13,11
12,9,8,13,10
13,8,8,14,10
14,8,8,14,10
15,8,8,13,11
16,8,7,14,11
17,8,7,14,11
18,8,7,15,10
19,8,8,14,10
20,8,8,15,9
21,8,8,15,9
22,8,9,15,8
23,8,9,15,8
24,9,9,14,8
25,9,8,15,8
26,9,9,15,7
27,10,8,15,7
28,11,8,15,6
29,11,7,16,6
30,11,6,17,6
31,12,6,17,5
32,12,6,17,5
33,11,7,17,5
34,11,7,17,5
35,11,8,16,5
36,11,8,16,5
37,10,9,16,5
38,10,9,16,5
39,10,10,15,5
40,10,10,15,5
41,9,11,15,5
42,9,10,16,5
43,8,10,16,6
44,8,9,17,6
45,8,9,16,7
46,8,9,15,8
47,8,9,16,7
48,8,9,16,7
49,8,9,16,7
50,9,9,15,7
51,10,9,15,6
52,10,9,16,5
53,10,8,16,6
54,11,8,15,6
55,11,8,15,6
56,11,8,15,6
57,11,8,14,7
58,10,8,15,7
59,10,8,15,7
60,10,9,14,7
61,9,9,15,7
62,9,9,15,7
63,9,9,15,7
64,8,10,15,7
65,7,11,15,7
66,7,12,14,7
67,7,12,14,7
68,7,12,14,7
69,7,12,14,7
70,7,12,13,8
71,7,12,12,9
72,8,12,12,8
73,8,12,11,9
74,8,12,10,10
75,7,12,11,10
76,7,12,11,10
77,6,12,12,10
78,5,12,13,10
79,5,12,13,10
80,4,12,13,11
81,4,13,13,10
82,4,13,13,10
83,4,14,12,10
84,4,15,11,10
85,5,14,11,10
86,5,14,11,10
87,4,14,11,11
88,4,15,11,10
89,4,15,11,10
90,4,15,11,10
91,4,14,12,10
92,3,15,12,10
93,2,15,12,11
94,2,15,12,11
95,2,15,12,11
96,2,14,13,11
97,2,15,13,10
98,2,15,13,10
99,2,15,13,10
100,2,16,13,9
101,2,16,13,9
102,2,17,12,9
103,2,18,12,8
104,2,17,13,8
105,2,17,13,8
106,3,16,13,8
107,3,16,13,8
108,3,17,12,8
109,3,17,11,9
110,3,17,11,9
111,2,17,11,10
112,2,17,11,10
113,2,17,11,10
114,2,17,11,10
115,2,17,11,10
116,2,18,11,9
117,2,17,11,10
118,2,18,11,9
119,2,19,10,9
120,2,19,11,8
121,2,19,11,8
122,2,18,12,8
123,2,19,12,7
124,1,19,12,8
125,1,20,11,8
126,1,20,11,8
127,2,19,11,8
128,2,19,11,8
129,2,19,11,8
130,1,20,11,8
131,1,20,12,7
132,1,19,12,8
133,1,18,12,9
134,1,18,11,10
135,1,18,11,10
136,1,19,10,10
137,1,19,11,9
138,1,19,11,9
139,1,20,11,8
140,1,21,10,8
141,1,21,10,8
142,1,21,11,7
143,1,21,11,7
144,1,20,12,7
