,GTFT: 0.33,Cooperator,Tit For Tat,Defector
0,10,10,10,10
1,10,10,10,10
2,10,11,10,9
3,10,12,10,8
4,9,12,10,9
5,9,11,10,10
6,9,12,9,10
7,9,12,9,10
8,9,12,9,10
9,9,13,8,10
10,9,13,8,10
11,9,13,8,10
12,8,13,8,11
13,8,13,8,11
14,7,14,8,11
15,7,14,7,12
16,7,13,7,13
17,7,12,8,13
18,7,12,7,14
19,7,11,7,15
20,7,11,6,16
21,7,10,6,17
22,7,10,6,17
23,7,11,6,16
24,7,10,6,17
25,7,9,7,17
26,7,9,7,17
27,7,9,7,17
28,7,10,6,17
29,6,10,6,18
30,6,11,6,17
31,6,12,6,16
32,6,11,6,17
33,5,11,7,17
34,5,11,8,16
35,6,11,8,15
36,5,11,8,16
37,5,10,8,17
38,6,10,8,16
39,6,10,8,16
40,7,10,7,16
41,7,10,8,15
42,7,11,7,15
43,8,11,7,14
44,8,11,6,15
45,9,11,6,14
46,9,11,6,14
47,9,10,7,14
48,9,11,7,13
49,8,11,7,14
50,9,10,7,14
51,8,10,7,15
52,8,9,7,16
53,8,8,7,17
54,9,8,6,17
55,9,8,6,17
56,10,7,6,17
57,9,7,6,18
58,9,8,6,17
59,9,8,6,17
60,10,8,6,16
61,11,8,6,15
62,11,8,6,15
63,11,9,6,14
64,11,9,6,14
65,11,9,6,14
66,12,9,5,14
67,12,9,5,14
68,11,9,5,15
69,12,9,5,14
70,12,9,4,15
71,12,9,5,14
72,12,9,5,14
73,12,9,5,14
74,13,9,5,13
75,13,8,5,14
76,13,8,5,14
77,13,8,5,14
78,12,8,5,15
79,13,7,5,15
80,12,7,5,16
81,12,7,5,16
82,12,7,5,16
83,13,7,5,15
84,14,7,4,15
85,14,7,4,15
86,13,7,4,16
87,13,7,4,16
88,13,7,4,16
89,13,7,3,17
90,14,7,3,16
91,14,7,3,16
92,14,7,2,17
93,15,7,2,16
94,16,7,1,16
95,15,7,1,17
96,14,7,1,18
97,14,7,1,18
98,13,7,1,19
99,12,7,1,20
100,12,7,1,20
101,13,7,1,19
102,13,7,1,19
103,13,6,1,20
104,13,6,1,20
105,14,6,1,19
106,13,6,2,19
107,13,7,2,18
108,14,6,2,18
109,15,6,2,17
110,16,6,1,17
111,15,6,1,18
112,15,7,1,17
113,14,7,1,18
114,14,7,1,18
115,14,8,1,17
116,14,8,1,17
117,14,8,1,17
118,14,8,1,17
119,13,8,1,18
120,13,8,0,19
121,13,9,0,18
122,12,10,0,18
123,12,9,0,19
124,12,8,0,20
125,12,8,1,19
126,13,8,1,18
127,14,8,1,17
128,14,8,1,17
129,15,7,1,17
130,14,8,1,17
131,13,9,1,17
132,13,9,1,17
133,13,9,1,17
134,12,9,1,18
135,12,9,1,18
136,13,9,1,17
137,13,9,0,18
138,13,10,0,17
139,13,9,0,18
140,13,8,0,19
141,13,8,0,19
142,13,9,0,18
143,13,8,0,19
144,14,8,0,18
145,14,8,0,18
146,14,8,0,18
147,15,8,0,17
148,16,8,0,16
149,17,7,0,16
150,16,7,0,17
151,15,7,0,18
152,15,7,0,18
153,14,7,1,18
154,14,7,1,18
155,14,7,1,18
156,14,7,1,18
157,15,7,1,17
158,15,7,2,16
159,15,7,2,16
160,14,7,2,17
161,15,7,2,16
162,15,7,2,16
163,16,6,2,16
164,16,6,3,15
165,15,6,4,15
166,15,6,4,15
167,15,6,4,15
168,16,6,3,15
169,17,6,3,14
170,17,6,3,14
171,17,6,3,14
172,17,6,3,14
173,17,6,3,14
174,17,6,3,14
175,17,6,3,14
176,17,6,3,14
177,17,6,3,14
178,18,5,3,14
179,18,5,3,14
180,19,5,2,14
181,19,5,2,14
182,18,5,3,14
183,18,5,3,14
184,18,5,4,13
185,18,5,4,13
186,17,5,4,14
187,17,5,3,15
188,16,5,3,16
189,16,5,3,16
190,15,6,3,16
191,15,5,3,17
192,15,5,4,16
193,14,5,4,17
194,15,5,4,16
195,14,5,4,17
196,15,5,4,16
197,15,5,4,16
198,14,5,4,17
199,14,5,5,16
200,14,5,4,17
201,14,5,4,17
202,15,4,4,17
203,14,5,4,17
204,15,5,3,17
205,16,4,3,17
206,15,4,4,17
207,16,3,4,17
208,16,3,5,16
209,16,3,5,16
210,16,3,6,15
211,15,4,6,15
212,15,4,6,15
213,14,4,6,16
214,14,4,6,16
215,14,4,7,15
216,13,4,8,15
217,14,4,7,15
218,13,4,7,16
219,13,4,7,16
220,14,4,7,15
221,13,5,7,15
222,13,6,7,14
223,13,6,7,14
224,13,6,7,14
225,13,6,7,14
226,12,6,7,15
227,11,6,7,16
228,11,6,7,16
229,11,6,7,16
230,12,6,6,16
231,13,6,5,16
232,13,6,5,16
233,12,6,5,17
234,13,5,5,17
235,14,5,5,16
236,13,5,5,17
237,13,5,5,17
238,13,5,5,17
239,13,6,5,16
240,13,7,5,15
241,13,7,5,15
242,14,7,5,14
243,14,7,6,13
244,13,7,6,14
245,12,7,6,15
246,12,7,6,15
247,12,7,5,16
248,11,8,5,16
249,12,8,5,15
250,11,8,5,16
251,11,8,5,16
252,11,8,5,16
253,11,8,5,16
254,11,8,5,16
255,10,8,5,17
256,10,8,5,17
257,10,8,5,17
258,10,9,5,16
259,9,10,5,16
260,9,9,5,17
261,9,9,5,17
262,9,9,5,17
263,10,9,5,16
264,9,10,5,16
265,10,10,4,16
266,10,10,4,16
267,10,10,4,16
268,10,10,4,16
269,9,11,4,16
270,10,11,4,15
271,10,11,5,14
272,10,11,6,13
273,11,11,6,12
274,12,11,6,11
275,12,12,5,11
276,12,11,6,11
277,13,10,6,11
278,13,9,6,12
279,13,9,5,13
280,12,10,5,13
281,11,10,5,14
282,11,10,5,14
283,11,10,5,14
284,11,10,5,14
285,10,10,6,14
286,9,10,6,15
287,10,9,6,15
288,10,10,6,14
289,10,10,6,14
290,9,11,6,14
291,9,12,5,14
292,9,12,5,14
293,9,12,5,14
294,9,12,5,14
295,8,13,5,14
296,8,13,5,14
297,7,14,5,14
298,7,15,5,13
299,7,14,5,14
300,6,14,5,15
301,5,15,5,15
302,5,15,5,15
303,5,14,6,15
304,5,14,6,15
305,5,15,6,14
306,5,15,6,14
307,5,15,6,14
308,5,15,7,13
309,4,15,7,14
310,4,14,7,15
311,4,15,7,14
312,4,15,6,15
313,4,15,6,15
314,4,15,6,15
315,4,15,6,15
316,4,14,6,16
317,4,14,5,17
318,3,15,5,17
319,3,15,5,17
320,4,14,5,17
321,4,14,6,16
322,4,14,6,16
