,GTFT: 0.33,Defector,Tit For Tat,Cooperator
0,10,10,10,10
1,10,11,9,10
2,9,12,9,10
3,9,12,8,11
4,8,12,9,11
5,8,11,10,11
6,8,11,10,11
7,9,11,9,11
8,9,12,9,10
9,9,13,9,9
10,9,12,10,9
11,9,12,10,9
12,8,12,10,10
13,8,12,11,9
14,9,12,11,8
15,9,11,12,8
16,9,11,13,7
17,8,11,13,8
18,9,11,13,7
19,9,11,14,6
20,9,11,14,6
21,10,11,14,5
22,10,11,14,5
23,9,11,15,5
24,8,12,15,5
25,8,11,16,5
26,8,10,17,5
27,8,11,16,5
28,8,11,16,5
29,8,10,17,5
30,7,11,17,5
31,8,11,16,5
32,7,11,16,6
33,7,10,17,6
34,7,10,17,6
35,7,10,17,6
36,8,10,17,5
37,8,10,17,5
38,8,10,17,5
39,8,10,16,6
40,8,9,17,6
41,8,9,16,7
42,8,8,17,7
43,8,8,17,7
44,8,9,16,7
45,8,9,16,7
46,9,9,15,7
47,9,8,15,8
48,9,8,15,8
49,9,8,15,8
50,10,7,15,8
51,11,7,14,8
52,11,7,14,8
53,11,7,14,8
54,12,7,13,8
55,11,7,14,8
56,11,6,15,8
57,10,7,15,8
58,10,7,15,8
59,10,7,15,8
60,10,7,16,7
61,11,7,15,7
62,11,7,15,7
63,11,7,15,7
64,12,6,15,7
65,12,7,15,6
66,12,7,15,6
67,12,7,14,7
68,12,7,14,7
69,11,7,15,7
70,11,8,14,7
71,11,8,13,8
72,11,9,12,8
73,12,9,12,7
74,11,9,12,8
75,11,9,11,9
76,12,9,11,8
77,12,9,11,8
78,12,9,11,8
79,11,9,11,9
80,12,8,11,9
81,13,7,11,9
82,14,7,10,9
83,15,7,9,9
84,15,8,8,9
85,15,8,7,10
86,15,8,8,9
87,15,8,8,9
88,15,8,8,9
89,16,8,7,9
90,16,8,7,9
91,16,8,7,9
92,16,8,8,8
93,17,8,7,8
94,17,8,7,8
95,17,8,7,8
96,18,8,7,7
97,18,8,7,7
98,18,8,7,7
99,17,8,8,7
100,18,7,8,7
101,18,7,8,7
102,17,7,8,8
103,16,8,8,8
104,16,7,9,8
105,16,7,9,8
106,15,7,10,8
107,14,7,11,8
108,13,7,11,9
109,13,6,12,9
110,13,6,12,9
111,13,6,11,10
112,13,6,11,10
113,12,6,11,11
114,12,7,11,10
115,11,7,12,10
116,11,8,12,9
117,10,9,12,9
118,9,9,12,10
119,9,9,13,9
120,9,9,13,9
