,GTFT: 0.33,Defector,Tit For Tat,Cooperator
0,10,10,10,10
1,11,10,10,9
2,11,11,10,8
3,11,11,10,8
4,10,12,10,8
5,10,12,10,8
6,10,11,11,8
7,9,11,12,8
8,10,11,12,7
9,9,11,12,8
10,9,11,11,9
11,9,10,12,9
12,9,10,11,10
13,9,10,11,10
14,10,9,11,10
15,10,10,11,9
16,11,10,10,9
17,11,10,9,10
18,12,10,9,9
19,12,10,8,10
20,12,9,9,10
21,12,9,9,10
22,12,9,8,11
23,13,9,8,10
24,13,9,7,11
25,13,8,7,12
26,12,8,7,13
27,11,9,7,13
28,11,10,7,12
29,10,11,7,12
30,10,11,7,12
31,10,11,7,12
32,10,12,7,11
33,10,11,8,11
34,10,11,8,11
35,11,11,8,10
36,12,10,8,10
37,13,10,8,9
38,13,10,8,9
39,13,9,9,9
40,12,9,9,10
41,12,9,8,11
42,12,9,9,10
43,12,8,10,10
44,12,8,10,10
45,12,8,9,11
46,13,8,8,11
47,14,8,8,10
48,14,9,7,10
49,14,8,8,10
50,14,8,9,9
51,14,8,9,9
52,14,8,8,10
53,15,8,8,9
54,16,7,8,9
55,15,7,8,10
56,15,7,9,9
57,15,7,9,9
58,14,7,10,9
59,13,7,11,9
60,14,7,11,8
61,13,7,12,8
62,14,7,11,8
63,14,8,10,8
64,14,8,10,8
65,14,8,10,8
66,14,8,10,8
67,15,7,10,8
68,16,7,9,8
69,16,7,9,8
70,16,8,9,7
71,15,9,9,7
72,15,9,9,7
73,15,9,9,7
74,14,10,9,7
75,14,9,10,7
76,14,9,10,7
77,14,8,11,7
78,14,8,11,7
79,14,8,11,7
80,15,8,11,6
81,15,7,12,6
82,15,7,12,6
83,14,8,12,6
84,13,9,12,6
85,13,9,12,6
86,14,9,11,6
87,14,9,11,6
88,15,9,11,5
89,14,10,11,5
90,14,11,11,4
91,13,11,12,4
92,13,11,12,4
93,13,11,13,3
94,13,10,14,3
95,13,11,13,3
96,13,11,13,3
97,13,12,12,3
98,12,12,13,3
99,12,11,14,3
100,11,11,15,3
101,10,12,15,3
102,10,12,15,3
103,9,12,15,4
104,9,11,16,4
105,9,12,15,4
106,9,11,16,4
107,8,11,16,5
108,8,11,16,5
109,8,10,16,6
110,7,10,17,6
111,8,10,16,6
112,8,10,16,6
113,8,10,15,7
114,8,10,15,7
115,9,10,14,7
116,9,10,15,6
117,10,10,14,6
118,10,10,14,6
119,11,9,14,6
120,12,9,13,6
121,12,9,13,6
122,12,9,13,6
123,13,9,12,6
124,13,9,12,6
125,14,9,12,5
126,13,9,13,5
127,13,9,13,5
128,12,9,13,6
129,13,9,12,6
130,13,9,12,6
131,13,10,11,6
132,12,10,12,6
133,12,10,12,6
134,12,10,12,6
135,12,11,12,5
136,13,11,11,5
137,12,11,12,5
138,12,10,12,6
139,13,10,12,5
140,12,11,12,5
141,12,11,12,5
142,12,10,13,5
143,12,10,12,6
144,12,10,12,6
145,11,10,12,7
146,11,11,11,7
147,12,11,10,7
148,12,11,10,7
149,12,11,10,7
150,11,12,10,7
151,11,12,11,6
152,11,12,11,6
153,11,11,12,6
154,11,11,12,6
155,10,11,12,7
156,10,10,12,8
157,10,10,12,8
158,10,9,12,9
159,10,9,12,9
160,9,9,13,9
161,9,8,14,9
162,9,8,14,9
163,8,8,14,10
164,9,8,13,10
165,9,7,14,10
166,9,7,15,9
167,10,6,15,9
168,10,6,15,9
169,10,7,15,8
170,10,6,16,8
171,10,6,16,8
172,11,6,15,8
173,11,5,16,8
174,11,4,17,8
175,11,4,18,7
176,10,4,19,7
177,11,4,18,7
178,11,4,17,8
179,11,4,17,8
180,11,4,17,8
181,11,4,16,9
182,12,4,16,8
183,12,3,17,8
184,12,3,18,7
185,13,3,18,6
186,14,3,18,5
187,13,4,18,5
188,13,4,17,6
189,12,4,18,6
190,11,4,19,6
191,11,5,19,5
192,11,5,20,4
193,12,5,20,3
194,11,5,21,3
195,11,5,21,3
196,11,5,21,3
197,11,5,21,3
198,11,5,21,3
199,11,5,21,3
200,11,5,21,3
201,11,5,21,3
202,12,5,20,3
203,11,5,21,3
204,11,5,21,3
205,11,6,20,3
206,11,6,20,3
207,11,6,20,3
208,11,6,20,3
209,12,6,20,2
210,11,6,21,2
211,12,6,20,2
212,12,6,20,2
213,12,6,20,2
214,13,6,19,2
215,14,6,18,2
216,13,6,19,2
217,13,6,19,2
218,13,6,19,2
219,13,6,18,3
220,14,6,17,3
221,14,6,17,3
222,15,5,17,3
223,14,6,17,3
224,14,6,17,3
225,15,6,16,3
226,15,5,17,3
227,16,5,16,3
228,17,5,15,3
229,17,5,15,3
230,17,5,15,3
231,17,5,15,3
232,18,4,15,3
233,19,4,14,3
234,19,4,14,3
235,19,5,14,2
236,19,5,15,1
237,19,5,15,1
238,19,6,14,1
239,20,5,14,1
240,21,4,14,1
241,22,4,13,1
242,22,4,13,1
243,22,4,13,1
244,22,5,12,1
245,22,5,12,1
246,22,5,12,1
247,22,5,12,1
248,21,6,12,1
249,21,6,12,1
250,20,7,12,1
251,20,7,12,1
252,20,7,12,1
253,20,7,12,1
254,19,7,13,1
255,20,7,13,0
256,19,7,14,0
257,18,7,15,0
258,18,7,15,0
259,17,7,16,0
260,17,7,16,0
261,17,7,16,0
262,16,7,17,0
263,16,7,17,0
264,16,7,17,0
265,17,7,16,0
266,18,6,16,0
267,18,5,17,0
268,18,6,16,0
269,18,6,16,0
270,18,5,17,0
271,17,5,18,0
272,17,5,17,1
273,17,5,17,1
274,16,5,18,1
275,17,4,18,1
276,16,4,19,1
277,15,5,19,1
278,16,5,18,1
279,15,5,19,1
