,GTFT: 0.33,Cooperator,Tit For Tat,Defector
0,10,10,10,10
1,10,10,10,10
2,10,10,10,10
3,10,9,10,11
4,10,10,10,10
5,10,11,10,9
6,10,12,9,9
7,10,12,9,9
8,11,12,8,9
9,11,11,9,9
10,11,12,9,8
11,12,11,9,8
12,12,11,8,9
13,11,11,9,9
14,11,12,9,8
15,11,12,9,8
16,11,11,10,8
17,11,11,9,9
18,11,10,9,10
19,12,9,9,10
20,13,8,9,10
21,13,7,10,10
22,13,8,10,9
23,13,8,9,10
24,13,8,8,11
25,13,8,8,11
26,13,7,8,12
27,13,7,8,12
28,13,7,9,11
29,13,7,8,12
30,13,7,8,12
31,13,8,7,12
32,13,9,6,12
33,14,9,5,12
34,13,9,5,13
35,13,9,5,13
36,13,8,5,14
37,13,8,5,14
38,14,7,5,14
39,13,8,5,14
40,13,8,5,14
41,13,9,5,13
42,13,9,5,13
43,13,9,5,13
44,13,9,4,14
45,13,8,4,15
46,13,9,4,14
47,12,9,4,15
48,12,9,4,15
49,11,9,5,15
50,11,10,5,14
51,11,10,5,14
52,12,10,5,13
53,13,9,5,13
54,14,8,5,13
55,13,9,5,13
56,13,10,4,13
57,12,11,4,13
58,12,11,4,13
59,12,10,4,14
60,12,10,4,14
61,12,10,4,14
62,12,10,4,14
63,13,10,4,13
64,12,10,4,14
65,11,10,5,14
66,10,10,5,15
67,10,10,5,15
68,10,9,6,15
69,10,9,6,15
70,10,9,6,15
71,10,10,5,15
72,10,9,5,16
73,10,9,5,16
74,10,9,5,16
75,10,9,5,16
76,10,9,5,16
77,10,8,5,17
78,11,8,5,16
79,10,8,5,17
80,10,8,5,17
81,10,8,6,16
82,10,8,6,16
83,10,9,6,15
84,10,8,7,15
85,10,8,7,15
86,9,9,7,15
87,8,9,8,15
88,8,10,8,14
89,8,11,7,14
90,8,11,7,14
91,8,11,6,15
92,9,11,6,14
93,9,11,5,15
94,9,12,5,14
95,9,12,4,15
96,10,12,4,14
97,10,12,4,14
98,10,12,3,15
99,10,11,3,16
100,9,12,3,16
101,9,11,3,17
102,10,10,3,17
103,10,11,2,17
104,10,11,2,17
105,10,12,2,16
106,10,12,2,16
107,10,12,2,16
108,9,13,2,16
109,9,13,2,16
110,9,12,2,17
111,10,12,1,17
112,9,12,2,17
113,8,13,2,17
114,8,12,2,18
115,7,13,2,18
116,7,13,2,18
117,7,13,2,18
118,7,12,2,19
119,7,12,2,19
120,8,12,2,18
121,8,11,2,19
122,8,11,2,19
123,8,12,2,18
124,8,12,2,18
125,9,12,2,17
126,9,13,1,17
127,9,12,1,18
128,8,13,1,18
129,9,13,0,18
130,9,14,0,17
131,9,14,0,17
132,9,13,1,17
133,9,13,1,17
134,9,14,1,16
135,9,15,1,15
136,9,15,1,15
137,10,15,1,14
138,9,15,2,14
139,10,15,2,13
140,10,14,2,14
141,10,14,2,14
142,10,14,2,14
143,10,14,2,14
144,9,14,3,14
145,9,14,3,14
146,9,14,3,14
147,8,15,3,14
148,8,14,3,15
149,7,14,3,16
150,7,13,3,17
151,8,13,3,16
152,8,13,3,16
153,8,12,3,17
154,8,12,3,17
155,8,12,3,17
156,8,12,3,17
157,9,12,3,16
158,9,12,3,16
159,8,12,3,17
160,7,12,4,17
161,7,12,4,17
162,7,12,4,17
163,7,13,4,16
164,7,13,4,16
165,7,13,4,16
166,7,13,5,15
167,7,13,5,15
168,7,13,4,16
169,6,13,4,17
170,5,13,4,18
171,5,13,4,18
172,6,12,4,18
173,7,12,4,17
174,8,12,4,16
175,8,12,4,16
176,8,12,3,17
177,8,11,3,18
178,8,11,4,17
179,8,10,4,18
180,8,11,3,18
181,8,11,3,18
182,9,10,3,18
183,8,10,3,19
184,8,10,2,20
185,7,11,2,20
186,7,12,2,19
187,7,12,2,19
188,7,12,2,19
189,7,11,2,20
190,7,10,2,21
191,7,10,2,21
192,7,10,2,21
193,7,11,2,20
194,8,11,2,19
195,8,11,1,20
196,8,10,1,21
197,9,9,1,21
198,9,9,1,21
199,8,9,1,22
200,8,8,1,23
201,8,9,0,23
202,8,9,0,23
203,8,10,0,22
204,8,10,0,22
205,8,10,0,22
206,7,10,0,23
207,7,9,0,24
208,7,10,0,23
209,7,10,0,23
210,7,10,0,23
211,7,10,0,23
212,7,9,0,24
213,7,8,0,25
214,6,8,0,26
215,5,8,0,27
216,4,8,0,28
217,4,7,0,29
218,4,7,0,29
219,4,7,0,29
220,4,6,0,30
221,5,6,0,29
222,5,5,0,30
223,5,5,0,30
224,5,5,0,30
225,5,5,0,30
226,5,5,1,29
227,5,5,1,29
228,5,5,1,29
229,5,6,1,28
230,5,6,1,28
231,4,6,1,29
232,3,6,1,30
233,4,6,1,29
234,4,5,1,30
235,4,4,1,31
236,4,4,1,31
237,4,4,1,31
238,4,4,1,31
239,4,4,1,31
240,4,4,1,31
241,4,4,1,31
242,4,5,1,30
243,3,6,1,30
244,3,6,1,30
245,3,6,1,30
246,3,6,1,30
247,3,6,1,30
248,3,6,1,30
249,3,6,1,30
250,3,6,1,30
251,3,6,1,30
252,3,6,1,30
253,3,6,1,30
254,3,6,1,30
255,3,6,1,30
256,4,5,1,30
257,4,5,1,30
258,4,5,1,30
259,5,4,1,30
260,5,4,1,30
261,5,4,1,30
262,6,4,1,29
263,6,4,1,29
264,7,4,1,28
265,8,4,1,27
266,8,5,1,26
267,8,5,2,25
268,8,5,2,25
269,8,5,2,25
270,8,5,2,25
271,8,5,3,24
272,8,5,3,24
273,7,6,3,24
274,6,6,3,25
275,7,6,3,24
276,7,6,3,24
277,8,6,3,23
278,8,5,3,24
279,8,5,3,24
280,9,5,3,23
281,9,5,3,23
282,10,5,3,22
283,10,5,3,22
284,9,5,4,22
285,9,5,5,21
286,9,5,6,20
287,9,5,7,19
288,8,5,7,20
289,8,4,7,21
290,8,4,7,21
291,8,4,8,20
292,8,4,8,20
293,8,4,7,21
294,9,4,6,21
295,10,4,5,21
296,10,4,6,20
297,10,5,5,20
298,10,6,5,19
299,11,5,5,19
300,10,5,5,20
301,9,5,5,21
302,9,5,5,21
303,9,5,6,20
304,9,5,6,20
305,8,5,6,21
306,8,5,6,21
307,8,6,6,20
308,8,5,7,20
309,8,6,6,20
310,8,5,6,21
311,8,5,6,21
312,9,5,6,20
313,9,5,6,20
314,9,5,6,20
315,8,5,6,21
316,7,5,7,21
317,7,4,7,22
318,7,4,7,22
319,7,4,7,22
320,7,4,6,23
321,7,4,6,23
322,7,4,6,23
