,GTFT: 0.33,Defector,Tit For Tat,Cooperator
0,10,10,10,10
1,11,9,10,10
2,11,9,11,9
3,10,10,11,9
4,10,11,11,8
5,10,11,11,8
6,10,12,10,8
7,10,12,10,8
8,10,11,10,9
9,10,11,10,9
10,9,12,10,9
11,9,13,10,8
12,8,13,11,8
13,8,13,11,8
14,8,13,11,8
15,8,14,10,8
16,8,14,10,8
17,8,15,10,7
18,8,14,11,7
19,7,14,12,7
20,7,15,11,7
21,7,15,11,7
22,8,14,11,7
23,8,13,11,8
24,9,12,11,8
25,10,11,11,8
26,10,10,12,8
27,10,9,13,8
28,10,9,13,8
29,10,10,13,7
30,10,10,14,6
31,10,9,15,6
32,11,9,14,6
33,10,9,15,6
34,10,8,16,6
35,11,8,15,6
36,12,8,15,5
37,12,7,16,5
38,12,6,17,5
39,11,7,17,5
40,11,6,18,5
41,12,6,17,5
42,11,7,17,5
43,11,7,17,5
44,11,6,18,5
45,11,7,17,5
46,11,7,17,5
47,11,7,17,5
48,10,7,18,5
49,10,7,19,4
50,10,7,20,3
51,10,7,20,3
52,10,7,20,3
53,10,7,20,3
54,9,7,21,3
55,9,7,21,3
56,8,7,22,3
57,8,8,21,3
58,7,8,21,4
59,7,8,21,4
60,7,7,22,4
61,7,8,21,4
62,8,8,20,4
63,8,7,21,4
64,8,8,21,3
65,9,7,21,3
66,9,7,21,3
67,9,7,21,3
68,8,7,22,3
69,7,7,23,3
70,7,7,22,4
71,7,6,23,4
72,7,6,24,3
73,6,6,25,3
74,6,5,26,3
75,6,5,26,3
76,6,5,26,3
77,6,5,26,3
78,6,6,25,3
79,6,6,25,3
80,5,6,26,3
81,5,6,26,3
82,4,6,27,3
83,4,5,28,3
84,5,5,27,3
85,5,5,27,3
86,5,5,28,2
87,5,6,27,2
88,6,6,27,1
89,6,6,27,1
90,6,6,27,1
91,6,6,27,1
92,6,6,27,1
93,7,6,26,1
94,7,5,27,1
95,7,5,27,1
96,7,4,28,1
97,7,4,28,1
98,7,5,27,1
99,7,5,27,1
100,6,5,28,1
101,6,5,28,1
102,6,5,28,1
103,5,5,29,1
104,6,4,29,1
105,6,4,29,1
106,5,4,29,2
107,5,4,29,2
108,5,4,28,3
109,6,4,27,3
110,6,4,27,3
111,6,4,28,2
112,6,4,28,2
113,7,4,27,2
114,7,4,27,2
115,6,5,27,2
116,5,5,28,2
117,5,5,28,2
118,6,4,28,2
119,6,4,28,2
120,6,4,28,2
121,7,4,27,2
122,7,4,28,1
123,7,4,28,1
124,8,4,27,1
125,7,4,28,1
126,7,4,28,1
127,7,4,28,1
128,7,4,27,2
129,8,4,26,2
130,8,4,27,1
131,8,4,27,1
132,7,5,27,1
133,7,5,27,1
134,7,5,26,2
135,7,5,26,2
136,6,6,26,2
137,6,7,25,2
138,6,8,25,1
139,6,9,24,1
140,6,10,23,1
141,6,11,22,1
142,6,11,22,1
143,6,10,23,1
144,6,9,24,1
