,GTFT: 0.33,Defector,Tit For Tat,Cooperator
0,10,10,10,10
1,10,9,10,11
2,10,10,10,10
3,9,10,11,10
4,9,10,11,10
5,10,9,11,10
6,11,8,11,10
7,11,9,10,10
8,10,9,11,10
9,10,9,11,10
10,10,9,12,9
11,10,8,13,9
12,9,9,13,9
13,9,9,13,9
14,9,9,14,8
15,8,9,14,9
16,8,10,14,8
17,7,11,14,8
18,7,11,14,8
19,7,11,14,8
20,7,12,13,8
21,7,12,12,9
22,8,12,12,8
23,8,12,11,9
24,8,12,11,9
25,8,12,11,9
26,8,11,11,10
27,8,11,11,10
28,8,11,11,10
29,8,11,11,10
30,7,11,11,11
31,7,10,12,11
32,7,9,13,11
33,7,9,14,10
34,7,8,14,11
35,7,8,15,10
36,7,8,16,9
37,8,8,15,9
38,8,7,15,10
39,7,7,16,10
40,8,7,15,10
41,8,8,14,10
42,7,8,14,11
43,7,9,13,11
44,8,9,12,11
45,7,9,13,11
46,8,9,13,10
47,7,9,14,10
48,8,9,13,10
49,9,8,13,10
50,8,8,14,10
51,8,7,15,10
52,8,7,15,10
53,9,7,14,10
54,9,8,14,9
55,8,9,14,9
56,8,10,13,9
57,9,10,13,8
58,9,10,13,8
59,9,10,13,8
60,9,10,13,8
61,9,9,13,9
62,9,8,13,10
63,9,8,13,10
64,9,7,14,10
65,9,7,13,11
66,9,7,12,12
67,9,7,12,12
68,9,6,12,13
69,9,6,12,13
70,9,6,11,14
71,9,6,11,14
72,10,5,11,14
73,9,5,12,14
74,9,5,12,14
75,10,5,12,13
76,9,5,12,14
77,9,5,12,14
78,9,6,12,13
79,9,6,13,12
80,10,6,13,11
81,10,6,13,11
82,10,7,12,11
83,10,7,13,10
84,10,7,14,9
85,10,7,14,9
86,9,7,15,9
87,10,7,14,9
88,10,7,15,8
89,10,7,16,7
90,10,7,16,7
91,10,7,16,7
92,10,6,16,8
93,10,6,17,7
94,9,6,18,7
95,9,6,17,8
96,9,6,16,9
97,9,6,16,9
98,9,6,16,9
99,9,6,16,9
100,9,5,17,9
101,9,5,17,9
102,9,5,18,8
103,8,5,18,9
104,7,6,18,9
105,7,7,17,9
106,7,8,16,9
107,7,7,16,10
108,7,7,15,11
109,8,7,14,11
110,8,7,15,10
111,7,8,15,10
112,6,9,15,10
113,5,9,16,10
114,5,9,16,10
115,5,8,16,11
116,6,7,16,11
117,6,8,15,11
118,6,8,15,11
119,6,9,15,10
120,6,9,15,10
121,6,9,15,10
122,6,9,14,11
123,7,8,14,11
124,7,7,15,11
125,6,8,15,11
126,6,8,15,11
127,6,8,15,11
128,6,8,15,11
129,6,9,15,10
130,6,9,15,10
131,6,10,14,10
132,6,10,15,9
133,6,11,15,8
134,6,11,15,8
135,6,11,15,8
136,6,11,16,7
137,6,11,16,7
138,6,11,16,7
139,6,10,17,7
140,6,10,17,7
141,6,10,17,7
142,7,10,16,7
143,8,10,15,7
144,8,9,15,8
145,7,10,15,8
146,7,10,16,7
147,8,10,16,6
148,8,10,16,6
149,8,9,16,7
150,7,9,16,8
151,7,9,15,9
152,7,9,15,9
153,7,9,14,10
154,7,8,15,10
155,6,9,15,10
156,6,10,15,9
157,6,10,15,9
158,6,10,15,9
159,7,9,15,9
160,7,8,16,9
161,7,7,16,10
162,8,7,16,9
163,9,7,16,8
164,8,7,17,8
165,8,7,18,7
166,8,7,19,6
167,9,7,18,6
168,9,7,18,6
169,9,7,18,6
170,9,6,19,6
171,9,6,19,6
172,9,6,19,6
173,9,7,18,6
174,8,7,19,6
175,7,7,20,6
176,7,7,19,7
177,7,7,19,7
178,7,7,19,7
179,7,7,19,7
180,7,7,19,7
181,6,7,20,7
182,6,7,20,7
183,6,7,19,8
184,6,8,18,8
185,6,8,17,9
186,6,8,16,10
187,6,8,16,10
188,7,8,15,10
189,7,7,16,10
190,7,7,16,10
191,7,8,15,10
192,7,8,15,10
193,7,9,14,10
194,7,9,14,10
195,7,8,15,10
196,7,9,15,9
197,6,10,15,9
198,6,11,14,9
199,6,10,14,10
200,6,10,14,10
201,6,11,13,10
202,6,11,14,9
203,6,12,13,9
204,6,12,13,9
205,7,11,13,9
206,7,11,14,8
207,6,11,15,8
208,6,11,15,8
209,6,11,14,9
210,6,12,13,9
211,6,12,13,9
212,7,11,13,9
213,6,11,14,9
214,6,11,14,9
215,6,11,13,10
216,6,10,13,11
217,6,10,13,11
218,6,10,13,11
219,5,10,13,12
220,5,10,13,12
221,6,10,13,11
222,7,10,13,10
223,7,10,13,10
224,7,10,13,10
225,7,9,13,11
226,7,10,12,11
227,7,10,12,11
228,7,10,12,11
229,7,11,12,10
230,8,10,12,10
231,8,11,11,10
232,8,10,12,10
233,9,9,12,10
234,9,9,11,11
235,9,10,11,10
236,8,10,12,10
237,8,10,11,11
238,8,10,12,10
239,8,10,12,10
240,8,10,12,10
241,7,10,12,11
242,8,10,11,11
243,8,10,11,11
244,7,10,12,11
245,7,10,13,10
246,7,10,12,11
247,6,10,12,12
248,6,10,12,12
249,6,10,13,11
250,6,10,14,10
251,5,11,14,10
252,5,12,14,9
253,5,13,13,9
254,5,13,13,9
255,4,14,13,9
256,4,14,13,9
257,4,15,13,8
258,3,15,14,8
259,4,14,14,8
260,4,15,13,8
261,4,15,13,8
262,4,16,12,8
263,4,17,12,7
264,4,17,12,7
265,4,16,13,7
266,4,16,13,7
267,4,16,13,7
268,5,16,13,6
269,5,15,14,6
270,5,15,13,7
271,5,16,13,6
272,5,16,13,6
273,4,17,13,6
274,4,18,13,5
275,4,17,14,5
276,4,17,15,4
277,4,16,15,5
278,4,16,15,5
279,3,16,15,6
280,2,17,15,6
281,2,16,16,6
282,2,17,15,6
283,2,17,16,5
284,2,16,17,5
285,2,16,16,6
286,2,17,16,5
287,2,16,17,5
288,3,16,16,5
289,3,16,16,5
290,3,16,16,5
291,4,15,16,5
292,4,16,15,5
293,4,16,15,5
294,5,16,14,5
295,5,15,15,5
296,5,15,15,5
297,4,15,16,5
298,4,15,16,5
299,4,15,16,5
300,4,14,16,6
301,4,14,16,6
302,4,13,17,6
303,3,14,17,6
304,3,13,18,6
305,3,13,18,6
306,3,12,19,6
307,4,12,18,6
308,4,11,19,6
309,4,11,19,6
310,3,11,20,6
311,3,11,20,6
312,3,11,20,6
313,2,11,20,7
314,2,12,19,7
315,2,13,19,6
316,2,12,19,7
317,2,11,20,7
318,1,11,21,7
319,1,12,21,6
320,1,11,21,7
321,1,11,21,7
322,1,11,21,7
323,1,11,20,8
324,1,12,20,7
325,1,13,19,7
326,1,13,19,7
327,1,13,18,8
328,1,14,18,7
329,1,14,19,6
330,1,14,19,6
331,1,14,19,6
332,1,14,18,7
333,2,14,18,6
334,2,14,18,6
335,2,15,18,5
336,2,15,18,5
337,3,14,18,5
338,3,14,18,5
339,3,15,17,5
340,3,15,17,5
341,3,15,17,5
342,3,16,16,5
343,3,17,15,5
344,3,18,14,5
345,3,17,15,5
346,2,18,15,5
347,2,18,15,5
348,2,17,16,5
349,2,17,17,4
350,2,16,18,4
351,2,15,19,4
352,2,15,19,4
353,2,15,19,4
354,2,16,19,3
355,2,16,19,3
