,GTFT: 0.33,Cooperator,Tit For Tat,Defector
0,10,10,10,10
1,10,10,9,11
2,9,10,9,12
3,9,10,9,12
4,8,10,9,13
5,8,10,8,14
6,8,10,9,13
7,8,10,10,12
8,8,10,10,12
9,9,9,10,12
10,9,8,10,13
11,10,8,9,13
12,9,9,9,13
13,9,9,8,14
14,9,9,7,15
15,9,9,6,16
16,9,8,6,17
17,9,8,6,17
18,8,8,6,18
19,7,8,6,19
20,7,8,6,19
21,7,8,6,19
22,8,8,6,18
23,9,7,6,18
24,9,6,6,19
25,9,6,5,20
26,9,5,5,21
27,10,5,5,20
28,10,5,4,21
29,10,5,4,21
30,11,5,4,20
31,11,4,4,21
32,11,4,4,21
33,11,4,4,21
34,12,4,4,20
35,12,4,4,20
36,12,4,4,20
37,11,4,4,21
38,11,4,4,21
39,12,4,4,20
40,11,4,4,21
41,11,3,5,21
42,11,4,4,21
43,11,4,4,21
44,11,5,4,20
45,10,6,4,20
46,11,6,4,19
47,11,6,5,18
48,11,5,5,19
49,12,5,5,18
50,13,5,5,17
51,12,5,6,17
52,12,5,6,17
53,11,5,7,17
54,10,5,8,17
55,10,4,8,18
56,9,4,8,19
57,8,4,8,20
58,7,4,9,20
59,7,4,10,19
60,8,4,9,19
61,7,4,9,20
62,7,4,9,20
63,7,3,9,21
64,8,3,9,20
65,8,3,10,19
66,8,3,10,19
67,9,3,10,18
68,10,3,10,17
69,10,2,11,17
70,11,2,10,17
71,11,2,10,17
72,11,2,9,18
73,11,2,10,17
74,11,2,11,16
75,11,2,11,16
76,11,2,11,16
77,11,2,11,16
78,10,2,11,17
79,10,2,12,16
80,10,3,12,15
81,11,3,12,14
82,11,3,13,13
83,10,3,14,13
84,11,3,13,13
85,11,2,13,14
86,11,2,13,14
87,11,2,13,14
88,11,2,13,14
89,12,2,12,14
90,13,2,12,13
91,12,2,13,13
92,12,2,13,13
93,12,2,13,13
94,12,2,13,13
95,12,2,13,13
96,11,2,14,13
97,10,2,14,14
98,9,2,15,14
99,9,3,14,14
100,9,4,14,13
101,10,4,13,13
102,10,4,14,12
103,10,5,14,11
104,10,5,14,11
105,10,5,13,12
106,11,5,12,12
107,11,4,12,13
108,11,4,13,12
109,11,4,12,13
110,10,4,12,14
111,10,5,11,14
112,10,5,11,14
113,11,5,10,14
114,10,5,10,15
115,11,5,9,15
116,10,5,9,16
117,10,5,9,16
118,11,5,8,16
119,11,5,9,15
120,12,5,9,14
121,12,5,9,14
122,12,5,9,14
123,12,6,9,13
124,11,6,10,13
125,12,6,9,13
126,12,5,10,13
127,12,5,10,13
128,12,5,9,14
129,11,5,9,15
130,11,6,8,15
131,11,6,8,15
132,11,6,9,14
133,11,7,8,14
134,11,7,9,13
135,11,7,8,14
136,10,7,8,15
137,11,7,8,14
138,10,7,8,15
139,10,6,8,16
140,10,6,7,17
141,10,6,7,17
142,10,5,8,17
143,10,4,8,18
144,10,4,8,18
145,10,5,8,17
146,11,5,7,17
147,11,5,6,18
148,11,5,6,18
149,11,4,6,19
150,11,5,6,18
151,11,6,6,17
152,11,6,5,18
153,12,5,5,18
154,12,6,5,17
155,13,6,5,16
156,12,6,5,17
157,13,6,5,16
158,13,6,5,16
159,13,5,5,17
160,12,5,5,18
161,12,6,5,17
162,11,6,5,18
163,10,6,5,19
164,9,7,5,19
165,8,7,5,20
166,7,7,5,21
167,7,7,5,21
168,7,7,5,21
169,7,7,4,22
170,7,8,4,21
171,7,8,3,22
172,7,8,3,22
173,7,8,3,22
174,7,7,3,23
175,7,7,3,23
176,7,6,3,24
177,7,5,4,24
178,7,4,4,25
179,7,4,4,25
180,7,4,5,24
181,7,4,5,24
182,7,4,4,25
183,7,5,4,24
184,7,5,4,24
185,8,5,4,23
186,8,5,4,23
187,8,5,4,23
188,7,6,4,23
189,7,6,5,22
190,6,6,5,23
191,6,6,5,23
192,6,6,5,23
193,6,6,5,23
194,6,5,5,24
195,6,6,5,23
196,6,6,5,23
197,6,6,4,24
198,5,6,4,25
199,5,5,4,26
200,5,5,4,26
201,4,6,4,26
202,4,5,4,27
203,4,5,4,27
204,4,5,4,27
205,4,5,4,27
206,4,5,3,28
207,4,6,3,27
208,3,6,3,28
209,3,6,4,27
210,3,6,4,27
211,3,6,4,27
212,4,6,4,26
213,4,6,4,26
214,4,7,4,25
215,4,6,4,26
216,4,7,4,25
217,4,7,4,25
218,5,7,4,24
219,6,6,4,24
220,6,6,5,23
221,7,6,5,22
222,6,6,5,23
223,6,6,5,23
224,6,6,5,23
225,6,6,5,23
226,6,6,4,24
227,7,5,4,24
228,8,5,4,23
229,8,5,4,23
230,8,5,5,22
231,8,5,5,22
232,7,5,6,22
233,7,5,7,21
234,8,5,7,20
235,8,5,6,21
236,9,5,6,20
237,10,5,6,19
238,10,5,6,19
239,10,5,6,19
240,11,5,5,19
241,11,4,5,20
242,11,4,5,20
243,10,4,5,21
244,9,4,6,21
245,9,4,6,21
246,9,4,6,21
247,9,4,6,21
248,9,4,6,21
249,8,4,6,22
250,8,3,6,23
251,8,4,6,22
252,9,4,6,21
253,9,4,6,21
254,10,4,5,21
255,10,4,6,20
256,11,4,6,19
257,11,4,6,19
258,11,4,6,19
259,12,3,6,19
260,11,3,6,20
261,11,3,6,20
262,12,3,6,19
263,13,3,5,19
264,14,3,5,18
265,14,2,5,19
266,15,2,5,18
267,16,2,4,18
268,17,2,4,17
269,17,2,4,17
270,16,3,4,17
271,16,3,4,17
272,17,3,4,16
273,17,3,4,16
274,17,3,3,17
275,17,3,3,17
276,17,3,3,17
277,17,3,3,17
278,17,2,3,18
279,18,2,3,17
280,18,2,3,17
281,18,3,3,16
282,17,3,3,17
283,16,3,3,18
284,16,3,2,19
285,16,3,2,19
286,16,3,2,19
287,16,3,2,19
288,16,3,3,18
289,16,3,4,17
290,15,3,4,18
291,15,3,4,18
292,16,3,4,17
293,16,3,4,17
294,16,3,4,17
295,16,3,4,17
296,15,3,4,18
297,16,3,4,17
298,16,3,4,17
299,16,3,4,17
300,16,4,4,16
301,17,4,4,15
302,17,4,4,15
303,17,4,3,16
304,18,4,3,15
305,17,4,3,16
306,17,4,3,16
307,17,4,3,16
308,16,4,3,17
309,16,4,3,17
310,17,4,3,16
311,16,4,3,17
312,15,4,4,17
313,14,4,4,18
314,13,4,4,19
315,12,5,4,19
316,12,6,4,18
317,12,7,4,17
318,12,7,4,17
319,12,6,4,18
320,12,5,4,19
321,12,5,4,19
322,11,5,4,20
323,11,5,4,20
324,11,5,3,21
325,10,6,3,21
326,10,6,3,21
327,11,6,2,21
328,11,6,2,21
329,12,6,2,20
330,11,6,2,21
331,10,6,2,22
332,11,6,2,21
333,10,6,2,22
334,9,6,2,23
335,9,6,2,23
336,9,6,2,23
337,8,7,2,23
338,8,7,2,23
339,8,7,2,23
340,8,7,2,23
341,8,6,2,24
342,8,6,2,24
343,8,6,3,23
344,8,6,3,23
345,8,6,3,23
346,8,5,3,24
347,7,5,3,25
348,8,5,3,24
349,9,5,3,23
350,8,5,3,24
351,9,5,3,23
352,9,5,3,23
353,9,5,3,23
354,9,5,3,23
355,9,5,4,22
356,9,5,5,21
357,10,5,4,21
358,10,5,4,21
359,9,5,4,22
360,9,6,4,21
361,9,6,4,21
362,9,7,3,21
363,9,8,3,20
364,9,8,3,20
365,9,8,3,20
366,8,8,3,21
367,7,8,3,22
368,7,8,3,22
369,7,8,3,22
370,7,8,3,22
371,7,8,3,22
372,7,9,3,21
373,7,10,3,20
374,7,9,4,20
375,7,8,5,20
376,7,8,5,20
377,7,7,6,20
378,7,7,7,19
379,6,7,7,20
380,6,7,7,20
381,6,6,8,20
382,6,7,7,20
383,6,8,7,19
384,6,8,7,19
385,5,8,7,20
386,5,8,8,19
387,4,8,8,20
388,5,8,8,19
389,5,8,7,20
390,5,8,7,20
391,5,8,7,20
392,6,8,7,19
393,6,7,7,20
394,7,7,6,20
395,8,6,6,20
396,8,5,6,21
397,8,5,6,21
398,8,5,6,21
399,8,5,6,21
400,9,4,6,21
401,9,4,6,21
402,9,5,6,20
403,9,5,6,20
404,9,6,6,19
405,9,6,6,19
406,10,6,6,18
407,10,5,6,19
408,9,5,6,20
409,9,4,6,21
410,10,4,6,20
411,9,4,6,21
412,10,4,6,20
413,11,4,6,19
414,11,4,7,18
415,11,4,7,18
416,12,4,6,18
417,12,4,6,18
418,12,4,6,18
419,12,4,7,17
420,12,4,7,17
421,12,4,7,17
422,13,4,6,17
423,13,3,6,18
424,13,3,6,18
425,14,3,6,17
426,13,4,6,17
427,13,4,6,17
428,12,5,6,17
429,12,5,6,17
430,12,5,5,18
431,12,4,5,19
432,12,4,6,18
433,12,5,6,17
434,11,6,6,17
435,11,5,6,18
436,11,5,6,18
437,11,5,7,17
438,11,5,7,17
439,11,5,7,17
440,11,5,8,16
441,11,5,8,16
442,11,5,8,16
443,11,5,8,16
444,11,6,7,16
445,10,6,7,17
446,10,6,7,17
447,11,6,6,17
448,11,6,6,17
449,11,6,7,16
450,11,6,7,16
451,11,7,7,15
452,12,6,7,15
453,12,7,7,14
454,13,7,7,13
455,12,7,8,13
456,12,7,7,14
457,12,7,7,14
458,12,7,7,14
459,13,7,7,13
460,13,7,7,13
461,13,7,7,13
462,13,7,6,14
463,13,7,6,14
464,13,7,7,13
465,13,7,7,13
466,13,7,7,13
467,14,7,6,13
