,GTFT: 0.33,Defector,Tit For Tat,Cooperator
0,10,10,10,10
1,11,10,9,10
2,11,11,9,9
3,12,11,9,8
4,11,11,10,8
5,11,12,10,7
6,11,13,9,7
7,11,13,9,7
8,11,14,9,6
9,11,13,9,7
10,12,13,8,7
11,11,13,8,8
12,10,13,9,8
13,9,13,9,9
14,9,13,9,9
15,9,14,9,8
16,8,14,10,8
17,8,13,11,8
18,8,12,12,8
19,8,13,11,8
20,8,14,11,7
21,8,14,12,6
22,8,14,12,6
23,7,15,12,6
24,8,15,12,5
25,8,15,12,5
26,9,14,12,5
27,9,14,12,5
28,8,14,13,5
29,7,15,13,5
30,7,15,13,5
31,7,15,13,5
32,7,16,12,5
33,7,15,13,5
34,7,15,13,5
35,6,16,13,5
36,6,17,12,5
37,5,18,12,5
38,5,18,13,4
39,5,18,12,5
40,5,17,13,5
41,4,18,13,5
42,4,18,13,5
43,4,18,13,5
44,4,19,13,4
45,5,18,13,4
46,5,19,12,4
47,5,19,12,4
48,5,18,13,4
49,5,19,12,4
50,5,20,11,4
51,6,20,10,4
52,7,19,10,4
53,7,20,10,3
54,7,20,10,3
55,7,19,10,4
56,7,20,10,3
57,7,21,9,3
58,7,20,9,4
59,7,20,9,4
60,7,19,10,4
61,7,18,11,4
62,6,18,12,4
63,5,19,12,4
64,5,20,11,4
65,5,19,11,5
66,6,19,11,4
67,6,19,11,4
68,6,19,10,5
69,5,20,10,5
70,5,20,10,5
71,5,20,10,5
72,5,20,10,5
73,5,20,10,5
74,5,19,10,6
75,5,18,10,7
76,4,19,10,7
77,4,19,11,6
78,4,18,12,6
79,4,17,12,7
80,4,17,11,8
81,5,16,11,8
82,5,16,12,7
83,6,15,12,7
84,6,15,12,7
85,7,15,11,7
86,6,16,11,7
87,6,15,11,8
88,6,16,11,7
89,6,16,11,7
90,7,16,10,7
91,7,16,10,7
92,7,16,10,7
93,6,16,11,7
94,6,16,11,7
95,6,15,11,8
96,6,15,11,8
97,6,15,11,8
98,6,15,10,9
99,7,14,10,9
100,7,14,10,9
101,8,13,10,9
