,GTFT: 0.33,Cooperator,Tit For Tat,Defector
0,10,10,10,10
1,10,10,9,11
2,10,9,10,11
3,10,10,9,11
4,10,11,9,10
5,10,11,9,10
6,10,11,9,10
7,11,11,8,10
8,11,11,8,10
9,11,11,7,11
10,11,11,7,11
11,11,11,8,10
12,10,11,9,10
13,10,11,9,10
14,11,11,9,9
15,11,12,8,9
16,11,11,8,10
17,10,11,8,11
18,10,11,9,10
19,10,12,9,9
20,11,12,9,8
21,11,11,10,8
22,11,10,11,8
23,11,10,11,8
24,11,10,11,8
25,11,10,11,8
26,11,9,11,9
27,10,9,12,9
28,10,9,13,8
29,10,9,12,9
30,10,9,12,9
31,9,9,13,9
32,9,9,13,9
33,10,9,12,9
34,10,8,13,9
35,10,8,13,9
36,10,8,13,9
37,11,8,13,8
38,12,7,13,8
39,12,7,13,8
40,12,7,13,8
41,12,7,12,9
42,13,7,12,8
43,14,7,12,7
44,15,6,12,7
45,16,6,12,6
46,16,5,13,6
47,16,5,14,5
48,17,5,14,4
49,17,5,14,4
50,18,5,13,4
51,18,4,14,4
52,18,5,13,4
53,18,6,12,4
54,17,7,12,4
55,17,6,13,4
56,18,5,13,4
57,18,5,13,4
58,17,5,14,4
59,18,5,13,4
60,18,5,13,4
61,18,5,13,4
62,19,5,12,4
63,19,5,12,4
64,19,5,13,3
65,20,5,12,3
66,19,5,13,3
67,20,5,12,3
68,21,5,12,2
69,22,5,11,2
70,22,5,11,2
71,23,5,10,2
72,22,6,10,2
73,22,6,10,2
74,23,6,9,2
75,23,6,8,3
76,23,6,8,3
77,24,6,8,2
78,23,6,9,2
79,24,6,8,2
80,24,6,8,2
81,24,6,8,2
82,24,6,8,2
83,23,7,8,2
84,23,7,8,2
85,24,6,8,2
86,25,6,7,2
87,26,5,7,2
88,27,5,6,2
89,26,6,6,2
90,25,6,7,2
91,26,6,6,2
92,26,6,6,2
93,27,6,5,2
94,28,6,4,2
95,27,7,4,2
96,27,7,4,2
97,28,7,3,2
98,29,7,2,2
99,29,7,2,2
100,29,7,2,2
101,29,7,2,2
102,29,7,2,2
103,30,7,2,1
104,30,7,2,1
105,30,7,2,1
106,31,6,2,1
107,31,6,2,1
108,31,6,2,1
109,31,6,2,1
110,31,6,2,1
111,31,6,2,1
112,31,6,2,1
113,31,6,2,1
114,32,5,2,1
115,32,5,2,1
116,32,5,2,1
117,33,4,2,1
118,32,5,2,1
119,31,6,2,1
120,31,6,2,1
121,30,6,3,1
122,30,6,3,1
123,29,7,3,1
124,29,7,3,1
125,29,7,3,1
126,29,7,3,1
127,30,7,2,1
128,31,6,2,1
129,31,6,2,1
130,31,6,2,1
131,32,5,2,1
132,32,5,2,1
133,32,5,2,1
134,32,5,2,1
135,32,5,2,1
136,31,5,2,2
137,31,5,2,2
138,30,6,2,2
139,31,5,2,2
140,31,5,2,2
141,32,5,2,1
142,32,5,2,1
143,33,4,2,1
144,33,5,1,1
145,33,5,1,1
146,33,5,1,1
147,34,4,1,1
148,34,4,1,1
149,33,5,1,1
150,32,6,1,1
151,32,6,1,1
152,32,6,1,1
153,32,6,1,1
154,31,7,1,1
155,31,7,1,1
156,32,7,0,1
157,33,6,0,1
158,32,6,1,1
159,32,6,1,1
160,32,6,1,1
161,33,5,1,1
162,33,5,1,1
163,33,5,1,1
164,33,5,1,1
165,33,5,1,1
166,33,5,1,1
167,33,5,1,1
168,34,4,1,1
169,34,5,0,1
170,33,5,1,1
171,34,4,1,1
172,34,4,1,1
173,34,4,1,1
174,33,4,1,2
175,33,4,1,2
176,33,4,1,2
177,33,4,1,2
178,32,4,2,2
179,32,4,2,2
180,32,4,2,2
181,32,4,2,2
182,31,4,3,2
183,31,4,3,2
184,31,4,3,2
185,31,4,3,2
186,31,4,3,2
187,31,4,3,2
188,30,5,3,2
189,29,6,3,2
190,28,7,3,2
191,28,7,3,2
192,28,7,3,2
193,27,8,3,2
194,27,8,3,2
195,27,8,3,2
196,28,7,3,2
197,28,7,3,2
198,28,7,3,2
199,29,7,2,2
200,29,7,2,2
201,29,7,2,2
202,29,7,2,2
203,28,8,2,2
204,27,9,2,2
205,27,9,2,2
206,27,9,2,2
207,28,8,2,2
208,28,8,2,2
209,29,8,2,1
210,29,8,2,1
211,29,8,2,1
212,29,8,2,1
213,28,8,2,2
214,29,7,2,2
215,29,7,2,2
216,30,6,2,2
217,30,6,2,2
218,30,6,2,2
219,30,6,2,2
220,30,6,2,2
221,31,6,1,2
222,32,6,1,1
223,33,6,1,0
224,34,6,0,0
225,33,7,0,0
226,33,7,0,0
227,33,7,0,0
228,33,7,0,0
229,33,7,0,0
230,34,6,0,0
231,34,6,0,0
232,33,7,0,0
233,33,7,0,0
234,33,7,0,0
235,32,8,0,0
236,32,8,0,0
237,31,9,0,0
238,31,9,0,0
239,31,9,0,0
240,31,9,0,0
241,32,8,0,0
242,33,7,0,0
243,34,6,0,0
244,34,6,0,0
245,34,6,0,0
246,33,6,1,0
247,33,6,1,0
248,32,7,1,0
249,32,7,1,0
250,31,8,1,0
251,30,9,1,0
252,29,10,1,0
253,29,10,1,0
254,29,10,1,0
255,29,10,1,0
256,29,10,1,0
257,29,10,1,0
258,28,10,2,0
259,28,10,2,0
260,28,10,2,0
261,28,10,2,0
262,28,10,2,0
263,29,9,2,0
264,29,9,2,0
265,30,8,2,0
266,29,9,2,0
267,29,9,2,0
268,29,9,2,0
269,29,9,2,0
270,29,9,2,0
271,29,9,2,0
272,29,9,2,0
273,29,9,2,0
274,28,10,2,0
275,28,10,2,0
276,28,10,2,0
277,28,10,2,0
278,29,9,2,0
279,28,10,2,0
280,28,10,2,0
281,27,11,2,0
282,27,11,2,0
283,27,11,2,0
284,26,11,3,0
285,26,11,3,0
286,27,11,2,0
287,27,10,2,1
288,27,10,2,1
289,28,10,1,1
290,28,10,1,1
291,28,10,1,1
292,27,11,1,1
293,28,10,1,1
294,28,10,1,1
295,28,10,1,1
296,28,10,1,1
297,29,9,1,1
298,28,9,2,1
299,27,10,2,1
300,27,9,2,2
301,27,9,2,2
302,26,10,2,2
303,27,9,2,2
304,28,9,2,1
305,29,8,2,1
306,28,9,2,1
307,28,9,2,1
308,27,9,3,1
309,28,8,3,1
310,28,8,3,1
311,28,8,3,1
312,29,8,2,1
313,29,8,2,1
314,29,7,2,2
315,28,8,2,2
316,27,8,2,3
317,27,8,2,3
318,26,9,2,3
319,26,9,2,3
320,25,9,3,3
321,26,9,3,2
322,25,10,3,2
323,26,10,2,2
324,25,11,2,2
325,24,11,2,3
326,24,11,2,3
327,24,11,2,3
328,23,12,2,3
329,22,13,2,3
330,21,14,2,3
331,22,13,2,3
332,21,13,2,4
333,20,13,2,5
334,20,14,1,5
335,21,13,1,5
336,21,13,1,5
337,21,13,1,5
338,20,13,2,5
339,20,13,2,5
340,21,12,2,5
341,21,12,2,5
342,22,11,2,5
343,21,11,3,5
344,22,10,3,5
345,21,10,3,6
346,20,11,3,6
347,19,12,3,6
348,18,12,4,6
349,18,11,4,7
350,19,11,4,6
351,19,11,4,6
352,19,10,5,6
353,19,11,4,6
354,19,11,4,6
355,18,12,4,6
356,19,11,4,6
357,19,11,4,6
358,19,11,3,7
359,19,12,3,6
360,19,12,3,6
361,20,11,3,6
362,21,10,3,6
363,21,10,3,6
364,21,11,2,6
365,21,12,2,5
366,21,12,2,5
367,21,11,3,5
368,21,11,3,5
369,20,12,3,5
370,21,12,3,4
371,20,12,3,5
372,21,12,3,4
373,21,12,3,4
374,21,13,2,4
375,21,13,2,4
376,21,13,2,4
377,21,12,2,5
378,21,13,2,4
379,22,12,2,4
380,23,11,2,4
381,22,11,3,4
382,23,11,2,4
383,22,11,3,4
384,22,11,3,4
385,22,11,3,4
386,22,11,3,4
387,21,11,4,4
388,21,11,4,4
389,22,10,4,4
390,22,10,4,4
391,23,9,4,4
392,23,9,4,4
393,23,9,4,4
394,22,9,5,4
395,21,10,5,4
396,21,10,5,4
397,20,10,5,5
398,20,10,5,5
399,20,11,4,5
400,20,11,4,5
401,20,11,4,5
402,20,11,4,5
403,20,11,4,5
404,20,11,4,5
405,19,12,4,5
406,20,11,4,5
407,19,12,4,5
408,20,12,4,4
409,20,12,4,4
410,19,12,5,4
411,18,12,5,5
412,19,12,5,4
413,20,12,4,4
414,20,13,4,3
415,20,13,4,3
416,20,13,3,4
417,20,13,3,4
418,19,13,4,4
419,19,13,4,4
420,19,13,4,4
421,20,12,4,4
422,19,13,4,4
423,20,12,4,4
424,20,12,5,3
425,20,12,4,4
426,19,12,4,5
427,20,11,4,5
428,19,12,4,5
429,19,12,4,5
430,20,12,4,4
431,20,13,3,4
432,21,12,3,4
433,22,11,3,4
434,22,12,3,3
435,22,13,3,2
436,23,12,3,2
437,22,13,3,2
438,23,12,3,2
439,22,13,3,2
440,23,12,3,2
441,22,13,3,2
442,22,13,3,2
443,22,13,3,2
444,21,13,4,2
445,21,13,4,2
446,21,13,4,2
447,21,13,3,3
448,20,14,3,3
449,20,14,3,3
450,21,13,3,3
451,20,14,3,3
452,19,14,4,3
453,19,14,4,3
454,19,14,5,2
455,19,14,5,2
456,19,14,5,2
457,19,14,5,2
458,19,14,5,2
459,19,13,6,2
460,19,13,6,2
461,19,14,6,1
462,20,13,6,1
463,20,13,6,1
464,20,12,7,1
465,19,12,8,1
466,19,11,9,1
467,19,11,9,1
