,GTFT: 0.33,Cooperator,Tit For Tat,Defector
0,10,10,10,10
1,10,10,10,10
2,10,9,11,10
3,11,9,11,9
4,11,9,11,9
5,11,10,10,9
6,11,9,10,10
7,11,9,9,11
8,11,9,8,12
9,11,9,7,13
10,11,10,7,12
11,10,11,7,12
12,10,11,7,12
13,10,11,7,12
14,10,11,6,13
15,9,11,6,14
16,10,11,6,13
17,9,12,6,13
18,9,12,6,13
19,10,12,6,12
20,10,13,6,11
21,11,13,6,10
22,11,13,6,10
23,11,14,6,9
24,11,14,5,10
25,11,14,5,10
26,12,14,5,9
27,12,14,5,9
28,11,15,5,9
29,10,15,5,10
30,10,14,5,11
31,11,13,5,11
32,11,13,5,11
33,11,14,4,11
34,11,14,4,11
35,10,15,4,11
36,10,15,5,10
37,10,15,5,10
38,10,14,5,11
39,10,14,6,10
40,10,15,6,9
41,10,15,6,9
42,10,15,6,9
43,9,16,6,9
44,9,15,6,10
45,8,16,6,10
46,8,17,6,9
47,7,17,7,9
48,7,17,6,10
49,7,16,6,11
50,6,16,7,11
51,5,17,7,11
52,5,16,8,11
53,5,17,7,11
54,5,16,7,12
55,5,17,7,11
56,4,18,7,11
57,4,18,8,10
58,4,17,8,11
59,3,17,9,11
60,3,17,9,11
61,3,18,9,10
62,3,18,9,10
63,3,19,9,9
64,3,18,10,9
65,2,19,10,9
66,2,19,10,9
67,2,19,10,9
68,2,20,9,9
69,2,20,9,9
70,2,20,9,9
71,3,20,9,8
72,3,19,9,9
73,3,18,10,9
74,3,18,9,10
75,3,17,9,11
76,3,18,9,10
77,3,19,8,10
78,4,18,8,10
79,4,17,8,11
80,4,16,9,11
81,4,16,9,11
82,4,16,8,12
83,4,16,8,12
84,3,17,8,12
85,3,17,7,13
86,3,18,7,12
87,3,18,6,13
88,3,19,6,12
89,3,20,5,12
90,3,19,6,12
91,3,19,6,12
92,3,19,5,13
93,3,19,5,13
94,3,18,5,14
95,3,19,5,13
96,3,19,5,13
97,3,18,5,14
98,3,19,5,13
99,3,19,5,13
100,3,19,5,13
101,3,20,5,12
102,3,21,5,11
103,3,21,5,11
104,3,22,5,10
105,3,23,4,10
106,3,23,4,10
107,3,24,4,9
108,2,25,4,9
109,2,24,4,10
110,2,23,4,11
111,2,23,4,11
112,2,23,4,11
113,2,23,4,11
114,2,22,4,12
115,2,23,3,12
116,2,22,3,13
117,2,21,3,14
118,2,22,3,13
119,3,22,2,13
120,3,21,2,14
121,2,21,2,15
122,2,21,2,15
123,2,21,2,15
124,2,21,2,15
125,2,21,2,15
126,2,21,2,15
127,2,21,2,15
128,2,21,3,14
129,2,22,3,13
130,3,21,3,13
131,3,21,4,12
132,3,21,4,12
133,3,21,4,12
134,3,20,4,13
135,3,20,4,13
136,2,21,4,13
137,3,20,4,13
138,3,20,4,13
139,3,20,4,13
140,3,20,4,13
141,3,19,4,14
142,3,19,4,14
143,3,19,4,14
144,3,19,4,14
145,2,20,4,14
146,1,21,4,14
147,1,22,4,13
148,1,22,5,12
149,1,23,5,11
150,1,23,6,10
151,1,22,7,10
152,1,22,8,9
153,1,22,8,9
154,1,21,9,9
155,1,22,9,8
156,1,21,9,9
157,1,21,9,9
158,1,21,9,9
159,1,22,9,8
160,1,22,9,8
161,1,22,9,8
162,1,22,9,8
163,2,21,9,8
164,2,20,9,9
165,2,19,10,9
166,2,19,10,9
167,2,19,10,9
168,2,19,10,9
169,2,18,11,9
170,2,19,10,9
171,2,20,9,9
172,2,21,9,8
173,2,22,8,8
174,2,23,7,8
175,2,23,6,9
176,2,24,6,8
177,1,25,6,8
178,1,24,6,9
179,1,24,6,9
180,1,24,6,9
181,1,24,6,9
182,1,24,6,9
183,1,23,7,9
184,1,22,7,10
185,1,23,6,10
186,2,22,6,10
187,2,22,6,10
188,2,22,6,10
189,2,21,7,10
190,2,21,7,10
191,2,21,7,10
192,2,20,8,10
193,2,19,9,10
194,2,18,9,11
195,2,17,10,11
196,2,17,10,11
197,2,18,10,10
198,2,18,9,11
199,2,19,9,10
200,2,18,10,10
201,2,19,9,10
202,2,18,10,10
203,1,19,10,10
204,1,18,11,10
205,1,17,12,10
206,1,16,12,11
207,1,16,13,10
208,1,17,12,10
209,1,16,13,10
210,1,16,13,10
211,1,16,13,10
212,1,16,13,10
213,2,15,13,10
214,2,15,14,9
215,2,16,14,8
216,1,16,14,9
217,1,15,15,9
218,1,15,15,9
219,1,15,15,9
220,1,15,14,10
221,1,15,14,10
222,1,15,13,11
223,1,15,14,10
224,1,15,13,11
225,1,15,13,11
226,2,15,13,10
227,2,15,13,10
228,2,15,13,10
229,2,15,13,10
230,2,15,12,11
231,2,14,12,12
232,2,15,12,11
233,2,14,12,12
234,2,14,11,13
235,2,14,12,12
236,2,14,12,12
237,2,13,12,13
238,2,12,12,14
239,2,12,13,13
240,1,13,13,13
241,1,14,12,13
242,1,14,11,14
243,1,14,11,14
244,2,14,10,14
245,2,15,10,13
246,2,15,10,13
247,1,15,10,14
248,1,14,10,15
249,1,13,10,16
250,2,13,9,16
251,2,13,9,16
252,3,13,9,15
253,4,13,8,15
254,4,13,8,15
255,4,13,8,15
256,3,13,8,16
257,3,12,8,17
258,3,12,8,17
259,3,13,8,16
260,3,13,8,16
261,3,12,8,17
262,4,12,8,16
263,4,12,8,16
264,4,11,9,16
265,4,11,10,15
266,4,10,11,15
267,4,10,10,16
268,4,11,9,16
269,4,11,9,16
270,4,11,8,17
271,4,10,8,18
272,4,9,8,19
273,3,9,8,20
274,3,10,8,19
275,3,11,8,18
276,3,10,9,18
277,3,10,8,19
278,3,11,7,19
279,3,11,8,18
280,3,10,8,19
281,3,9,9,19
282,3,9,9,19
283,3,9,8,20
284,3,9,8,20
285,3,8,8,21
286,3,8,9,20
287,3,8,9,20
288,3,8,8,21
289,3,8,9,20
290,3,8,9,20
291,3,8,9,20
292,3,9,9,19
293,3,9,8,20
294,3,8,9,20
295,3,8,9,20
296,3,8,8,21
297,3,8,9,20
298,3,8,9,20
299,3,7,10,20
300,3,7,9,21
301,3,7,9,21
302,4,7,9,20
303,4,7,9,20
304,3,7,9,21
305,3,7,10,20
306,3,7,9,21
307,3,7,10,20
308,3,7,10,20
309,3,7,10,20
310,3,8,10,19
311,3,8,9,20
312,3,8,9,20
313,3,8,10,19
314,4,8,10,18
315,4,8,10,18
316,4,9,10,17
317,4,9,10,17
318,4,8,10,18
319,4,9,10,17
320,4,8,11,17
321,4,8,12,16
322,4,8,11,17
