,GTFT: 0.33,Cooperator,Tit For Tat,Defector
0,10,10,10,10
1,10,9,11,10
2,10,9,12,9
3,9,10,12,9
4,10,9,12,9
5,10,8,12,10
6,10,8,12,10
7,10,8,13,9
8,10,8,12,10
9,10,8,12,10
10,10,7,13,10
11,10,7,14,9
12,10,7,14,9
13,9,7,14,10
14,9,7,14,10
15,8,7,15,10
16,9,7,14,10
17,10,7,13,10
18,10,7,13,10
19,10,7,13,10
20,10,7,12,11
21,10,7,11,12
22,11,7,11,11
23,11,8,10,11
24,11,8,11,10
25,11,8,11,10
26,11,8,11,10
27,11,9,10,10
28,11,9,10,10
29,11,9,10,10
30,11,8,10,11
31,11,8,10,11
32,10,8,11,11
33,11,8,10,11
34,10,8,11,11
35,10,7,11,12
36,10,7,12,11
37,9,7,13,11
38,9,6,13,12
39,10,6,12,12
40,11,5,12,12
41,12,4,12,12
42,12,3,13,12
43,12,2,13,13
44,12,3,12,13
45,13,3,12,12
46,14,3,12,11
47,15,3,11,11
48,15,3,11,11
49,15,3,12,10
50,15,3,12,10
51,14,3,12,11
52,15,3,12,10
53,15,3,12,10
54,16,3,11,10
55,17,3,10,10
56,18,3,10,9
57,17,3,10,10
58,16,3,10,11
59,16,3,10,11
60,15,3,11,11
61,14,3,12,11
62,14,3,12,11
63,13,3,13,11
64,14,3,12,11
65,14,4,12,10
66,14,4,11,11
67,14,4,11,11
68,15,4,11,10
69,14,5,11,10
70,14,5,10,11
71,14,6,9,11
72,13,7,9,11
73,12,8,9,11
74,12,7,9,12
75,12,8,9,11
76,13,8,9,10
77,13,8,8,11
78,13,8,8,11
79,13,8,8,11
80,12,9,8,11
81,11,9,9,11
82,11,9,10,10
83,10,10,10,10
84,10,9,11,10
85,10,9,11,10
86,9,10,11,10
87,9,11,11,9
88,9,11,12,8
89,9,11,12,8
90,10,10,12,8
91,10,9,12,9
92,9,9,12,10
93,9,8,13,10
94,8,9,13,10
95,8,8,14,10
96,8,8,14,10
97,8,8,15,9
98,8,8,15,9
99,8,7,16,9
100,8,7,16,9
101,8,7,16,9
102,8,7,15,10
103,8,7,15,10
104,8,6,16,10
105,8,7,15,10
106,8,7,16,9
107,8,6,16,10
108,9,6,16,9
109,10,6,15,9
110,10,6,16,8
111,10,6,15,9
112,10,6,15,9
113,11,6,15,8
114,11,6,15,8
115,11,7,14,8
116,11,8,13,8
117,12,7,13,8
118,13,6,13,8
119,12,6,14,8
120,12,7,13,8
121,12,7,13,8
122,11,8,13,8
123,11,7,14,8
124,11,8,14,7
125,11,8,15,6
126,11,8,14,7
127,12,8,13,7
128,11,8,13,8
129,10,8,13,9
130,10,9,12,9
131,10,10,11,9
132,10,9,11,10
133,11,9,10,10
134,10,9,11,10
135,9,9,11,11
136,10,9,10,11
137,9,10,10,11
138,9,10,11,10
139,8,11,11,10
140,8,12,11,9
141,8,11,12,9
142,8,10,12,10
143,9,10,11,10
144,10,10,11,9
145,11,10,10,9
146,12,9,10,9
147,12,10,9,9
148,11,10,9,10
149,11,10,9,10
150,10,10,10,10
151,10,10,9,11
152,10,11,9,10
153,10,10,9,11
154,9,10,10,11
155,9,10,10,11
156,10,10,10,10
157,10,10,10,10
158,9,10,11,10
159,8,10,12,10
160,8,9,13,10
161,8,10,12,10
162,7,10,12,11
163,7,10,12,11
164,7,10,12,11
165,7,10,12,11
166,8,10,11,11
167,8,10,11,11
168,9,10,10,11
169,9,11,10,10
170,9,10,10,11
171,9,10,10,11
172,9,10,11,10
173,9,9,11,11
174,10,8,11,11
175,10,8,11,11
176,10,8,10,12
177,10,8,9,13
178,10,7,9,14
179,11,7,8,14
180,10,8,8,14
181,9,9,8,14
182,8,9,8,15
183,8,9,8,15
184,8,10,7,15
185,9,10,7,14
186,10,10,6,14
187,10,10,6,14
188,9,10,6,15
189,9,10,6,15
190,10,9,6,15
191,10,9,6,15
192,10,9,6,15
193,9,9,7,15
194,9,9,7,15
195,9,9,7,15
196,8,9,7,16
197,8,9,7,16
198,8,9,7,16
199,8,9,7,16
200,8,9,7,16
201,9,9,6,16
202,9,9,5,17
203,9,10,5,16
204,9,9,5,17
205,9,9,5,17
206,10,9,4,17
207,10,9,4,17
208,10,10,4,16
209,9,11,4,16
210,9,11,4,16
211,9,10,4,17
212,9,11,4,16
213,9,12,4,15
214,10,12,4,14
215,10,12,4,14
216,11,11,4,14
217,11,11,4,14
218,11,10,4,15
219,11,10,3,16
220,10,11,3,16
221,10,11,3,16
222,9,11,3,17
223,10,10,3,17
224,10,10,3,17
225,10,9,3,18
226,10,9,3,18
227,10,9,3,18
228,10,10,3,17
229,10,9,3,18
230,10,9,3,18
231,11,9,3,17
232,11,9,3,17
233,11,9,4,16
234,11,10,3,16
235,11,10,3,16
236,11,9,3,17
237,11,9,3,17
238,11,9,3,17
239,11,10,3,16
240,11,10,3,16
241,10,11,3,16
242,10,10,3,17
243,9,10,4,17
244,9,9,4,18
245,9,9,4,18
246,10,9,4,17
247,9,10,4,17
248,10,10,4,16
249,10,9,4,17
250,10,9,4,17
251,10,10,3,17
252,11,9,3,17
253,12,9,3,16
254,12,8,3,17
255,12,7,3,18
256,12,8,3,17
257,12,9,3,16
258,13,9,3,15
259,12,10,3,15
260,12,11,3,14
261,12,11,3,14
262,12,11,2,15
263,12,11,2,15
264,13,10,2,15
265,14,10,2,14
266,14,10,2,14
267,14,10,2,14
268,14,11,2,13
269,14,11,2,13
270,13,11,2,14
271,13,10,2,15
272,13,10,2,15
273,13,9,2,16
274,13,10,2,15
275,13,11,1,15
276,14,10,1,15
277,14,10,1,15
278,15,10,1,14
279,16,9,1,14
280,16,10,1,13
281,15,10,2,13
282,15,10,2,13
283,16,10,2,12
284,16,11,2,11
285,16,11,1,12
286,16,11,1,12
287,16,12,1,11
288,16,12,1,11
289,15,12,1,12
290,15,11,1,13
291,15,11,1,13
292,16,11,1,12
293,16,11,1,12
294,15,11,1,13
295,15,10,1,14
296,15,11,1,13
297,14,11,1,14
298,14,11,1,14
299,15,10,1,14
300,15,9,1,15
301,15,9,1,15
302,15,9,1,15
303,14,9,1,16
304,13,10,1,16
305,12,11,1,16
306,12,11,1,16
307,12,10,1,17
308,12,10,1,17
309,12,10,1,17
310,12,10,1,17
311,12,9,1,18
312,12,9,1,18
313,12,10,1,17
314,13,10,1,16
315,13,10,1,16
316,14,9,1,16
317,13,10,1,16
318,14,10,1,15
319,13,10,2,15
320,13,11,1,15
321,14,11,1,14
322,13,12,1,14
323,13,13,1,13
324,13,14,1,12
325,13,15,1,11
326,14,15,1,10
327,14,14,1,11
328,14,15,0,11
329,15,14,0,11
330,15,15,0,10
331,15,15,0,10
332,14,15,0,11
333,15,15,0,10
334,15,16,0,9
335,15,16,0,9
336,14,17,0,9
337,15,17,0,8
338,15,17,0,8
339,15,18,0,7
340,15,18,0,7
341,16,17,0,7
342,16,18,0,6
343,16,18,0,6
344,15,19,0,6
345,16,18,0,6
346,16,18,0,6
347,16,18,0,6
348,16,18,0,6
349,16,18,1,5
350,16,19,0,5
351,17,18,0,5
352,17,17,0,6
353,17,17,0,6
354,17,18,0,5
355,17,19,0,4
356,18,18,0,4
357,19,17,0,4
358,19,17,0,4
359,20,16,0,4
360,19,17,0,4
361,19,17,0,4
362,19,16,0,5
363,18,17,0,5
364,18,16,0,6
365,18,16,0,6
366,17,16,0,7
367,17,16,0,7
368,18,15,0,7
369,17,15,0,8
370,18,14,0,8
371,17,15,0,8
372,18,14,0,8
373,18,14,0,8
374,18,13,0,9
375,18,12,0,10
376,18,12,0,10
377,18,12,0,10
378,18,12,0,10
379,18,12,0,10
380,19,11,0,10
381,19,10,0,11
382,19,9,0,12
383,20,9,0,11
384,20,9,0,11
385,19,10,0,11
386,19,9,0,12
387,19,10,0,11
388,19,10,0,11
389,19,10,0,11
390,20,10,0,10
391,20,10,0,10
392,21,9,0,10
393,21,9,0,10
394,21,9,0,10
395,20,9,1,10
396,21,8,1,10
397,21,7,1,11
398,21,6,1,12
399,20,6,2,12
400,21,6,1,12
401,21,6,1,12
402,21,6,1,12
403,20,6,1,13
404,19,6,1,14
405,19,6,1,14
406,18,6,2,14
407,19,5,2,14
408,19,5,2,14
409,19,5,2,14
410,19,5,2,14
411,19,5,2,14
412,18,5,2,15
413,18,5,2,15
414,18,6,2,14
415,18,6,2,14
416,19,6,2,13
417,19,6,2,13
418,20,5,2,13
419,20,5,1,14
420,19,5,2,14
421,19,5,2,14
422,18,5,2,15
423,18,5,1,16
424,18,4,1,17
425,17,4,1,18
426,18,4,1,17
427,18,3,1,18
428,17,3,1,19
429,17,3,1,19
430,17,4,1,18
431,18,4,1,17
432,18,4,1,17
433,18,4,0,18
434,18,5,0,17
435,19,5,0,16
436,19,5,0,16
437,18,5,0,17
438,18,5,0,17
439,17,5,0,18
440,17,6,0,17
441,17,7,0,16
442,16,7,0,17
443,16,7,0,17
444,15,7,1,17
445,15,7,1,17
446,15,6,1,18
447,15,6,1,18
448,15,6,1,18
449,16,6,1,17
450,15,6,1,18
451,14,6,1,19
452,14,7,1,18
453,15,7,1,17
454,15,7,1,17
455,15,6,1,18
456,15,6,1,18
