,GTFT: 0.33,Cooperator,Tit For Tat,Defector
0,10,10,10,10
1,10,10,10,10
2,10,11,10,9
3,9,12,10,9
4,10,12,9,9
5,10,11,10,9
6,10,12,9,9
7,10,12,9,9
8,10,12,8,10
9,10,13,8,9
10,9,13,8,10
11,9,13,7,11
12,9,14,7,10
13,8,14,8,10
14,8,13,8,11
15,8,13,8,11
16,7,13,8,12
17,7,12,9,12
18,7,13,9,11
19,8,12,9,11
20,8,12,8,12
21,8,11,9,12
22,7,11,10,12
23,6,11,11,12
24,6,10,11,13
25,5,11,11,13
26,6,11,11,12
27,6,11,12,11
28,6,11,11,12
29,6,12,10,12
30,6,13,10,11
31,5,14,10,11
32,5,13,10,12
33,5,13,9,13
34,5,14,8,13
35,5,14,8,13
36,5,14,7,14
37,5,15,7,13
38,5,16,7,12
39,5,15,8,12
40,5,15,8,12
41,5,15,8,12
42,5,15,8,12
43,5,15,7,13
44,5,15,7,13
45,4,16,7,13
46,4,16,7,13
47,4,15,7,14
48,4,15,7,14
49,4,14,8,14
50,4,14,8,14
51,3,14,8,15
52,3,15,7,15
53,3,14,7,16
54,3,13,8,16
55,3,13,8,16
56,3,13,8,16
57,3,13,9,15
58,3,13,10,14
59,3,13,10,14
60,3,14,9,14
61,3,15,8,14
62,3,14,8,15
63,3,14,8,15
64,3,15,8,14
65,3,14,8,15
66,3,15,8,14
67,3,14,9,14
68,3,13,10,14
69,3,13,11,13
70,3,14,11,12
71,3,15,11,11
72,3,16,10,11
73,3,17,9,11
74,3,18,8,11
75,3,17,8,12
76,3,17,8,12
77,3,17,9,11
78,2,18,9,11
79,2,17,9,12
80,2,16,9,13
81,2,16,9,13
82,2,16,9,13
83,2,16,10,12
84,2,16,10,12
85,2,15,10,13
86,2,15,10,13
87,2,14,11,13
88,2,13,11,14
89,2,12,12,14
90,2,12,11,15
91,1,12,12,15
92,1,12,11,16
93,1,12,11,16
94,0,13,11,16
95,0,13,11,16
96,0,14,10,16
97,0,14,11,15
98,0,13,11,16
99,0,13,11,16
100,0,13,11,16
101,0,14,11,15
102,0,14,11,15
103,0,14,12,14
104,0,13,13,14
105,0,12,13,15
106,0,12,12,16
107,0,12,12,16
108,0,13,11,16
109,0,14,11,15
110,0,14,12,14
111,0,13,13,14
112,0,12,14,14
113,0,11,14,15
114,0,11,14,15
115,0,10,14,16
116,0,10,15,15
117,0,11,15,14
118,0,11,15,14
119,0,11,15,14
120,0,11,16,13
121,0,11,17,12
122,0,10,18,12
123,0,10,18,12
124,0,9,19,12
125,0,9,18,13
126,0,9,17,14
127,0,10,16,14
128,0,10,16,14
129,0,10,16,14
130,0,10,16,14
131,0,10,16,14
132,0,10,16,14
133,0,11,16,13
134,0,11,15,14
135,0,11,15,14
136,0,10,16,14
137,0,10,17,13
138,0,10,17,13
139,0,10,17,13
140,0,10,16,14
141,0,10,16,14
142,0,9,17,14
143,0,9,17,14
144,0,9,17,14
145,0,10,17,13
146,0,9,17,14
147,1,8,17,14
148,1,8,17,14
149,1,8,17,14
150,1,9,16,14
151,1,8,17,14
152,1,8,17,14
153,1,8,18,13
154,1,8,18,13
155,1,9,17,13
156,1,9,17,13
157,1,9,16,14
158,2,9,16,13
159,2,9,16,13
160,2,9,16,13
161,2,9,17,12
162,2,9,17,12
163,2,9,18,11
164,2,9,18,11
165,3,9,18,10
166,3,8,18,11
167,3,8,17,12
168,3,7,18,12
169,3,7,19,11
170,3,7,18,12
171,3,7,17,13
172,3,7,16,14
173,3,8,15,14
174,3,8,14,15
175,3,8,14,15
176,3,8,15,14
177,3,8,15,14
178,3,8,15,14
179,3,8,15,14
180,3,8,14,15
181,3,8,14,15
182,3,8,15,14
183,3,8,14,15
184,3,8,14,15
185,3,9,14,14
186,3,9,13,15
187,2,9,14,15
188,2,10,14,14
189,2,10,14,14
190,2,10,13,15
191,2,10,14,14
192,2,10,13,15
193,1,11,13,15
194,1,12,13,14
195,1,11,14,14
196,2,11,14,13
197,2,10,14,14
198,2,11,14,13
199,2,12,13,13
200,2,11,13,14
201,2,11,13,14
202,2,12,12,14
203,2,12,11,15
204,2,13,11,14
205,2,12,12,14
206,2,12,12,14
207,2,11,13,14
208,2,11,13,14
209,2,11,12,15
210,2,11,13,14
211,2,11,12,15
212,2,11,13,14
213,3,11,13,13
214,3,10,14,13
215,2,10,14,14
216,2,10,14,14
217,2,9,14,15
218,2,9,15,14
219,2,9,15,14
220,2,9,15,14
221,2,9,15,14
222,2,8,15,15
223,2,8,15,15
224,2,8,15,15
225,2,7,16,15
226,2,6,17,15
227,2,6,17,15
228,2,6,18,14
229,2,5,19,14
230,2,5,20,13
231,2,5,20,13
232,2,4,21,13
233,2,4,21,13
234,2,4,21,13
235,2,4,22,12
236,2,4,21,13
237,2,4,20,14
238,2,4,20,14
239,2,5,19,14
240,2,4,19,15
241,2,4,20,14
242,3,4,19,14
243,3,4,19,14
244,3,4,19,14
245,3,5,18,14
246,3,5,18,14
247,3,4,19,14
248,3,4,18,15
249,4,4,18,14
250,4,3,19,14
251,5,3,18,14
252,5,3,18,14
253,4,3,18,15
254,4,3,19,14
255,3,4,19,14
256,3,4,19,14
257,3,4,19,14
258,3,4,19,14
259,3,5,18,14
260,3,5,18,14
261,3,5,18,14
262,3,5,18,14
263,2,5,18,15
264,2,4,18,16
265,2,4,18,16
266,2,5,18,15
267,2,5,17,16
268,2,5,17,16
269,2,5,16,17
270,2,4,17,17
271,2,4,17,17
272,2,4,18,16
273,2,4,17,17
274,2,4,16,18
275,2,4,17,17
276,2,3,18,17
277,2,3,19,16
278,2,3,19,16
279,2,3,20,15
280,2,3,19,16
281,2,4,18,16
282,2,4,18,16
283,2,4,17,17
284,2,4,16,18
285,2,4,15,19
286,1,4,16,19
287,1,4,16,19
288,1,4,17,18
289,1,4,18,17
290,1,3,19,17
291,1,3,19,17
292,1,3,19,17
293,1,4,19,16
294,1,4,20,15
295,1,4,21,14
296,1,4,22,13
297,1,4,22,13
298,1,4,23,12
299,1,4,23,12
300,1,4,23,12
301,1,4,23,12
302,1,5,23,11
303,1,5,23,11
304,2,5,22,11
305,2,5,21,12
306,2,6,21,11
307,2,5,21,12
308,3,5,20,12
309,4,5,20,11
310,3,5,20,12
311,3,5,20,12
312,3,4,20,13
313,3,4,20,13
314,3,4,20,13
315,3,5,19,13
316,2,5,19,14
317,2,5,19,14
318,2,5,19,14
319,2,5,20,13
320,2,5,21,12
321,2,6,20,12
322,2,6,20,12
