,GTFT: 0.33,Defector,Tit For Tat,Cooperator
0,10,10,10,10
1,10,10,10,10
2,9,11,10,10
3,8,11,10,11
4,8,12,9,11
5,8,12,9,11
6,8,12,9,11
7,7,12,9,12
8,7,12,9,12
9,7,11,10,12
10,7,11,9,13
11,8,10,9,13
12,8,11,9,12
13,9,10,9,12
14,9,9,10,12
15,9,9,10,12
16,9,8,10,13
17,10,8,9,13
18,10,8,9,13
19,10,9,9,12
20,10,9,9,12
21,10,10,9,11
22,10,11,8,11
23,11,11,7,11
24,11,11,7,11
25,10,11,7,12
26,10,10,7,13
27,9,10,7,14
28,10,10,7,13
29,11,10,6,13
30,11,10,5,14
31,12,10,4,14
32,12,10,4,14
33,13,10,3,14
34,13,10,3,14
35,13,10,3,14
36,12,10,3,15
37,13,9,3,15
38,13,8,4,15
39,12,9,4,15
40,13,9,3,15
41,14,8,3,15
42,14,7,3,16
43,14,7,3,16
44,15,7,3,15
45,15,8,3,14
46,16,7,3,14
47,16,6,4,14
48,16,5,4,15
49,17,5,4,14
50,17,5,4,14
51,18,5,4,13
52,19,5,4,12
53,20,5,4,11
54,19,5,4,12
55,20,5,3,12
56,21,5,3,11
57,22,5,3,10
58,23,5,3,9
59,24,5,2,9
60,24,4,2,10
61,24,4,2,10
62,23,5,2,10
63,24,4,2,10
64,23,4,3,10
65,23,4,3,10
66,22,4,3,11
67,23,4,3,10
68,23,4,3,10
69,23,4,4,9
70,22,5,4,9
71,22,5,4,9
72,22,5,4,9
73,22,5,4,9
74,21,6,4,9
75,21,6,4,9
76,22,5,4,9
77,21,5,5,9
78,21,5,5,9
79,20,6,5,9
80,20,7,5,8
81,20,7,5,8
82,19,8,5,8
83,18,8,5,9
84,19,7,5,9
85,18,7,6,9
86,17,7,6,10
87,18,6,6,10
88,18,6,6,10
89,17,7,6,10
90,18,7,5,10
91,18,7,5,10
92,18,6,5,11
93,18,6,5,11
94,18,6,5,11
95,19,6,5,10
96,19,5,5,11
97,18,5,5,12
98,18,5,5,12
99,17,6,5,12
100,16,6,6,12
101,15,7,6,12
102,15,7,6,12
103,15,7,6,12
104,14,8,6,12
105,13,8,6,13
106,12,8,6,14
107,12,8,6,14
108,12,8,6,14
109,11,8,6,15
110,11,8,6,15
111,11,7,6,16
112,12,7,6,15
113,12,7,5,16
114,13,7,4,16
115,13,7,5,15
116,12,7,5,16
117,12,6,5,17
118,13,5,5,17
119,12,5,6,17
120,12,5,6,17
121,12,6,5,17
122,13,6,4,17
123,14,6,4,16
124,13,6,4,17
125,13,6,4,17
126,13,6,3,18
127,14,6,3,17
128,14,5,3,18
129,14,4,3,19
130,13,4,4,19
131,13,4,4,19
132,12,4,4,20
133,12,4,4,20
134,13,4,4,19
135,12,5,4,19
136,13,5,4,18
137,13,4,5,18
138,14,3,5,18
139,14,3,6,17
140,13,3,6,18
141,13,3,6,18
142,13,3,6,18
143,13,3,6,18
144,13,4,6,17
145,13,4,6,17
146,13,4,6,17
147,13,5,5,17
148,14,4,5,17
149,15,3,5,17
150,14,4,5,17
151,14,4,5,17
152,14,4,5,17
153,15,3,5,17
154,14,3,5,18
155,14,3,5,18
156,14,3,5,18
157,14,3,6,17
158,13,4,6,17
159,14,4,5,17
160,14,4,5,17
161,14,4,6,16
162,14,4,6,16
163,13,5,6,16
164,13,5,6,16
165,12,5,7,16
166,12,5,8,15
167,12,5,7,16
168,12,5,7,16
169,12,6,6,16
170,11,7,6,16
171,12,7,6,15
172,12,7,5,16
173,12,7,5,16
174,12,6,5,17
175,12,6,5,17
176,12,6,5,17
177,12,6,5,17
178,12,6,5,17
179,12,6,6,16
180,13,6,6,15
181,13,5,7,15
182,13,5,8,14
183,13,5,8,14
184,14,5,7,14
185,13,5,7,15
186,13,5,7,15
187,13,4,7,16
188,13,3,8,16
189,13,3,8,16
190,13,3,8,16
191,12,3,9,16
192,13,2,9,16
193,13,2,8,17
194,13,2,8,17
195,13,2,8,17
196,14,2,7,17
197,14,2,7,17
198,13,2,7,18
199,13,2,8,17
200,14,2,8,16
201,14,3,7,16
202,15,3,7,15
203,14,4,7,15
204,15,4,6,15
205,16,4,6,14
206,16,4,6,14
207,16,4,6,14
208,16,4,6,14
209,15,4,6,15
210,15,4,6,15
211,15,4,6,15
212,15,4,5,16
213,16,4,5,15
214,17,4,5,14
215,17,4,5,14
216,17,4,4,15
217,16,4,4,16
218,16,4,3,17
219,15,4,3,18
220,15,4,3,18
221,14,5,3,18
222,14,5,3,18
223,13,5,3,19
224,12,6,3,19
225,12,7,2,19
226,12,8,2,18
227,11,8,2,19
228,11,8,2,19
229,11,8,2,19
230,10,8,2,20
231,10,8,2,20
232,10,8,2,20
233,9,8,2,21
234,9,7,2,22
235,9,7,2,22
236,8,7,2,23
237,8,7,2,23
238,8,7,3,22
239,7,7,3,23
240,7,7,3,23
241,7,7,3,23
242,7,7,3,23
243,7,7,3,23
244,7,7,3,23
245,7,6,3,24
246,8,6,3,23
247,8,5,3,24
248,8,5,3,24
249,8,5,4,23
250,8,5,5,22
251,8,5,6,21
252,8,5,6,21
253,8,5,6,21
254,8,5,7,20
255,9,5,7,19
256,9,5,7,19
257,9,5,7,19
258,9,5,7,19
259,8,5,7,20
260,7,5,7,21
261,8,5,7,20
262,8,5,6,21
263,8,4,7,21
264,8,4,8,20
265,8,3,8,21
266,8,4,7,21
267,8,4,7,21
268,8,4,7,21
269,8,4,8,20
270,8,4,8,20
271,9,4,7,20
272,10,4,6,20
273,11,4,5,20
274,11,5,5,19
275,10,5,5,20
276,11,5,5,19
277,12,5,4,19
278,13,5,4,18
279,13,5,4,18
280,12,5,4,19
281,13,5,4,18
282,12,6,4,18
283,12,5,4,19
284,12,5,4,19
285,12,4,4,20
286,11,5,4,20
287,10,6,4,20
288,11,6,4,19
289,11,6,4,19
290,11,7,4,18
291,11,8,4,17
292,11,8,4,17
293,11,8,4,17
294,12,8,4,16
295,11,8,5,16
296,11,8,5,16
297,11,8,4,17
298,11,9,3,17
299,10,9,3,18
300,11,9,3,17
301,11,9,3,17
302,12,9,3,16
303,13,9,3,15
304,14,9,3,14
305,14,9,2,15
306,13,10,2,15
307,13,11,2,14
308,13,10,3,14
309,12,11,3,14
310,13,10,3,14
311,13,10,3,14
312,13,10,3,14
313,13,11,3,13
314,12,11,3,14
315,12,11,2,15
316,11,11,2,16
317,11,11,2,16
318,11,10,2,17
319,11,11,2,16
320,11,11,2,16
321,10,12,2,16
322,10,12,2,16
