,GTFT: 0.33,Defector,Tit For Tat,Cooperator
0,10,10,10,10
1,10,11,9,10
2,9,11,9,11
3,9,11,8,12
4,8,11,8,13
5,8,10,9,13
6,8,10,9,13
7,9,10,8,13
8,9,11,8,12
9,9,12,8,11
10,9,11,8,12
11,9,11,8,12
12,8,11,8,13
13,9,11,8,12
14,10,11,8,11
15,10,10,9,11
16,10,10,10,10
17,9,10,10,11
18,9,11,10,10
19,9,11,11,9
20,9,11,12,8
21,10,11,12,7
22,10,11,12,7
23,9,11,12,8
24,8,11,12,9
25,8,10,13,9
26,8,9,14,9
27,8,10,13,9
28,8,10,13,9
29,8,9,13,10
30,7,9,14,10
31,7,10,13,10
32,7,9,13,11
33,7,10,13,10
34,7,10,13,10
35,7,10,13,10
36,7,10,14,9
37,7,10,14,9
38,7,10,14,9
39,7,10,13,10
40,7,10,13,10
41,7,10,12,11
42,7,9,12,12
43,8,9,11,12
44,8,10,10,12
45,9,9,10,12
46,9,9,11,11
47,9,8,11,12
48,9,8,11,12
49,9,8,12,11
50,9,8,12,11
51,10,8,12,10
52,11,7,12,10
53,11,7,12,10
54,12,7,11,10
55,11,7,12,10
56,11,7,13,9
57,10,7,13,10
58,10,7,13,10
59,11,7,13,9
60,11,7,14,8
61,12,6,14,8
62,12,6,14,8
63,12,6,14,8
64,11,6,15,8
65,11,7,15,7
66,11,7,15,7
67,11,7,14,8
68,11,7,14,8
69,10,7,15,8
70,10,8,14,8
71,10,8,13,9
72,10,9,12,9
73,10,10,12,8
74,9,10,12,9
75,9,10,11,10
76,9,11,11,9
77,9,10,12,9
78,10,9,12,9
79,9,9,12,10
80,9,8,13,10
81,8,8,14,10
82,9,8,13,10
83,9,8,13,10
84,9,8,14,9
85,10,8,13,9
86,10,8,14,8
87,9,8,15,8
88,9,7,16,8
89,10,7,15,8
90,10,7,15,8
91,10,7,15,8
92,11,7,15,7
93,11,7,15,7
94,10,7,15,8
95,11,7,14,8
96,11,7,15,7
97,10,7,16,7
98,10,7,17,6
99,10,7,17,6
100,11,6,17,6
101,11,6,17,6
102,11,6,17,6
103,11,6,16,7
104,11,5,17,7
105,12,5,17,6
106,12,4,18,6
107,12,3,19,6
108,11,3,19,7
109,11,3,19,7
110,11,3,19,7
111,10,3,19,8
112,11,3,19,7
113,12,3,18,7
114,11,3,19,7
115,11,3,19,7
116,11,4,19,6
117,10,4,20,6
118,9,4,21,6
119,9,5,20,6
120,9,5,20,6
